Commit,NumberOfClasses,NumberOfMethods,SystemLOC
37b23c4c07cdcef49715ffd8fe827a9746c38f2f,89,394,7563
e6d84447bdebc9637da4f825eb969d69575565c8,100,455,8658
d1322c346be21227df30a0666d72bcb9701785d3,120,535,10545
a400c667e7bd0805b6e9e50c0a1805b7bf9d20cb,116,506,10045
d160f240e5897fe9f4ef61b4c1f6ed22b073c5cb,107,489,9407
828284d3d46cc021d4e0900d90c1e113e87a918f,100,438,8348
db72642bdc00c1362981440eea3b92df2ab6b63a,90,395,7602
