Class,Method,Smell,Tecnicas,Commit,Refactoring,Left Side,Right Side
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.expensesheet.ExpenseSheetCRUDController,get,,,dc1c5661184153206e36f4df1f76d38d1cf25c09,RENAME_METHOD,public getExpenseSheetLineDTO() : ExpenseSheetLine,public getNewExpenseSheetLine() : ExpenseSheetLine
org.libreplan.web.expensesheet.ExpenseSheetCRUDController,get,,,dc1c5661184153206e36f4df1f76d38d1cf25c09,RENAME_METHOD,public getExpenseSheetLineDTO() : ExpenseSheetLine,public getNewExpenseSheetLine() : ExpenseSheetLine
org.libreplan.web.expensesheet.ExpenseSheetCRUDController,get,,,dc1c5661184153206e36f4df1f76d38d1cf25c09,RENAME_METHOD,public getExpenseSheetLineDTO() : ExpenseSheetLine,public getNewExpenseSheetLine() : ExpenseSheetLine
org.libreplan.web.expensesheet.ExpenseSheetCRUDController,get,,,dc1c5661184153206e36f4df1f76d38d1cf25c09,RENAME_METHOD,public getExpenseSheetLineDTO() : ExpenseSheetLine,public getNewExpenseSheetLine() : ExpenseSheetLine
org.libreplan.web.expensesheet.ExpenseSheetCRUDController,get,,,dc1c5661184153206e36f4df1f76d38d1cf25c09,RENAME_METHOD,public getExpenseSheetLineDTO() : ExpenseSheetLine,public getNewExpenseSheetLine() : ExpenseSheetLine
org.libreplan.web.expensesheet.ExpenseSheetCRUDController,get,,,dc1c5661184153206e36f4df1f76d38d1cf25c09,RENAME_METHOD,public getExpenseSheetLineDTO() : ExpenseSheetLine,public getNewExpenseSheetLine() : ExpenseSheetLine
org.libreplan.web.expensesheet.ExpenseSheetCRUDController,get,,,dc1c5661184153206e36f4df1f76d38d1cf25c09,RENAME_METHOD,public getExpenseSheetLineDTO() : ExpenseSheetLine,public getNewExpenseSheetLine() : ExpenseSheetLine
org.libreplan.web.expensesheet.ExpenseSheetCRUDController,get,,,dc1c5661184153206e36f4df1f76d38d1cf25c09,RENAME_METHOD,public getExpenseSheetLineDTO() : ExpenseSheetLine,public getNewExpenseSheetLine() : ExpenseSheetLine
org.libreplan.web.expensesheet.ExpenseSheetCRUDController,get,,,dc1c5661184153206e36f4df1f76d38d1cf25c09,RENAME_METHOD,public getExpenseSheetLineDTO() : ExpenseSheetLine,public getNewExpenseSheetLine() : ExpenseSheetLine
org.libreplan.business.common.entities.Configuration,getPersonalTimesheetsTypeOfWorkHours,,,909eab9f52c1216713038e1013d6fe161fbe74a4,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getPersonalTimesheetsTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.business.common.entities.Configuration,getPersonalTimesheetsTypeOfWorkHours,,,be439d08d1feb3b0af6df4c1b02ef5b8e840e52b,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getPersonalTimesheetsTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.business.common.entities.Configuration,getPersonalTimesheetsTypeOfWorkHours,,,3394f41aa23280ddabe38821494559d0bad3bfd6,RENAME_METHOD,public getMonthlyTimesheetsTypeOfWorkHours() : TypeOfWorkHours,public getPersonalTimesheetsTypeOfWorkHours() : TypeOfWorkHours
org.libreplan.web.planner.company.CompanyPlanningModel,getZoomLevel,,,909eab9f52c1216713038e1013d6fe161fbe74a4,EXTRACT_OPERATION,"public setConfigurationToPlanner(planner Planner, additional Collection<ICommandOnTask<TaskElement>>, doubleClickCommand ICommandOnTask<TaskElement>, predicate IPredicate) : void",private getZoomLevel(configuration PlannerConfiguration<TaskElement>) : ZoomLevel
org.libreplan.web.planner.company.CompanyPlanningModel,getZoomLevel,,,28e56f8ae19f717a048e90e26fa4479ad1909425,EXTRACT_OPERATION,"public setConfigurationToPlanner(planner Planner, additional Collection<ICommandOnTask<TaskElement>>, doubleClickCommand ICommandOnTask<TaskElement>, predicate IPredicate) : void",private getZoomLevel(configuration PlannerConfiguration<TaskElement>) : ZoomLevel
org.libreplan.web.planner.company.CompanyPlanningModel,getZoomLevel,,,0f548e6e737eedb148aadae434fbabb20053edc1,EXTRACT_AND_MOVE_OPERATION,private getZoomLevel(configuration PlannerConfiguration<TaskElement>) : ZoomLevel,public readZoomLevel() : ZoomLevel
org.libreplan.web.planner.company.CompanyPlanningModel,getZoomLevel,,,ee7c6d708a0c9a99c6678420fcdae4503138330d,EXTRACT_OPERATION,"public setConfigurationToPlanner(planner Planner, additional Collection<ICommandOnTask<TaskElement>>, doubleClickCommand ICommandOnTask<TaskElement>, predicate TaskGroupPredicate) : void",private getZoomLevel(configuration PlannerConfiguration<TaskElement>) : ZoomLevel
org.libreplan.business.planner.entities.TaskElement,create,,,909eab9f52c1216713038e1013d6fe161fbe74a4,EXTRACT_OPERATION,"protected create(taskElement T, taskSource TaskSource) : T",protected setTaskSource(taskSource TaskSource) : void
org.libreplan.business.planner.entities.TaskElement,create,,,d258b989f9719e039741ee9f1664e3cf33bdbb4a,EXTRACT_OPERATION,"protected create(taskElement T, taskSource TaskSource) : T",protected setTaskSource(taskSource TaskSource) : void
org.libreplan.business.planner.entities.TaskElement,create,,,c5639974247a2857198e6e7adf0ef49738624705,EXTRACT_OPERATION,"protected create(taskElement T, taskSource TaskSource) : T",protected setTaskSource(taskSource TaskSource) : void
org.libreplan.business.orders.entities.OrderSyncInfo,setConnectorName,,,c7508fbfa31291e68292a1b9c6389d776eeb3fe3,RENAME_METHOD,public setConnectorId(connectorId String) : void,public setConnectorName(connectorName String) : void
org.libreplan.web.orders.OrderElementTreeController,refreshRow,,,54887acb45a63f0d90e5882acfd67545ff42b11c,EXTRACT_AND_MOVE_OPERATION,public refreshRow(item Treeitem) : void,public updateColumnsFor(element T) : void
org.libreplan.importers.JiraOrderElementSynchronizer,getJiraIssues,,,cc246eedfa9f047d513f03efb213a369e2cd05c7,EXTRACT_OPERATION,public getJiraIssues(label String) : List<IssueDTO>,"private getJiraIssues(label String, connector Connector) : List<IssueDTO>"
org.libreplan.importers.JiraOrderElementSynchronizer,getJiraIssues,,,ba8024aae761b2cbdd3acf725462e845a536b7c5,EXTRACT_OPERATION,public getJiraIssues(label String) : List<IssueDTO>,"private getJiraIssues(label String, connector Connector) : List<IssueDTO>"
org.libreplan.importers.JiraOrderElementSynchronizer,getJiraIssues,,,cc246eedfa9f047d513f03efb213a369e2cd05c7,EXTRACT_OPERATION,public getJiraIssues(label String) : List<IssueDTO>,"private getJiraIssues(label String, connector Connector) : List<IssueDTO>"
org.libreplan.importers.JiraOrderElementSynchronizer,getJiraIssues,,,ba8024aae761b2cbdd3acf725462e845a536b7c5,EXTRACT_OPERATION,public getJiraIssues(label String) : List<IssueDTO>,"private getJiraIssues(label String, connector Connector) : List<IssueDTO>"
org.libreplan.importers.JiraOrderElementSynchronizer,getJiraIssues,,,cc246eedfa9f047d513f03efb213a369e2cd05c7,EXTRACT_OPERATION,public getJiraIssues(label String) : List<IssueDTO>,"private getJiraIssues(label String, connector Connector) : List<IssueDTO>"
org.libreplan.importers.JiraOrderElementSynchronizer,getJiraIssues,,,ba8024aae761b2cbdd3acf725462e845a536b7c5,EXTRACT_OPERATION,public getJiraIssues(label String) : List<IssueDTO>,"private getJiraIssues(label String, connector Connector) : List<IssueDTO>"
org.libreplan.importers.JiraOrderElementSynchronizer,getJiraIssues,,,cc246eedfa9f047d513f03efb213a369e2cd05c7,EXTRACT_OPERATION,public getJiraIssues(label String) : List<IssueDTO>,"private getJiraIssues(label String, connector Connector) : List<IssueDTO>"
org.libreplan.importers.JiraOrderElementSynchronizer,getJiraIssues,,,ba8024aae761b2cbdd3acf725462e845a536b7c5,EXTRACT_OPERATION,public getJiraIssues(label String) : List<IssueDTO>,"private getJiraIssues(label String, connector Connector) : List<IssueDTO>"
org.libreplan.web.planner.allocation.Row,add,,,909eab9f52c1216713038e1013d6fe161fbe74a4,EXTRACT_OPERATION,private addListenerIfNeeded(allEffortComponent Component) : void,private isEffortDurationBoxDisabled() : boolean
org.libreplan.web.planner.allocation.Row,add,,,b218f380a7096418fb32f47d296d488a610f94c6,EXTRACT_OPERATION,private addListenerIfNeeded(allEffortComponent Component) : void,private isEffortDurationBoxDisabled() : boolean
