Commmit-id,Refactring-name,Refactoring-Type,Code Element Left,Code Element Right,Class Before,Class After
f7f7c58503958c6f4c036f0cc4168b41d7e86e76,Rename Class,RENAME_CLASS,org.jbei.ice.lib.config.ConfigurationController,org.jbei.ice.lib.config.ConfigurationSettings,[org.jbei.ice.lib.config.ConfigurationController],[org.jbei.ice.lib.config.ConfigurationSettings]
f7f7c58503958c6f4c036f0cc4168b41d7e86e76,Change Variable Type,CHANGE_VARIABLE_TYPE,configurationController : ConfigurationController,settings : ConfigurationSettings,[org.jbei.ice.ApplicationInitialize],[org.jbei.ice.ApplicationInitialize]
f7f7c58503958c6f4c036f0cc4168b41d7e86e76,Rename Variable,RENAME_VARIABLE,configurationController : ConfigurationController,settings : ConfigurationSettings,[org.jbei.ice.ApplicationInitialize],[org.jbei.ice.ApplicationInitialize]
f7f7c58503958c6f4c036f0cc4168b41d7e86e76,Rename Method,RENAME_METHOD,"public updateStatus(userId String, requestId long, newStatus SampleRequestStatus) : SampleRequest","private updateSampleRequest(requestId long, newStatus SampleRequestStatus) : SampleRequest",[org.jbei.ice.lib.entry.sample.RequestRetriever],[org.jbei.ice.lib.entry.sample.RequestRetriever]
f7f7c58503958c6f4c036f0cc4168b41d7e86e76,Rename Method,RENAME_METHOD,"protected createStorage(userId String, name String, sampleType SampleType) : Storage","package createStorageObject(userId String, name String, sampleType SampleType) : Storage",[org.jbei.ice.lib.entry.sample.SampleService],[org.jbei.ice.lib.entry.sample.SampleService]
f7f7c58503958c6f4c036f0cc4168b41d7e86e76,Change Return Type,CHANGE_RETURN_TYPE,PartSample,void,[org.jbei.ice.lib.entry.sample.SampleService],[org.jbei.ice.lib.entry.sample.SampleService]
f7f7c58503958c6f4c036f0cc4168b41d7e86e76,Change Variable Type,CHANGE_VARIABLE_TYPE,configurationController : ConfigurationController,settings : ConfigurationSettings,[org.jbei.ice.lib.net.WoRController],[org.jbei.ice.lib.net.WoRController]
f7f7c58503958c6f4c036f0cc4168b41d7e86e76,Rename Variable,RENAME_VARIABLE,configurationController : ConfigurationController,settings : ConfigurationSettings,[org.jbei.ice.lib.net.WoRController],[org.jbei.ice.lib.net.WoRController]
f7f7c58503958c6f4c036f0cc4168b41d7e86e76,Inline Method,INLINE_OPERATION,"private encrypt(string String, algorithm String) : String",public encryptSHA(string String) : String,[org.jbei.ice.lib.utils.Utils],[org.jbei.ice.lib.utils.Utils]
f7f7c58503958c6f4c036f0cc4168b41d7e86e76,Change Variable Type,CHANGE_VARIABLE_TYPE,controller : ConfigurationController,controller : ConfigurationSettings,[org.jbei.ice.lib.utils.Utils],[org.jbei.ice.lib.utils.Utils]
f7f7c58503958c6f4c036f0cc4168b41d7e86e76,Change Attribute Type,CHANGE_ATTRIBUTE_TYPE,controller : ConfigurationController,controller : ConfigurationSettings,[org.jbei.ice.services.rest.ConfigResource],[org.jbei.ice.services.rest.ConfigResource]
f7f7c58503958c6f4c036f0cc4168b41d7e86e76,Change Variable Type,CHANGE_VARIABLE_TYPE,configurationController : ConfigurationController,settings : ConfigurationSettings,[org.jbei.ice.services.rest.FileResource],[org.jbei.ice.services.rest.FileResource]
f7f7c58503958c6f4c036f0cc4168b41d7e86e76,Rename Variable,RENAME_VARIABLE,configurationController : ConfigurationController,settings : ConfigurationSettings,[org.jbei.ice.services.rest.FileResource],[org.jbei.ice.services.rest.FileResource]
f7f7c58503958c6f4c036f0cc4168b41d7e86e76,Change Variable Type,CHANGE_VARIABLE_TYPE,"folder : Join<Permission,Folder>","permission : Join<Folder,Permission>",[org.jbei.ice.storage.hibernate.dao.FolderDAO],[org.jbei.ice.storage.hibernate.dao.FolderDAO]
f7f7c58503958c6f4c036f0cc4168b41d7e86e76,Rename Variable,RENAME_VARIABLE,"folder : Join<Permission,Folder>","permission : Join<Folder,Permission>",[org.jbei.ice.storage.hibernate.dao.FolderDAO],[org.jbei.ice.storage.hibernate.dao.FolderDAO]
f7f7c58503958c6f4c036f0cc4168b41d7e86e76,Rename Variable,RENAME_VARIABLE,predicate : Predicate,permissionPredicate : Predicate,[org.jbei.ice.storage.hibernate.dao.FolderDAO],[org.jbei.ice.storage.hibernate.dao.FolderDAO]
f7f7c58503958c6f4c036f0cc4168b41d7e86e76,Change Variable Type,CHANGE_VARIABLE_TYPE,from : Root<Permission>,from : Root<Folder>,[org.jbei.ice.storage.hibernate.dao.FolderDAO],[org.jbei.ice.storage.hibernate.dao.FolderDAO]
f7f7c58503958c6f4c036f0cc4168b41d7e86e76,Extract Method,EXTRACT_OPERATION,public retrieveSystemSettings(userId String) : ArrayList<Setting>,private getConfigValue(key ConfigurationKey) : Setting,[org.jbei.ice.lib.config.ConfigurationController],[org.jbei.ice.lib.config.ConfigurationSettings]
dab53b2d79b359c7a8881e3a64856a3b9b1fbbd7,Change Return Type,CHANGE_RETURN_TYPE,Optional<SampleCreateModel>,SampleCreateModel,[org.jbei.ice.storage.hibernate.dao.SampleCreateModelDAO],[org.jbei.ice.storage.hibernate.dao.SampleCreateModelDAO]
f0e420494f5dfc5b417f1d053db80282b331af50,Rename Class,RENAME_CLASS,org.jbei.ice.lib.config.ConfigurationController,org.jbei.ice.lib.config.ConfigurationSettings,[org.jbei.ice.lib.config.ConfigurationController],[org.jbei.ice.lib.config.ConfigurationSettings]
f0e420494f5dfc5b417f1d053db80282b331af50,Change Variable Type,CHANGE_VARIABLE_TYPE,configurationController : ConfigurationController,settings : ConfigurationSettings,[org.jbei.ice.ApplicationInitialize],[org.jbei.ice.ApplicationInitialize]
