Commmit-id,Refactring-name,Refactoring-Type,Code Element Left,Code Element Right,Class Before,Class After
e0aa16ccdeecc35b2c23ec0a485cc1e46b6f8e01,Change Parameter Type,CHANGE_PARAMETER_TYPE,plugin : ProjectVersionDefinitionPlugin,plugin : ProjectVersionPlugin,[org.jumpmind.metl.core.persist.IPluginService],[org.jumpmind.metl.core.persist.IPluginService]
e0aa16ccdeecc35b2c23ec0a485cc1e46b6f8e01,Change Parameter Type,CHANGE_PARAMETER_TYPE,deployment : AgentDeployment,deployment : AgentDeploy,[org.jumpmind.metl.core.runtime.IAgentManager],[org.jumpmind.metl.core.runtime.IAgentManager]
e0aa16ccdeecc35b2c23ec0a485cc1e46b6f8e01,Change Parameter Type,CHANGE_PARAMETER_TYPE,deployment : AgentDeployment,deployment : AgentDeploy,[org.jumpmind.metl.core.runtime.web.IHttpRequestMappingRegistry],[org.jumpmind.metl.core.runtime.web.IHttpRequestMappingRegistry]
e0aa16ccdeecc35b2c23ec0a485cc1e46b6f8e01,Change Parameter Type,CHANGE_PARAMETER_TYPE,agentDeployment : AgentDeployment,agentDeployment : AgentDeploy,[org.jumpmind.metl.ui.views.deploy.IAgentDeploymentChangeListener],[org.jumpmind.metl.ui.views.deploy.IAgentDeploymentChangeListener]
34bf27d5afa89febc2dcd39faeba1e7fa8298236,Rename Method,RENAME_METHOD,public getLevel() : String,public getNotificationLevel() : String,[org.jumpmind.metl.core.model.Notification],[org.jumpmind.metl.core.model.Notification]
34bf27d5afa89febc2dcd39faeba1e7fa8298236,Rename Method,RENAME_METHOD,public setLevel(level String) : void,public setNotificationLevel(level String) : void,[org.jumpmind.metl.core.model.Notification],[org.jumpmind.metl.core.model.Notification]
34bf27d5afa89febc2dcd39faeba1e7fa8298236,Rename Attribute,RENAME_ATTRIBUTE,level : String,notificationLevel : String,[org.jumpmind.metl.core.model.Notification],[org.jumpmind.metl.core.model.Notification]
0504423bc8d3b119889d881c1f976a1373032bb5,Extract Variable,EXTRACT_VARIABLE,0,appendToProperties : String,[org.jumpmind.metl.ui.init.AppConfig],[org.jumpmind.metl.ui.init.AppConfig]
fbf11325483a4b542ca83272b787e741c3b0feb3,Change Variable Type,CHANGE_VARIABLE_TYPE,is : HttpInputStream,isc : IInputStreamWithConnection,[org.jumpmind.metl.core.runtime.component.Web],[org.jumpmind.metl.core.runtime.component.Web]
fbf11325483a4b542ca83272b787e741c3b0feb3,Rename Variable,RENAME_VARIABLE,is : HttpInputStream,isc : IInputStreamWithConnection,[org.jumpmind.metl.core.runtime.component.Web],[org.jumpmind.metl.core.runtime.component.Web]
fbf11325483a4b542ca83272b787e741c3b0feb3,Change Variable Type,CHANGE_VARIABLE_TYPE,streamable : HttpDirectory,streamable : IDirectory,[org.jumpmind.metl.core.runtime.component.Web],[org.jumpmind.metl.core.runtime.component.Web]
22cc8b3e707e584b5fa65a967fbdadae071a4902,Rename Method,RENAME_METHOD,private removeAllAttributes(element Element) : void,private removeAllEmptyAttributes(element Element) : void,[org.jumpmind.metl.core.runtime.component.XmlFormatter],[org.jumpmind.metl.core.runtime.component.XmlFormatter]
4995e4c2769e628d8fe3b9cded448976d120738f,Change Variable Type,CHANGE_VARIABLE_TYPE,streamable : IDirectory,streamable : HttpDirectory,[org.jumpmind.metl.core.runtime.component.Web],[org.jumpmind.metl.core.runtime.component.Web]
8bcc79bcecaae5525eba6f07b783e70cd7a7cf71,Extract Method,EXTRACT_OPERATION,protected getSqlStatements(required boolean) : List<String>,"private getStatements(script String, required boolean) : List<String>",[org.jumpmind.metl.core.runtime.component.AbstractRdbmsComponentRuntime],[org.jumpmind.metl.core.runtime.component.AbstractRdbmsComponentRuntime]
96866b8ef5ab24703375befa32f375c9c4f640e7,Extract Method,EXTRACT_OPERATION,protected getSqlStatements(required boolean) : List<String>,"private getStatements(script String, required boolean) : List<String>",[org.jumpmind.metl.core.runtime.component.AbstractRdbmsComponentRuntime],[org.jumpmind.metl.core.runtime.component.AbstractRdbmsComponentRuntime]
041a9ebe5bcdce2d343056e61a74f05341ec34e0,Extract Variable,EXTRACT_VARIABLE,0,found : boolean,[org.jumpmind.metl.core.runtime.resource.SftpDirectory],[org.jumpmind.metl.core.runtime.resource.SftpDirectory]
