Tecnicas,Design Role,Classe,Método,LOC,CC,Efferent,NOP,Problema de Design
 V ,UNDEFINED,com.zegoggles.smssync.auth.TokenRefresher,invalidateToken,12,3,5,1,Muitos Desvios
 V ,SERVICE,com.zegoggles.smssync.service.SmsRestoreService,handleIntent,18,5,12,1,Metodo Longo
 V ,UNDEFINED,com.zegoggles.smssync.auth.TokenRefresher,refreshOAuth2Token,14,3,3,0,Metodo Longo
 V ,UNDEFINED,com.zegoggles.smssync.utils.ListPreferenceHelper,onPreferenceChange,4,1,3,2,Muitos Parametros
 V ,FRAGMENT,com.zegoggles.smssync.activity.fragments.MainSettings,getConnectedSummary,10,4,4,1,Muitos Desvios
" A, R, D, V, X ",UNDEFINED,com.zegoggles.smssync.mail.MessageGenerator,messageFromMapSms,28,5,14,1,Alto Acoplamento Efferent
 V ,UNDEFINED,com.zegoggles.smssync.utils.AppLog,readLog,25,5,7,1,Alto Acoplamento Efferent
 V ,UNDEFINED,com.zegoggles.smssync.service.BackupJobs,scheduleBootup,13,3,3,0,Muitos Desvios
 V ,UNDEFINED,com.zegoggles.smssync.utils.AppLog,append,8,3,5,1,Muitos Desvios
 V ,ACTIVITY,com.zegoggles.smssync.activity.donation.DonationActivity,userHasDonated,10,4,4,1,Muitos Desvios
 V ,TEST,com.zegoggles.smssync.auth.TokenRefresherTest,shouldHandleExceptionsThrownByFuture,16,2,6,0,Alto Acoplamento Efferent
 V ,UNDEFINED,com.zegoggles.smssync.service.BackupQueryBuilder,getQueryForMMS,7,2,6,2,Alto Acoplamento Efferent
 V ,UNDEFINED,com.zegoggles.smssync.auth.OAuth2Client,getUsernameFromContacts,28,5,9,1,Alto Acoplamento Efferent
" A, R, D, V, X ",TEST,com.zegoggles.smssync.service.SmsBackupServiceTest,notifyUser,3,1,5,4,Muitos Parametros
 V ,ACTIVITY,com.zegoggles.smssync.activity.MainActivity,performAction,16,5,4,1,Muitos Desvios
 V ,UNDEFINED,com.zegoggles.smssync.preferences.DataTypePreferences,setMaxSyncedDate,3,1,4,2,Muitos Parametros
 V ,UNDEFINED,com.zegoggles.smssync.preferences.Preferences,getStringAsInt,10,3,5,2,Muitos Desvios
 V ,UNDEFINED,com.zegoggles.smssync.service.CalendarSyncer,syncCalendar,17,4,13,1,Metodo Longo
" D, V ",ACTIVITY,com.zegoggles.smssync.activity.donation.DonationActivity,onBillingSetupFinished,13,2,7,1,Alto Acoplamento Efferent
 V ,ACTIVITY,com.zegoggles.smssync.activity.MainActivity,handleAccountManagerAuth,14,4,4,1,Metodo Longo
 V ,UNDEFINED,com.zegoggles.smssync.service.BackupJobs,schedule,18,9,6,3,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,com.zegoggles.smssync.mail.MessageGenerator,messageFromMapMms,39,7,14,1,Metodo Longo
 V ,BROADCASTRECEIVER,com.zegoggles.smssync.receiver.BackupBroadcastReceiver,onReceive,6,3,4,2,Muitos Parametros
" A, R, D, V, X ",[CALENDARACCESSOR],com.zegoggles.smssync.calendar.CalendarAccessorPost40,addEntry,26,4,11,5,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,com.zegoggles.smssync.service.BackupJobs,schedule,18,9,6,3,Muitos Desvios
" D, V ",SERVICE,com.zegoggles.smssync.service.SmsJobService,onStartJob,23,6,7,1,Metodo Longo
 V ,UNDEFINED,com.zegoggles.smssync.utils.AppLog,getLogDialog,18,1,0,2,Muitos Parametros
 V ,APPLICATION,com.zegoggles.smssync.App,enableOrDisableComponent,6,3,4,2,Muitos Desvios
" A, V, X ",SERVICE,com.zegoggles.smssync.service.SmsBackupService,backupStateChanged,20,7,1,1,Muitos Desvios
" A, V, X ",PREFERENCE,com.zegoggles.smssync.activity.StatusPreference,stateChanged,26,7,4,1,Muitos Desvios
 V ,[CALENDARACCESSOR],com.zegoggles.smssync.calendar.CalendarAccessorPre40,addEntry,21,3,10,5,Metodo Longo
 V ,FRAGMENT,com.zegoggles.smssync.activity.fragments.MainSettings,checkUserDonationStatus,20,1,0,0,Metodo Longo
 V ,UNDEFINED,com.zegoggles.smssync.service.BackupJobs,cancel,11,3,4,1,Muitos Desvios
 V ,FRAGMENT,com.zegoggles.smssync.activity.fragments.AdvancedSettings,updateMaxItems,7,3,3,3,Muitos Desvios
 V ,UNDEFINED,com.zegoggles.smssync.mail.Attachment,encodeRFC2231value,26,6,7,2,Alto Acoplamento Efferent
 V ,SERVICE,com.zegoggles.smssync.service.ServiceBase,acquireLocks,14,4,4,0,Muitos Desvios
 V ,BROADCASTRECEIVER,com.zegoggles.smssync.receiver.PackageReplacedReceiver,onReceive,10,3,7,2,Muitos Desvios
 V ,TEST,com.zegoggles.smssync.mail.MessageGeneratorTest,testShouldGenerateSubjectWithNameForMMS,8,1,6,0,Alto Acoplamento Efferent
 V ,PERSISTENCE,com.zegoggles.smssync.mail.BackupImapStore,getMessages,28,2,0,3,Metodo Longo
 V ,UNDEFINED,com.zegoggles.smssync.service.BackupQueryBuilder,buildMostRecentQueryForDataType,12,4,3,1,Muitos Desvios
 V ,FRAGMENT,com.zegoggles.smssync.activity.fragments.AdvancedSettings,onPreferenceChange,5,1,6,2,Alto Acoplamento Efferent
" A, R, D, V, X ",SERVICE,com.zegoggles.smssync.service.SmsBackupService,notifyUser,4,1,5,4,Muitos Parametros
 V ,[CALENDARACCESSOR],com.zegoggles.smssync.calendar.CalendarAccessorPre40,getCalendars,19,4,7,0,Alto Acoplamento Efferent
 V ,UNDEFINED,com.zegoggles.smssync.mail.PersonLookup,lookupPerson,21,7,9,1,Alto Acoplamento Efferent
 V ,PERSISTENCE,com.zegoggles.smssync.mail.BackupImapStore,getStoreUriForLogging,16,4,4,0,Muitos Desvios
" A, R, D, V, X ",UNDEFINED,com.zegoggles.smssync.mail.MessageGenerator,messageFromMapCallLog,40,11,15,1,Alto Acoplamento Efferent
" A, D, V, X ",TEST,com.zegoggles.smssync.service.BackupJobsTest,verifyJobScheduled,20,3,5,3,Muitos Parametros
 V ,SERVICE,com.zegoggles.smssync.service.state.RestoreState,getNotificationLabel,16,5,2,1,Muitos Desvios
" A, V, X ",ASYNCTASK,com.zegoggles.smssync.service.RestoreTask,handleAuthError,24,5,9,3,Muitos Parametros
 V ,TEST,com.zegoggles.smssync.calendar.CalendarAccessorPost40Test,shouldAddEntry,17,1,7,0,Alto Acoplamento Efferent
 V ,ACTIVITY,com.zegoggles.smssync.activity.auth.AccountManagerAuthActivity,onClick,3,1,10,2,Muitos Parametros
 V ,PREFERENCE,com.zegoggles.smssync.activity.StatusPreference,setViewAttributes,25,6,4,1,Metodo Longo
 V ,UNDEFINED,com.zegoggles.smssync.mail.Attachment,encodeRFC2231value,26,6,7,2,Muitos Desvios
 V ,UNDEFINED,com.zegoggles.smssync.auth.OAuth2Client,getUsernameFromContacts,28,5,9,1,Muitos Desvios
" D, V ",ACTIVITY,com.zegoggles.smssync.activity.MainActivity,onPreferenceStartFragment,8,2,7,2,Alto Acoplamento Efferent
" A, R, D, V, X ",ACTIVITY,com.zegoggles.smssync.activity.MainActivity,onActivityResult,46,14,11,3,Muitos Desvios
 V ,APPLICATION,com.zegoggles.smssync.App,debugSensitive,3,3,1,0,Muitos Desvios
 V ,UNDEFINED,com.zegoggles.smssync.preferences.DataTypePreferences,setBackupEnabled,3,1,3,2,Muitos Parametros
 V ,BROADCASTRECEIVER,com.zegoggles.smssync.compat.SmsReceiver,onReceive,2,1,2,2,Muitos Parametros
 V ,ACTIVITY,com.zegoggles.smssync.activity.donation.DonationActivity,showSelectDialog,14,4,7,1,Metodo Longo
 V ,[TRUSTEDSOCKETFACTORY],com.zegoggles.smssync.mail.AllTrustedSocketFactory,checkServerTrusted,2,1,2,2,Muitos Parametros
 V ,ASYNCTASK,com.zegoggles.smssync.service.BackupTask,backupCursors,35,7,13,4,Metodo Longo
 V ,ACTIVITY,com.zegoggles.smssync.activity.MainActivity,onOptionsItemSelected,14,4,2,1,Metodo Longo
 V ,UNDEFINED,com.zegoggles.smssync.service.state.State,getDetailedErrorMessage,14,5,5,1,Metodo Longo
 V ,SERVICE,com.zegoggles.smssync.service.SmsJobService,backupStateChanged,15,4,4,1,Muitos Desvios
 V ,ACTIVITY,com.zegoggles.smssync.activity.donation.DonationActivity,onSkuDetailsResponse,19,5,5,2,Metodo Longo
" A, V, X ",UNDEFINED,com.zegoggles.smssync.service.BackupQueryBuilder,buildQueryForDataType,12,4,4,3,Muitos Parametros
 V ,UNDEFINED,com.zegoggles.smssync.mail.MessageConverter,getDataType,12,3,6,1,Alto Acoplamento Efferent
 V ,ACTIVITY,com.zegoggles.smssync.activity.MainActivity,startRestore,22,4,5,0,Muitos Desvios
 V ,SERVICE,com.zegoggles.smssync.service.SmsBackupService,transition,3,1,3,2,Muitos Parametros
" A, V, X ",UNDEFINED,com.zegoggles.smssync.mail.CallFormatter,formatForCalendar,8,2,4,3,Muitos Parametros
 V ,SERVICE,com.zegoggles.smssync.service.SmsBackupService,scheduleNextBackup,13,4,6,1,Muitos Desvios
 V ,UNDEFINED,com.zegoggles.smssync.auth.TokenRefresher,refreshOAuth2Token,14,3,3,0,Muitos Desvios
 V ,UNDEFINED,com.zegoggles.smssync.mail.MessageConverter,getDataType,12,3,6,1,Muitos Desvios
 V ,UNDEFINED,com.zegoggles.smssync.mail.PersonRecord,getAddress,17,4,3,1,Muitos Desvios
 V ,UNDEFINED,com.zegoggles.smssync.mail.HeaderGenerator,createMessageId,21,5,11,3,Metodo Longo
" A, R, D, V, X ",UNDEFINED,com.zegoggles.smssync.auth.OAuth2Client,startElement,6,2,3,4,Muitos Parametros
 V ,UNDEFINED,com.zegoggles.smssync.mail.CallFormatter,mapCallType,16,6,1,1,Muitos Desvios
 V ,FRAGMENT,com.zegoggles.smssync.activity.donation.DonationListFragment,onClick,3,1,8,2,Alto Acoplamento Efferent
" A, V, X ",UNDEFINED,com.zegoggles.smssync.mail.PersonLookup,lookupPerson,21,7,9,1,Muitos Desvios
 V ,TEST,com.zegoggles.smssync.receiver.SmsBroadcastReceiverTest,before,16,1,0,0,Metodo Longo
 V ,UNDEFINED,com.zegoggles.smssync.service.state.State,getNotificationLabel,12,4,2,1,Muitos Desvios
 V ,UNDEFINED,com.zegoggles.smssync.mail.Headers,get,9,2,3,2,Muitos Parametros
" D, V ",ACTIVITY,com.zegoggles.smssync.activity.donation.DonationActivity,onPurchasesUpdated,3,1,6,2,Alto Acoplamento Efferent
 V ,TEST,com.zegoggles.smssync.service.BackupCursorsTest,shouldIterateOverAllContainedCursors,16,3,3,0,Muitos Desvios
 V ,UNDEFINED,com.zegoggles.smssync.service.state.State,getErrorMessage,12,5,3,1,Muitos Desvios
" A, V, X ",UNDEFINED,com.zegoggles.smssync.utils.Drawables,getTinted,6,1,5,3,Muitos Parametros
 V ,FRAGMENT,com.zegoggles.smssync.activity.fragments.SMSBackupPreferenceFragment,onCreatePreferences,5,1,4,2,Muitos Parametros
" A, R, D, V, X ",ACTIVITY,com.zegoggles.smssync.activity.MainActivity,onActivityResult,46,14,11,3,Alto Acoplamento Efferent
 V ,ACTIVITY,com.zegoggles.smssync.activity.MainActivity,onCreate,22,4,7,1,Muitos Desvios
 V ,ASYNCTASK,com.zegoggles.smssync.service.BackupTask,onProgressUpdate,5,4,1,1,Muitos Desvios
 V ,UNDEFINED,com.zegoggles.smssync.mail.Attachment,encodeRFC2231,10,2,3,2,Muitos Parametros
 V ,UNDEFINED,com.zegoggles.smssync.auth.OAuth2Client,extractEmail,7,1,6,1,Alto Acoplamento Efferent
 V ,SERVICE,com.zegoggles.smssync.service.ServiceBase,releaseLocks,10,5,2,0,Muitos Desvios
 V ,[DRIVER| JOBVALIDATOR],com.zegoggles.smssync.service.AlarmManagerDriver,scheduleTime,12,3,4,1,Muitos Desvios
 V ,PERSISTENCE,com.zegoggles.smssync.mail.BackupImapStore,buildSearchQuery,6,3,7,3,Muitos Desvios
 V ,UNDEFINED,com.zegoggles.smssync.mail.HeaderGenerator,setMmsHeaders,7,1,2,2,Muitos Parametros
 V ,ACTIVITY,com.zegoggles.smssync.activity.donation.DonationActivity,onSkuDetailsResponse,19,5,5,2,Muitos Parametros
 V ,SERVICE,com.zegoggles.smssync.service.ServiceBase,onCreate,14,3,7,0,Alto Acoplamento Efferent
 V ,BROADCASTRECEIVER,com.zegoggles.smssync.receiver.BackupBroadcastReceiver,backupRequested,9,2,5,2,Muitos Parametros
 V ,UNDEFINED,com.zegoggles.smssync.mail.CallFormatter,format,8,3,3,3,Muitos Desvios
 V ,ASYNCTASK,com.zegoggles.smssync.service.RestoreTask,importSms,19,11,10,1,Metodo Longo
 V ,TEST,com.zegoggles.smssync.service.BackupJobsTest,verifyJobScheduled,20,3,5,3,Muitos Desvios
 V ,UNDEFINED,com.zegoggles.smssync.service.BackupItemsFetcher,getItemsForDataType,4,2,6,3,Alto Acoplamento Efferent
