RELATORIO COMPLETO SISTEMA
Numero Refatoracoes em Metodos e Nao Metodos:,3061
Numero Refatoracoes relacionadas a operacoes em Metodos:,735
Numero Refatoracoes relacionadas a rename em Metodos:,382
Numero Metodos Smell Commit Inicial:,1879
Numero Metodos NOT Smell Commit Inicial:,4510
