Tecnicas,Design Role,Classe,Método,LOC,CC,Efferent,NOP,Problema de Design
" D, V ",TEST,org.mitre.mpf.wfm.ITComponentLifecycle,getNodeManagerInfo,25,4,11,0,Alto Acoplamento Efferent
" A, R, D, V, X ",ASYNCTASK,org.mitre.mpf.nms.NodeManager,main,76,10,23,1,Alto Acoplamento Efferent
" A, R, D, V, X ",TEST,org.mitre.mpf.wfm.ITWebREST,test_NodeManager_saveNodeManagerConfigPOST,53,3,9,0,Metodo Longo
 V ,UNDEFINED,org.mitre.mpf.markup.MarkupMain,main,21,6,10,1,Muitos Desvios
" A, R, D, V, X ",CONTROLLER,org.mitre.mpf.mvc.controller.AdminStatisticsController,getAllJobsStatsInternal,30,5,14,0,Alto Acoplamento Efferent
 V ,SERVICE,org.mitre.mpf.wfm.service.component.CustomPipelineValidatorImpl,getDuplicates,4,1,4,3,Muitos Parametros
" A, R, D, V, X ",CONTROLLER,org.mitre.mpf.mvc.controller.AdminLogsController,updateLog,50,12,13,8,Metodo Longo
 X ,ENTITY,org.mitre.mpf.wfm.data.entities.persistent.JobRequest,setOutputObjectVersion,3,1,2,1,Muitos Parametros
 V ,CONTROLLER,org.mitre.mpf.mvc.controller.MediaController,createRemoteMediaDirectory,24,5,9,3,Muitos Desvios
" A, R, D, V, X ",CONTROLLER,org.mitre.mpf.mvc.controller.AdminComponentRegistrationController,uploadComponentRest,33,6,13,1,Alto Acoplamento Efferent
 V ,[STAGESPLITTER],org.mitre.mpf.wfm.camel.operations.markup.MarkupStageSplitter,createMap,11,3,9,4,Alto Acoplamento Efferent
 V ,TEST,org.mitre.mpf.videooverlay.TestBoundingBox,testEquals,29,1,2,0,Metodo Longo
" A, R, D, V, X ",TEST,org.mitre.mpf.wfm.camelOps.TestDetectionSplitter,createSimpleJobForTest,20,1,13,3,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,org.mitre.mpf.wfm.util.PropertiesUtil,init,28,4,13,0,Alto Acoplamento Efferent
 V ,CONTROLLER,org.mitre.mpf.mvc.controller.NodeController,getMasterNode,33,6,12,0,Muitos Desvios
 V ,TEST,org.mitre.mpf.mst.TestSystemOnDiff,runMogThenCaffeFeedForwardExactRegionTest,27,1,10,0,Metodo Longo
 V ,[MEDIASEGMENTER],org.mitre.mpf.wfm.segmenting.AudioMediaSegmenter,createFeedForwardMessages,13,3,10,2,Alto Acoplamento Efferent
" A, V, X ",[REDIS],org.mitre.mpf.wfm.data.RedisImpl,getTracks,31,2,0,4,Muitos Parametros
 V ,TEST,org.mitre.mpf.wfm.camel.TestJobStatusCalculator,testCalculateStatusErrors,8,1,9,0,Alto Acoplamento Efferent
" A, R, D, V, X ",TEST,org.mitre.mpf.wfm.camelOps.TestDetectionSplitter,testMediaSpecificPropertiesOverride,30,4,13,0,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,org.mitre.mpf.wfm.util.TextUtils,getTrackUuid,3,1,6,7,Muitos Parametros
" A, R, D, V, X ",SERVICE,org.mitre.mpf.wfm.service.MpfServiceImpl,createJob,4,2,10,7,Muitos Parametros
" D, V ",TEST,org.mitre.mpf.nms.TestNodeService,testIncrementAndDecrementExistingService,34,1,11,0,Alto Acoplamento Efferent
 V ,ASYNCTASK,org.mitre.mpf.nms.OutputShredder,run,30,7,8,0,Metodo Longo
" A, R, D, V, X ",TEST,org.mitre.mpf.wfm.TestWfmEndToEnd,runPipelineOnMediaAndCancelAfter,8,1,13,6,Alto Acoplamento Efferent
 V ,SERVICE,org.mitre.mpf.wfm.service.PipelineServiceImpl,validateTask,37,10,13,1,Metodo Longo
 V ,TEST,org.mitre.mpf.wfm.ITWebREST,test2CancelInProgressJob,27,4,11,0,Metodo Longo
 V ,NULL,org.mitre.mpf.wfm.util.ValidAlgoPropValue$Validator,isValid,16,5,3,2,Muitos Desvios
 V ,TEST,org.mitre.mpf.wfm.ITComponentLifecycle,getNodeManagerInfo,25,4,11,0,Metodo Longo
" V, X ",CONTROLLER,org.mitre.mpf.mvc.controller.LoginController,getLogin,38,8,11,7,Muitos Desvios
 V ,TEST,org.mitre.mpf.mvc.controller.TestPipelineController,setup,21,1,9,0,Alto Acoplamento Efferent
 X ,ENTITY,org.mitre.mpf.wfm.data.entities.persistent.StreamingJobRequest,setExternalId,3,1,2,1,Muitos Parametros
 V ,TREEMAP,org.mitre.mpf.videooverlay.BoundingBoxMap,animate,28,6,5,4,Metodo Longo
 V ,TEST,org.mitre.mpf.wfm.service.component.TestAddComponentService,testRegistrationWithCustomPipelineHappyPath,17,1,9,0,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,org.mitre.mpf.nms.MasterNode,loadConfigFile,113,24,18,2,Metodo Longo
" A, R, D, V, X ",TEST,org.mitre.mpf.wfm.TestWfmEndToEnd,testResubmission,26,1,14,0,Alto Acoplamento Efferent
" A, R, D, V, X ",TEST,org.mitre.mpf.wfm.TestWfmEndToEnd,runPipelineOnMediaAndCancelAfter,8,1,13,6,Muitos Parametros
 V ,UNDEFINED,org.mitre.mpf.wfm.pipeline.xml.ActionDefinitionRef,equals,17,7,6,1,Muitos Desvios
 V ,UNDEFINED,org.mitre.mpf.password.Main,main,26,5,9,1,Metodo Longo
 V ,CONTROLLER,org.mitre.mpf.mvc.controller.StreamingJobController,getStreamingJobStatusInternal,26,6,14,1,Muitos Desvios
 V ,UNDEFINED,org.mitre.mpf.mst.OutputChecker,compareJsonTrackOutputObjects,33,9,5,3,Muitos Desvios
" A, R, V, X ",SERVICE,org.mitre.mpf.wfm.service.ServerMediaServiceImpl,getFiles,45,11,14,4,Alto Acoplamento Efferent
 V ,TEST,org.mitre.mpf.mst.TestSystemOnDiff,runOcvFaceWithUseKeyFrames,20,1,10,0,Alto Acoplamento Efferent
" D, V ",TEST,org.mitre.mpf.wfm.segmenting.TestVideoMediaSegmenter,canCreateFeedForwardMessages,32,2,6,0,Metodo Longo
 V ,SERVICE,org.mitre.mpf.wfm.service.component.CustomPipelineValidatorImpl,getInvalidRefs,4,1,4,3,Muitos Parametros
" A, D, V, X ",[STAGESPLITTER],org.mitre.mpf.wfm.camel.operations.markup.MarkupStageSplitter,createMap,11,3,9,4,Muitos Parametros
" A, V, X ",RESTCLIENT,org.mitre.mpf.rest.client.CustomRestClient,customPostParams,6,1,7,4,Muitos Parametros
 V ,WFMPROCESSOR,org.mitre.mpf.wfm.camel.operations.detection.artifactextraction.ArtifactExtractionProcessorImpl,processVideoRequest,32,7,12,2,Muitos Desvios
 V ,VIEW,org.mitre.mpf.wfm.WfmStartup,onApplicationEvent,29,6,11,1,Metodo Longo
 V ,PERSISTENCE,org.mitre.mpf.wfm.businessrules.impl.StreamingJobRequestBoImpl,initialize,18,3,10,1,Alto Acoplamento Efferent
" A, V ",PERSISTENCE,org.mitre.mpf.wfm.businessrules.impl.StreamingJobRequestBoImpl,runInternal,27,4,12,3,Alto Acoplamento Efferent
" A, R, V, X ",SERVICE,org.mitre.mpf.wfm.service.component.StartupComponentRegistrationServiceImpl,registerComponents,29,5,13,2,Alto Acoplamento Efferent
" A, R, D, V, X ",CONTROLLER,org.mitre.mpf.mvc.controller.SystemMessageController,changeSystemMessageQueue,49,10,14,5,Metodo Longo
 V ,WFMPROCESSOR,org.mitre.mpf.wfm.camel.operations.detection.trackmerging.TrackMergingProcessor,isWithinGap,6,2,3,3,Muitos Parametros
 V ,UNDEFINED,org.mitre.mpf.component.executor.detection.MPFDetectionBuffer,createAudioResponseMessage,14,3,9,4,Alto Acoplamento Efferent
 V ,SERVICE,org.mitre.mpf.wfm.service.component.RemoveComponentServiceImpl,removePackage,16,3,9,1,Alto Acoplamento Efferent
" A, D, V ",TEST,org.mitre.mpf.wfm.ITWebREST,test3ResubmitCancelledJob,31,4,12,0,Alto Acoplamento Efferent
 V ,SERVICE,org.mitre.mpf.wfm.service.component.AddComponentServiceImpl,savePipelines,16,5,6,2,Muitos Desvios
" A, R, D, V, X ",CONTROLLER,org.mitre.mpf.nms.ChannelReceiver,viewAccepted,68,17,16,1,Alto Acoplamento Efferent
" A, R, D, V, X ",CONTROLLER,org.mitre.mpf.mvc.controller.AdminLogsController,updateLog,50,12,13,8,Muitos Desvios
 V ,TEST,org.mitre.mpf.wfm.camelOps.TestDetectionSplitter,testJobPropertiesOverride,30,4,13,0,Metodo Longo
 V ,TEST,org.mitre.mpf.wfm.camel.TestJobStatusCalculator,testCalculateStatusComplete,9,1,9,0,Alto Acoplamento Efferent
" A, V, X ",SERVICE,org.mitre.mpf.wfm.service.ServerMediaServiceImpl,getFiles,45,11,14,4,Muitos Parametros
 V ,TEST,org.mitre.mpf.wfm.camelOps.TestRemoteMediaProcessor,testSplitRequest,14,1,10,0,Alto Acoplamento Efferent
 V ,UNDEFINED,org.mitre.mpf.wfm.pipeline.xml.AlgorithmDefinition,isValid,29,8,4,0,Metodo Longo
 V ,WFMPROCESSOR,org.mitre.mpf.wfm.camel.JobCompleteProcessorImpl,destroy,14,5,8,1,Muitos Desvios
" A, R, D, V, X ",TEST,org.mitre.mpf.wfm.ITWebREST,test_NodeManager_shutdown_startService,82,11,12,0,Muitos Desvios
" A, R, D, V, X ",TEST,org.mitre.mpf.wfm.ITWebREST,test_Jobs_SerializedOutput,62,4,15,0,Alto Acoplamento Efferent
" A, R, V, X ",[FILTER],org.mitre.mpf.mvc.TimeoutFilter,doFilter,64,9,17,3,Alto Acoplamento Efferent
" A, V, X ",PERSISTENCE,org.mitre.mpf.wfm.businessrules.impl.StreamingJobRequestBoImpl,buildStreamingJob,15,2,8,4,Muitos Parametros
 X ,ENTITY,org.mitre.mpf.wfm.data.entities.persistent.SystemMessage,setDatePosted,3,1,2,1,Muitos Parametros
 V ,WFMPROCESSOR,org.mitre.mpf.wfm.camel.operations.markup.MarkupResponseProcessor,processResponse,20,5,9,3,Muitos Parametros
" A, V, X ",SERVICE,org.mitre.mpf.wfm.service.component.AddComponentServiceImpl,saveAction,11,2,8,4,Muitos Parametros
" A, V, X ",SERVICE,org.mitre.mpf.wfm.service.component.AddComponentServiceImpl,registerDeployedComponent,41,6,12,2,Alto Acoplamento Efferent
 V ,WFMPROCESSOR,org.mitre.mpf.wfm.camel.operations.mediaretrieval.RemoteMediaProcessor,wfmProcess,36,5,10,1,Muitos Desvios
 V ,UNDEFINED,org.mitre.mpf.component.executor.detection.MPFDetectionBuffer,translateProtobufDataType,14,5,2,1,Muitos Desvios
 V ,SERVICE,org.mitre.mpf.wfm.service.PipelineServiceImpl,isValidValueForType,28,8,10,2,Alto Acoplamento Efferent
 V ,TEST,org.mitre.mpf.wfm.TestWfmEndToEnd,(static_block),0,1,9,0,Alto Acoplamento Efferent
 V ,TREEMAP,org.mitre.mpf.videooverlay.BoundingBoxMap,putOnFrame,15,5,4,2,Muitos Desvios
 V ,TEST,org.mitre.mpf.framecounter.TestFrameCounter,countFrames,13,3,7,3,Muitos Parametros
 V ,PERSISTENCE,org.mitre.mpf.wfm.businessrules.impl.StreamingJobRequestBoImpl,createRequest,22,10,11,14,Metodo Longo
 X ,ENTITY,org.mitre.mpf.wfm.data.entities.persistent.JobRequest,setInputObject,3,1,2,1,Muitos Parametros
 X ,ENTITY,org.mitre.mpf.wfm.data.entities.persistent.MarkupResult,setJobId,3,1,2,1,Muitos Parametros
 V ,[MEDIASEGMENTER],org.mitre.mpf.wfm.segmenting.VideoMediaSegmenter,createFeedForwardVideoRequest,9,2,9,2,Alto Acoplamento Efferent
 V ,TEST,org.mitre.mpf.wfm.camelOps.TestTrackMergingProcessor,generateAndRunMerge,71,5,23,5,Muitos Desvios
 X ,ENTITY,org.mitre.mpf.wfm.data.entities.persistent.JobRequest,setStatus,3,1,2,1,Muitos Parametros
 V ,SERVICE,org.mitre.mpf.wfm.service.component.StartupComponentServiceStarterImpl,startServicesForComponents,25,7,10,1,Alto Acoplamento Efferent
 V ,TEST,org.mitre.mpf.wfm.ITWebREST,PostParams,29,5,11,4,Metodo Longo
 X ,ENTITY,org.mitre.mpf.wfm.data.entities.persistent.MarkupResult,setMessage,3,1,2,1,Muitos Parametros
 V ,WFMPROCESSOR,org.mitre.mpf.wfm.camel.operations.markup.MarkupResponseProcessor,processResponse,20,5,9,3,Alto Acoplamento Efferent
 V ,TEST,org.mitre.mpf.wfm.util.TestJsonUtils,runTestTransientStreamSerialization,22,1,8,0,Metodo Longo
" A, V, X ",WFMPROCESSOR,org.mitre.mpf.wfm.camel.operations.detection.DetectionResponseProcessor,processResponse,37,10,16,3,Muitos Desvios
" A, R, D, V, X ",ASYNCTASK,org.mitre.mpf.nms.NodeManager,main,76,10,23,1,Metodo Longo
" A, R, D, V, X ",MPFMESSENGERBASE,org.mitre.mpf.component.executor.detection.MPFDetectionMessenger,onMessage,84,12,26,1,Metodo Longo
 V ,TEST,org.mitre.mpf.wfm.camelOps.TestDetectionSplitter,createSimpleJobForTest,20,1,13,3,Muitos Parametros
 V ,SERVICE,org.mitre.mpf.wfm.service.component.AnsibleDeploymentService,runAnsibleUndeploy,31,8,10,1,Alto Acoplamento Efferent
 V ,UNDEFINED,org.mitre.mpf.frameextractor.FrameExtractor,executeNative,0,1,3,3,Muitos Parametros
 V ,UNDEFINED,org.mitre.mpf.wfm.pipeline.xml.TaskDefinitionRef,equals,17,7,6,1,Muitos Desvios
" A, R, D, V, X ",VIEW,org.mitre.mpf.wfm.WfmStartup,purgeQueues,18,4,13,0,Alto Acoplamento Efferent
 V ,[CLUSTERCHANGENOTIFIER],org.mitre.mpf.wfm.nodeManager.NodeManagerStatus,sendMessageToNodeManager,25,5,8,2,Muitos Desvios
" A, R, D, V, X ",UNDEFINED,org.mitre.mpf.component.executor.detection.MPFDetectionBuffer,translateMPFDetectionError,52,24,2,1,Metodo Longo
 V ,CONTROLLER,org.mitre.mpf.mvc.controller.MarkupController,getFile,27,5,10,2,Muitos Desvios
" D, V ",TEST,org.mitre.mpf.mst.TestSystemNightly,run,18,3,11,0,Alto Acoplamento Efferent
 V ,UNDEFINED,org.mitre.mpf.wfm.rest_client.RegisterComponent,main,32,1,0,1,Metodo Longo
 V ,SERVICE,org.mitre.mpf.wfm.service.component.AddComponentServiceImpl,savePipeline,11,2,7,3,Muitos Parametros
 V ,WFMPROCESSOR,org.mitre.mpf.wfm.camel.JobCompleteProcessorImpl,callback,14,6,8,1,Muitos Desvios
" A, R, D, V, X ",UNDEFINED,org.mitre.mpf.mvc.util.tailer.MpfLogTailer,readLines,60,14,11,1,Muitos Desvios
 V ,WFMPROCESSOR,org.mitre.mpf.wfm.camel.operations.detection.DetectionResponseProcessor,processAudioResponses,20,7,11,3,Muitos Desvios
 V ,[FILTER],org.mitre.mpf.mvc.TimeoutFilter,doFilter,64,9,17,3,Muitos Parametros
 V ,DEFAULTWFMAGGREGATOR,org.mitre.mpf.wfm.camel.BroadcastEnabledStringCountBasedWfmAggregator,onResponse,23,4,14,1,Metodo Longo
 V ,WFMPROCESSOR,org.mitre.mpf.wfm.camel.operations.detection.DetectionResponseProcessor,calculateConfidenceThreshold,20,5,13,3,Muitos Parametros
" A, R, D, V, X ",WFMPROCESSOR,org.mitre.mpf.wfm.camel.operations.detection.trackmerging.TrackMergingProcessor,createTrackMergingPlan,47,11,11,5,Muitos Parametros
 V ,UNDEFINED,org.mitre.mpf.component.executor.detection.MPFDetectionBuffer,getMessageMetadata,15,2,10,1,Alto Acoplamento Efferent
" A, V, X ",CONTROLLER,org.mitre.mpf.mvc.controller.AdminComponentRegistrationController,handleRegistrationErrorResponse,5,1,5,4,Muitos Parametros
" D, V, X ",SERVICE,org.mitre.mpf.wfm.service.ServerMediaServiceImpl,getFiles,45,11,14,4,Metodo Longo
 V ,TEST,org.mitre.mpf.wfm.ITWebREST,getStringFromInputStream,25,5,6,1,Muitos Desvios
 X ,ENTITY,org.mitre.mpf.wfm.data.entities.persistent.StreamingJobRequest,setHealthReportCallbackUri,3,1,2,1,Muitos Parametros
 V ,ASYNCTASK,org.mitre.mpf.nms.BaseServiceLauncher,run,6,16,11,0,Alto Acoplamento Efferent
 V ,UNDEFINED,org.mitre.mpf.mst.OutputChecker,compareJsonDetectionOutputObjects,26,6,6,4,Muitos Desvios
 X ,ENTITY,org.mitre.mpf.wfm.data.entities.persistent.MarkupResult,setMediaId,3,1,2,1,Muitos Parametros
 V ,[CLUSTERCHANGENOTIFIER],org.mitre.mpf.wfm.nodeManager.NodeManagerStatus,updateServiceDescriptors,10,5,3,0,Muitos Desvios
 X ,ENTITY,org.mitre.mpf.wfm.data.entities.persistent.MarkupResult,setMarkupUri,3,1,2,1,Muitos Parametros
" A, R, D, V, X ",CONTROLLER,org.mitre.mpf.mvc.controller.MarkupController,getMarkupResultsFiltered,59,20,23,6,Muitos Desvios
 X ,ENTITY,org.mitre.mpf.wfm.data.entities.persistent.JobRequest,setPriority,3,1,2,1,Muitos Parametros
" A, V ",PERSISTENCE,org.mitre.mpf.wfm.businessrules.impl.StreamingJobRequestBoImpl,cancel,45,11,12,2,Alto Acoplamento Efferent
 V ,ADAPTER,org.mitre.mpf.nms.ChildNodeStateManager,receive,59,13,10,1,Alto Acoplamento Efferent
 X ,ENTITY,org.mitre.mpf.wfm.data.entities.persistent.User,setUsername,3,1,2,1,Muitos Parametros
" A, R, D, V, X ",CONTROLLER,org.mitre.mpf.nms.ChannelReceiver,viewAccepted,68,17,16,1,Metodo Longo
 V ,[STAGESPLITTER],org.mitre.mpf.wfm.camel.operations.markup.MarkupStageSplitter,performSplit,29,7,18,2,Muitos Desvios
" A, R, D, V, X ",WFMSPLITTER,org.mitre.mpf.wfm.camel.operations.detection.artifactextraction.ArtifactExtractionSplitterImpl,wfmSplit,56,16,19,1,Muitos Desvios
 V ,SERVICE,org.mitre.mpf.markup.MarkupRequestConsumer,markupImage,19,3,9,1,Alto Acoplamento Efferent
 V ,WFMPROCESSOR,org.mitre.mpf.wfm.camel.operations.detection.trackmerging.TrackMergingProcessor,createTrackMergingPlan,47,11,11,5,Alto Acoplamento Efferent
 V ,SERVICE,org.mitre.mpf.wfm.service.MpfUserDetailsService,onApplicationEvent,16,2,9,1,Alto Acoplamento Efferent
" A, R, V, X ",WFMPROCESSOR,org.mitre.mpf.wfm.camel.operations.detection.DetectionResponseProcessor,calculateConfidenceThreshold,20,5,13,3,Alto Acoplamento Efferent
" A, R, D, V, X ",TEST,org.mitre.mpf.wfm.camelOps.TestArtifactExtractionProcessorAndSplitter,testArtifactExtractionProcessorError,28,2,13,0,Alto Acoplamento Efferent
 V ,SERVICE,org.mitre.mpf.wfm.service.component.RemoveComponentServiceImpl,removeComponent,29,7,11,3,Muitos Desvios
" A, R, D, V, X ",ENTITY,org.mitre.mpf.interop.JsonTrackOutputObject,factory,8,2,5,9,Muitos Parametros
 V ,UNDEFINED,org.mitre.mpf.wfm.pipeline.xml.ProvidesCollection,isValid,15,7,4,0,Muitos Desvios
" A, R, D, V, X ",[FILTER],org.mitre.mpf.mvc.TimeoutFilter,doFilter,64,9,17,3,Metodo Longo
" A, R, D, V, X ",UNDEFINED,org.mitre.mpf.mvc.model.DirectoryTreeNode,fillDirectoryTree,50,11,14,3,Muitos Desvios
 V ,CONTROLLER,org.mitre.mpf.mvc.controller.ServerMediaController,getAllDirectories,8,3,7,3,Muitos Parametros
" A, V, X ",UNDEFINED,org.mitre.mpf.nms.ChannelNode,connect,16,3,7,4,Muitos Parametros
 V ,WFMPROCESSOR,org.mitre.mpf.wfm.camel.operations.mediainspection.MediaInspectionProcessor,generateFFMPEGMetadata,15,1,11,1,Alto Acoplamento Efferent
 V ,LOGINURLAUTHENTICATIONENTRYPOINT,org.mitre.mpf.mvc.AjaxAwareLoginUrlAuthenticationEntryPoint,commence,8,2,3,3,Muitos Parametros
" D, V ",TEST,org.mitre.mpf.wfm.ITWebREST,test3ResubmitCancelledJob,31,4,12,0,Metodo Longo
 V ,[MEDIASEGMENTER],org.mitre.mpf.wfm.segmenting.AudioMediaSegmenter,createProtobufMessage,6,1,7,3,Muitos Parametros
 V ,WFMSPLITTER,org.mitre.mpf.wfm.camel.operations.mediainspection.MediaInspectionSplitter,wfmSplit,20,4,9,1,Alto Acoplamento Efferent
 V ,WFMPROCESSOR,org.mitre.mpf.wfm.camel.operations.mediainspection.MediaInspectionProcessor,inspectImage,42,10,5,2,Metodo Longo
 X ,ENTITY,org.mitre.mpf.wfm.data.entities.persistent.StreamingJobRequest,setPipeline,3,1,2,1,Muitos Parametros
 V ,WFMSPLITTER,org.mitre.mpf.wfm.camel.operations.mediaretrieval.RemoteMediaSplitter,wfmSplit,18,6,7,1,Muitos Desvios
 V ,[REDIS],org.mitre.mpf.wfm.data.RedisImpl,getJobStatus,24,5,6,1,Metodo Longo
 V ,UNDEFINED,org.mitre.mpf.test.TestUtil,almostEqual,3,1,3,3,Muitos Parametros
 V ,SERVICE,org.mitre.mpf.wfm.service.PipelineServiceImpl,addTask,21,6,10,1,Muitos Desvios
" D, V ",[REDIS],org.mitre.mpf.wfm.data.RedisImpl,getJob,31,6,12,2,Muitos Desvios
" A, V, X ",SERVICE,org.mitre.mpf.wfm.service.component.CustomPipelineValidatorImpl,isValidPipeline,12,4,9,4,Muitos Parametros
" A, V ",UNDEFINED,org.mitre.mpf.mst.TestSystem,runPipelineOnStream,6,1,12,8,Alto Acoplamento Efferent
" A, R, D, V, X ",TEST,org.mitre.mpf.wfm.ITWebREST,testJobWithCallback,62,3,13,0,Alto Acoplamento Efferent
" D, V, X ",CONTROLLER,org.mitre.mpf.mvc.controller.ServerMediaController,getAllFilesFiltered,20,9,15,7,Muitos Desvios
" A, R, V, X ",WFMPROCESSOR,org.mitre.mpf.wfm.camel.operations.detection.trackmerging.TrackMergingProcessor,wfmProcess,49,8,15,1,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,org.mitre.mpf.wfm.util.AggregateJobPropertiesUtil,calculateValue,12,5,3,5,Muitos Parametros
 V ,UNDEFINED,org.mitre.mpf.mvc.util.NIOUtils,getFileTreeNodeIconString,24,10,6,2,Metodo Longo
 V ,UNDEFINED,org.mitre.mpf.password.Main,main,26,5,9,1,Alto Acoplamento Efferent
 V ,SERVICE,org.mitre.mpf.wfm.service.component.AnsibleDeploymentService,runAnsibleUndeploy,31,8,10,1,Metodo Longo
 V ,CONTROLLER,org.mitre.mpf.nms.ChannelReceiver,updateState,4,1,5,3,Muitos Parametros
 V ,SIMPLEURLAUTHENTICATIONFAILUREHANDLER,org.mitre.mpf.mvc.AuthenticationFailureHandler,onAuthenticationFailure,5,2,4,3,Muitos Parametros
" A, V ",WFMPROCESSOR,org.mitre.mpf.wfm.camel.operations.mediainspection.MediaInspectionProcessor,wfmProcess,59,9,12,1,Alto Acoplamento Efferent
" A, R, V, X ",SERVICE,org.mitre.mpf.wfm.service.PipelineServiceImpl,validateTask,37,10,13,1,Alto Acoplamento Efferent
 V ,PERSISTENCE,org.mitre.mpf.wfm.businessrules.impl.StreamingJobRequestBoImpl,createRequest,22,10,11,14,Alto Acoplamento Efferent
 V ,TEST,org.mitre.mpf.wfm.ITWebREST,test_NodeManager_getNodeManagerConfig,33,5,6,0,Muitos Desvios
 V ,TEST,org.mitre.mpf.wfm.camelOps.TestDetectionSplitter,testMediaSpecificPropertiesOverride,30,4,13,0,Metodo Longo
 X ,ENTITY,org.mitre.mpf.wfm.data.entities.persistent.SystemMessage,setMsgType,8,4,2,1,Muitos Parametros
" A, R, V, X ",[STAGESPLITTER],org.mitre.mpf.wfm.camel.operations.detection.DetectionSplitter,performSplit,59,13,20,2,Muitos Desvios
" V, X ",CONTROLLER,org.mitre.mpf.mvc.controller.LoginController,getAuthenticationModel,23,8,12,1,Muitos Desvios
 V ,CONTROLLER,org.mitre.mpf.mvc.controller.NodeController,saveNodeManagerConfigRest,21,6,10,3,Alto Acoplamento Efferent
" A, R, D, V, X ",CONTROLLER,org.mitre.mpf.mvc.controller.PipelineController,addToPipelineControllerJson,35,8,14,2,Alto Acoplamento Efferent
 V ,CONTROLLER,org.mitre.mpf.mvc.controller.MediaController,createRemoteMediaDirectory,24,5,9,3,Muitos Parametros
 V ,UNDEFINED,org.mitre.mpf.wfm.util.TextUtils,nullSafeEqualsIgnoreCase,11,7,2,2,Muitos Desvios
 V ,ENTITY,org.mitre.mpf.interop.JsonDetectionProcessingError,compareTo,12,5,4,1,Muitos Desvios
 V ,SERVICE,org.mitre.mpf.wfm.service.component.CustomPipelineValidatorImpl,isValidPipeline,12,4,9,4,Alto Acoplamento Efferent
 V ,[JOBREQUESTBO],org.mitre.mpf.wfm.businessrules.impl.JobRequestBoImpl,resubmitInternal,32,6,0,3,Muitos Parametros
 V ,TEST,org.mitre.mpf.mst.TestSystemOnDiff,runMogThenCaffeFeedForwardExactRegionTest,27,1,10,0,Alto Acoplamento Efferent
 V ,TEST,org.mitre.mpf.wfm.service.component.TestComponentReRegisterService,nodeHasService,3,1,4,3,Muitos Parametros
" D, V ",TEST,org.mitre.mpf.wfm.service.component.TestDescriptorValidator,canValidateAlgoProvidesCollection,35,1,6,0,Metodo Longo
 V ,UNDEFINED,org.mitre.mpf.wfm.util.Tuple,equals,12,6,5,1,Muitos Desvios
 V ,SERVICE,org.mitre.mpf.wfm.service.MpfServiceImpl,createStreamingJob,4,1,10,14,Alto Acoplamento Efferent
 V ,CONTROLLER,org.mitre.mpf.mvc.controller.MediaController,createRemoteMediaDirectory,24,5,9,3,Alto Acoplamento Efferent
" A, R, D, V, X ",PERSISTENCE,org.mitre.mpf.wfm.businessrules.impl.StreamingJobRequestBoImpl,createRequest,22,10,11,14,Muitos Parametros
" A, V, X ",WFMPROCESSOR,org.mitre.mpf.wfm.camel.operations.detection.DetectionResponseProcessor,processVideoResponses,22,10,12,4,Muitos Desvios
 V ,[PROCESSOR],org.mitre.mpf.wfm.mock.MockDetectionComponent,process,20,5,7,1,Muitos Desvios
 V ,PERSISTENCE,org.mitre.mpf.wfm.businessrules.impl.StreamingJobRequestBoImpl,runInternal,27,4,12,3,Muitos Parametros
 V ,DEFAULTWFMAGGREGATOR,org.mitre.mpf.wfm.camel.CountBasedWfmAggregator,aggregate,25,4,4,2,Metodo Longo
" A, R, V, X ",DEFAULTWFMAGGREGATOR,org.mitre.mpf.wfm.camel.BroadcastEnabledStringCountBasedWfmAggregator,onResponse,23,4,14,1,Alto Acoplamento Efferent
" A, R, D, V, X ",CONTROLLER,org.mitre.mpf.mvc.controller.MediaController,saveMedia,83,15,22,4,Metodo Longo
 V ,[JOBREQUESTBO],org.mitre.mpf.wfm.businessrules.impl.JobRequestBoImpl,cancel,29,6,11,1,Metodo Longo
" A, R, D, V, X ",UNDEFINED,org.mitre.mpf.component.executor.detection.MPFDetectionBuffer,createVideoResponseMessage,21,4,16,4,Alto Acoplamento Efferent
 V ,TREEMAP,org.mitre.mpf.videooverlay.BoundingBoxMap,toBoundingBoxMapEntryList,15,5,7,0,Muitos Desvios
 V ,TEST,org.mitre.mpf.wfm.service.component.TestDescriptorValidator,testCanValidateAlgorithm,27,1,4,0,Metodo Longo
" A, R, D, V, X ",CONTROLLER,org.mitre.mpf.mvc.controller.StreamingJobController,createStreamingJobInternal,40,7,14,1,Alto Acoplamento Efferent
 V ,UNDEFINED,org.mitre.mpf.wfm.util.PropertiesUtil,createOutputObjectsFile,6,1,7,3,Muitos Parametros
" A, R, D, V, X ",TEST,org.mitre.mpf.mst.TestSystemOnDiff,runFeedForwardRegionTest,4,1,3,5,Muitos Parametros
 V ,SERVICE,org.mitre.mpf.nms.GenericServiceLauncher,started,2,1,2,3,Muitos Parametros
" A, V, X ",CONTROLLER,org.mitre.mpf.mvc.controller.PipelineController,createActionJson,22,3,12,2,Alto Acoplamento Efferent
