Tecnicas,Design Role,Classe,Método,LOC,CC,Efferent,NOP,Problema de Design
" A, R, D, V, X ",UNDEFINED,edu.stanford.bmir.protege.web.server.obo.TermCrossProductsManager,getCrossProduct,25,8,13,1,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,edu.stanford.bmir.protege.web.server.project.ProjectImporter,createProjectFromSources,21,2,12,2,Alto Acoplamento Efferent
" D, V ",COMPOSITE,edu.stanford.bmir.protege.web.client.primitive.PrimitiveDataEditorImpl,setCurrentData,36,9,11,2,Alto Acoplamento Efferent
 V ,UNDEFINED,edu.stanford.bmir.protege.web.client.library.msgbox.MessageBox,showMessage,3,1,2,3,Muitos Parametros
 V ,[EVENTTRANSLATOR],edu.stanford.bmir.protege.web.server.events.EntityTagsChangedEventComputer,translateOntologyChanges,12,2,8,3,Muitos Parametros
 V ,TEST,edu.stanford.bmir.protege.web.shared.issues.mention.MentionParser_TestCase,mentionedIssue,3,1,2,3,Muitos Parametros
 V ,[BIDIRECTIONALSHORTFORMPROVIDER],edu.stanford.bmir.protege.web.server.shortform.WebProtegeBidirectionalShortFormProvider,setupBuiltinObjectRenderings,21,5,8,1,Muitos Desvios
 V ,UNDEFINED,edu.stanford.bmir.protege.web.server.shortform.ShortFormCache,getShortFormsContaining,28,5,15,3,Muitos Parametros
" A, R, D, V, X ",ACTION,edu.stanford.bmir.protege.web.server.issues.CreateEntityDiscussionThreadHandler,execute,20,1,24,2,Alto Acoplamento Efferent
" A, R, V, X ",[EVENTTRANSLATOR],edu.stanford.bmir.protege.web.server.events.HighLevelEventGenerator,visit,3,7,15,1,Alto Acoplamento Efferent
 V ,TEST,edu.stanford.bmir.protege.web.server.issues.EntityDiscussionThreadRepository_IT,shouldAddComment,8,1,9,0,Alto Acoplamento Efferent
 V ,UNDEFINED,edu.stanford.bmir.protege.web.client.library.msgbox.MessageBox,createMessageBox,7,1,4,3,Muitos Parametros
" D, V ",[COMPARATOR],edu.stanford.bmir.protege.web.server.change.ChangeRecordComparator,compare,40,8,10,2,Alto Acoplamento Efferent
" D, V ",COMPOSITE,edu.stanford.bmir.protege.web.client.frame.DataPropertyFrameEditor,getValue,19,6,10,0,Alto Acoplamento Efferent
" A, R, D, V, X ",SIMPLEPANEL,edu.stanford.bmir.protege.web.client.frame.ClassFrameEditor,setValue,12,1,12,1,Alto Acoplamento Efferent
" D, V ",TEST,edu.stanford.bmir.protege.web.server.mail.SendMailImplTestCase,setUp,12,1,10,0,Alto Acoplamento Efferent
" D, V ",ENTITY,edu.stanford.bmir.protege.web.shared.tag.Tag,get,11,2,9,7,Alto Acoplamento Efferent
" A, R, V, X ",[HASAPPLYCHANGES],edu.stanford.bmir.protege.web.server.project.ChangeManager,throwCreatePermissionDeniedIfNecessary,24,11,7,2,Muitos Desvios
 D ,ASYNCTASK,edu.stanford.bmir.protege.web.server.issues.GetEntityDiscussionThreadsHandler,execute,5,1,8,2,Alto Acoplamento Efferent
" A, R, V, X ",[CONVERTER],edu.stanford.bmir.protege.web.server.persistence.IssueEventReadConverter,convert,56,15,24,1,Metodo Longo
" A, R, D, V, X ",[HASDISPOSE],edu.stanford.bmir.protege.web.client.topbar.TopBarPresenter,start,14,1,12,3,Alto Acoplamento Efferent
" A, R, V ",[VALUEEDITOR],edu.stanford.bmir.protege.web.client.frame.PropertyValueDescriptorEditorPresenter,inferPropertyTypeFromFiller,48,2,0,0,Metodo Longo
 V ,COMPOSITE,edu.stanford.bmir.protege.web.client.editor.ValueListFlexEditorImpl,updateEnabled,10,5,3,0,Muitos Desvios
 V ,[STRUCTUREDCHANGEDESCRIPTION],edu.stanford.bmir.protege.web.server.change.description.RemovedRelationship,get,3,1,4,3,Muitos Parametros
 V ,UNDEFINED,edu.stanford.bmir.protege.web.client.dispatch.DispatchServiceManager,execute,21,1,0,3,Muitos Parametros
 D ,ENTITY,edu.stanford.bmir.protege.web.shared.change.ProjectChange,get,3,1,8,6,Alto Acoplamento Efferent
 V ,ABSTRACTSECTIONRENDERER,edu.stanford.bmir.protege.web.server.mansyntax.render.DataPropertySubPropertyOfSectionRenderer,getRenderablesForItem,3,1,5,3,Muitos Parametros
" A, R, D, V, X ",UNDEFINED,edu.stanford.bmir.protege.web.client.library.msgbox.InputBox,showModal,18,2,7,5,Muitos Parametros
 V ,UNDEFINED,edu.stanford.bmir.protege.web.shared.DataFactory,getOWLEntityData,23,1,0,3,Metodo Longo
 V ,UNDEFINED,edu.stanford.bmir.protege.web.server.mansyntax.OntologyAxiomPairChangeGenerator,generateChanges,14,5,6,2,Muitos Desvios
" A, R, D, V, X ",COMPOSITE,edu.stanford.bmir.protege.web.client.csv.CSVImportViewImpl,setCSVGrid,57,10,14,1,Alto Acoplamento Efferent
 X ,ENTITY,edu.stanford.bmir.protege.web.server.user.UserActivityRecord,equals,10,3,3,1,Metodo Longo
 V ,UNDEFINED,edu.stanford.bmir.protege.web.shared.search.EntityNameMatcher,indexOfIgnoreCase,3,1,2,3,Muitos Parametros
 V ,ACTION,edu.stanford.bmir.protege.web.server.frame.GetAnnotationPropertyFrameActionHandler,execute,7,1,9,2,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,edu.stanford.bmir.protege.web.server.inject.project.ProjectModule,providesChangeMatchers,4,1,16,13,Alto Acoplamento Efferent
 V ,UNDEFINED,edu.stanford.bmir.protege.web.client.watches.WatchPresenter,handleApplyChanges,7,1,10,1,Alto Acoplamento Efferent
" A, R, V, X ",[CHANGEMATCHER],edu.stanford.bmir.protege.web.server.change.matcher.EditedAnnotationAssertionChangeMatcher,getDescription,56,12,16,1,Metodo Longo
 V ,UNDEFINED,edu.stanford.bmir.protege.web.client.merge.MergeUploadedProjectWorkflow,performMerge,14,1,0,3,Muitos Parametros
" A, R, V, X ",HTTPSERVLET,edu.stanford.bmir.protege.web.server.upload.FileUploadServlet,doPost,59,11,23,2,Alto Acoplamento Efferent
 V ,COMPOSITE,edu.stanford.bmir.protege.web.client.usage.UsageViewImpl,compare,26,5,6,2,Metodo Longo
 V ,STDSERIALIZER,edu.stanford.bmir.protege.web.server.jackson.EntityTypeSerializer,serialize,3,1,3,3,Muitos Parametros
" A, R, D, V, X ",ACTION,edu.stanford.bmir.protege.web.server.project.CreateNewProjectActionHandler,execute,23,6,14,2,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,edu.stanford.bmir.protege.web.server.search.EntitySearcher,toSearchResult,39,9,15,6,Muitos Parametros
 V ,ENTITY,edu.stanford.bmir.protege.web.shared.user.UserDetails,getUserDetails,3,1,4,3,Muitos Parametros
 V ,UNDEFINED,edu.stanford.bmir.protege.web.client.graphlib.Graph2Svg,createEdgeGroup,22,2,8,1,Metodo Longo
 V ,UNDEFINED,edu.stanford.bmir.protege.web.server.tag.TagsManager,updateTags,19,2,12,3,Muitos Parametros
" A, R, D, V, X ",ABSTRACTSECTIONRENDERER,edu.stanford.bmir.protege.web.server.mansyntax.render.AbstractOWLAxiomItemSectionRenderer,getItemsInOntology,3,1,5,4,Muitos Parametros
" A, R, D, V, X ",ACTION,edu.stanford.bmir.protege.web.server.entity.MergeEntitiesActionHandler,createActionResult,3,1,5,4,Muitos Parametros
 V ,[APIKEYCHECKER],edu.stanford.bmir.protege.web.server.api.ApiKeyManager,generateApiKeyForUser,10,1,10,2,Alto Acoplamento Efferent
 V ,TYPECONVERTER,edu.stanford.bmir.protege.web.server.persistence.TypeSafeConverter,decode,3,1,3,3,Muitos Parametros
 V ,UNDEFINED,edu.stanford.bmir.protege.web.server.watches.IndirectlyWatchedEntitiesFinder,getRelatedWatchedEntities,30,1,0,1,Metodo Longo
" A, R, D, V, X ",[IRISHORTFORMPROVIDER],edu.stanford.bmir.protege.web.server.shortform.WebProtegeIRIShortFormProvider,getShortForm,57,15,14,1,Alto Acoplamento Efferent
 V ,TEST,edu.stanford.bmir.protege.web.server.crud.supplied.SuppliedNameSuffixEntityCrudKitHandlerTestCase,setUp,12,1,9,0,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,edu.stanford.bmir.protege.web.server.shortform.ShortFormCache,getShortFormsContaining,28,5,15,3,Alto Acoplamento Efferent
 V ,[CLIENTOBJECTDECODER],edu.stanford.bmir.protege.web.client.app.UserInSessionDecoder,decode,33,7,12,1,Muitos Desvios
 V ,SUGGESTORACLE,edu.stanford.bmir.protege.web.client.lang.LangSuggestOracle,requestSuggestions,23,7,11,2,Muitos Desvios
 V ,[COMPARATOR],edu.stanford.bmir.protege.web.server.mansyntax.render.AnnotationPropertyComparatorImpl,compare,24,8,6,2,Metodo Longo
 V ,[JSONDESERIALIZER],edu.stanford.bmir.protege.web.server.form.FormDescriptorDeserializer,deserialize,14,3,11,3,Alto Acoplamento Efferent
" R, V ",[LITERALRENDERER],edu.stanford.bmir.protege.web.server.owlapi.StringFormatterLiteralRendererImpl,getLiteralRendering,31,8,5,1,Muitos Desvios
" A, R, D, V, X ",ACTION,edu.stanford.bmir.protege.web.shared.tag.AddProjectTagAction,addProjectTag,3,1,4,5,Muitos Parametros
" R, V ",[COMPARATOR],edu.stanford.bmir.protege.web.server.change.ChangeRecordComparator,compare,40,8,10,2,Metodo Longo
" A, R, V, X ",[CONVERTER],edu.stanford.bmir.protege.web.server.persistence.IssueEventReadConverter,convert,56,15,24,1,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,edu.stanford.bmir.protege.web.server.issues.CommentNotificationEmailGenerator,generateEmailBody,13,2,12,4,Alto Acoplamento Efferent
 V ,[JSONDESERIALIZER],edu.stanford.bmir.protege.web.server.form.FormDescriptorDeserializer,deserialize,14,3,11,3,Muitos Parametros
" A, R, D, V, X ",[INDIVIDUALSINDEX],edu.stanford.bmir.protege.web.server.individuals.IndividualsIndexImpl,getIndividuals,6,1,10,4,Muitos Parametros
" A, R, V, X ",[CHANGELISTGENERATOR],edu.stanford.bmir.protege.web.server.bulkop.MoveClassesChangeListGenerator,processAxiom,12,3,6,4,Muitos Parametros
" A, R, D, V, X ",UNDEFINED,edu.stanford.bmir.protege.web.server.tag.TagsManager,updateTags,19,2,12,3,Alto Acoplamento Efferent
 V ,[DATECRITERIA],edu.stanford.bmir.protege.web.shared.match.criteria.DateIsAfterCriteria,get,4,1,4,3,Muitos Parametros
 V ,COMPOSITE,edu.stanford.bmir.protege.web.client.portlet.PortletUiImpl,addAction,32,3,7,1,Metodo Longo
" A, R, D, V, X ",UNDEFINED,edu.stanford.bmir.protege.web.server.obo.AnnotationToXRefConverter,toXRef,50,1,0,2,Metodo Longo
 V ,UNDEFINED,edu.stanford.bmir.protege.web.server.api.ActionExecutor,execute,17,3,11,2,Alto Acoplamento Efferent
 V ,TEST,edu.stanford.bmir.protege.web.shared.issues.mention.MentionParser_TestCase,mentionedUserId,3,1,3,3,Muitos Parametros
" A, R, D, V, X ",UNDEFINED,edu.stanford.bmir.protege.web.server.search.EntitySearcher,toSearchResult,39,9,15,6,Alto Acoplamento Efferent
 V ,ENTITY,edu.stanford.bmir.protege.web.shared.viz.EntityGraph,getIsAClusters,10,3,3,3,Muitos Parametros
 V ,UNDEFINED,edu.stanford.bmir.protege.web.client.events.EventPollingManager,dispatchEvents,23,7,5,1,Metodo Longo
 X ,ENTITY,edu.stanford.bmir.protege.web.shared.collection.CollectionDetails,equals,10,3,3,1,Muitos Desvios
" D, V ",ENTITY,edu.stanford.bmir.protege.web.shared.revision.RevisionSummary,compareTo,23,6,2,1,Metodo Longo
 V ,COMPOSITE,edu.stanford.bmir.protege.web.client.frame.PropertyValueDescriptorEditorImpl,getValue,20,6,7,0,Muitos Desvios
" A, R, V, X ",TYPECONVERTER,edu.stanford.bmir.protege.web.server.form.FormDataValueConverter,encodeObject,49,11,13,2,Alto Acoplamento Efferent
 V ,COMPOSITE,edu.stanford.bmir.protege.web.client.perspective.PerspectiveSwitcherViewImpl,ensureHighlightedPerspectiveLinkIsSelected,13,5,3,0,Muitos Desvios
" A, R, D, V, X ",[OWLOBJECTRENDERER],edu.stanford.bmir.protege.web.server.mansyntax.render.ManchesterSyntaxObjectRenderer,renderCollection,47,16,7,4,Muitos Desvios
 V ,[OWLOBJECTRENDERER],edu.stanford.bmir.protege.web.server.mansyntax.render.ManchesterSyntaxObjectRenderer,renderKeyword,18,5,3,1,Muitos Desvios
 V ,UNDEFINED,edu.stanford.bmir.protege.web.shared.DataFactory,getFreshEntityLangTag,19,5,6,1,Muitos Desvios
" A, R, D, V, X ",ENTITY,edu.stanford.bmir.protege.web.server.crud.obo.OBOIdSuffixEntityCrudKitHandler,create,21,2,15,6,Muitos Parametros
 V ,SERVICE,edu.stanford.bmir.protege.web.server.dispatch.impl.DispatchServiceExecutorImpl,execute,9,2,5,3,Muitos Parametros
" A, R, D, V, X ",ACTION,edu.stanford.bmir.protege.web.server.change.RevertRevisionActionHandler,createActionResult,3,1,5,4,Muitos Parametros
 V ,UNDEFINED,edu.stanford.bmir.protege.web.shared.issues.mention.MentionParser,parseEntityMention,28,7,10,1,Muitos Desvios
 V ,[WEBPROTEGELOGGER],edu.stanford.bmir.protege.web.server.logging.DefaultLogger,formatMessage,44,6,10,3,Muitos Desvios
 V ,UNDEFINED,edu.stanford.bmir.protege.web.client.merge.MergeUploadedProjectWorkflow,confirmMerge,17,2,0,3,Muitos Parametros
" D, V ",ENTITY,edu.stanford.bmir.protege.web.server.persistence.OWLEntityReadConverter,convert,28,9,9,1,Metodo Longo
 V ,COMPOSITE,edu.stanford.bmir.protege.web.client.list.ListBox,getSelection,22,5,6,0,Muitos Desvios
 V ,ENTITY,edu.stanford.bmir.protege.web.client.hierarchy.EntityHierarchyDropHandler,isDropPossible,9,3,4,3,Muitos Parametros
" A, R, D, V, X ",UNDEFINED,edu.stanford.bmir.protege.web.server.issues.CommentNotificationEmailGenerator,generateEmailBody,13,2,12,4,Muitos Parametros
 V ,ABSTRACTCELL,edu.stanford.bmir.protege.web.client.issues.CommentedEntityDataRenderer,onRemovePersonClicked,3,1,4,3,Muitos Parametros
 D ,VIEW,edu.stanford.bmir.protege.web.shared.place.ProjectViewPlaceTokenizer,getToken,18,3,8,1,Alto Acoplamento Efferent
 V ,[REVISIONMANAGER],edu.stanford.bmir.protege.web.server.revision.RevisionManagerImpl,getOntologyManagerForRevision,26,7,10,1,Metodo Longo
 V ,[EVENTTRANSLATOR],edu.stanford.bmir.protege.web.server.events.BrowserTextChangedEventComputer,translateOntologyChanges,11,3,10,3,Alto Acoplamento Efferent
 V ,UNDEFINED,edu.stanford.bmir.protege.web.server.obo.TermCrossProductsManager,getCrossProductEquivalentClassesAxiom,35,13,11,1,Alto Acoplamento Efferent
 V ,[CHANGELISTGENERATOR],edu.stanford.bmir.protege.web.server.hierarchy.MoveEntityChangeListGenerator,isDataPropertyHierarchyMove,3,1,3,3,Muitos Parametros
 V ,ENTITY,edu.stanford.bmir.protege.web.shared.entity.OWLDatatypeData,get,3,1,5,3,Muitos Parametros
" A, R, D, V, X ",UNDEFINED,edu.stanford.bmir.protege.web.client.viz.GraphSvgDownloader,download,49,7,15,4,Metodo Longo
 V ,[CHANGEMATCHER],edu.stanford.bmir.protege.web.server.change.matcher.MergeEntitiesMatcher,getDescription,24,4,12,1,Metodo Longo
" A, R, D, V, X ",ENTITY,edu.stanford.bmir.protege.web.server.crud.uuid.UUIDEntityCrudKitHandler,getIRI,4,1,5,4,Muitos Parametros
 V ,[OWLOBJECTSELECTOR],edu.stanford.bmir.protege.web.shared.object.OWLEntitySelector,selectOne,25,7,8,1,Metodo Longo
 V ,UNDEFINED,edu.stanford.bmir.protege.web.client.hierarchy.EntityHierarchyContextMenuPresenter,createContextMenu,31,1,9,0,Alto Acoplamento Efferent
 V ,STDSERIALIZER,edu.stanford.bmir.protege.web.server.jackson.OWLEntitySerializer,serialize,8,1,3,3,Muitos Parametros
 V ,COMPOSITE,edu.stanford.bmir.protege.web.client.crud.obo.UserIdRangeEditorImpl,getValue,17,5,6,0,Muitos Desvios
 V ,UNDEFINED,edu.stanford.bmir.protege.web.server.obo.TermCrossProductsManager,getCrossProduct,25,8,13,1,Metodo Longo
" A, R, D, V, X ",UNDEFINED,edu.stanford.bmir.protege.web.client.chgpwd.ChangePasswordPresenter,handleAuthenticationResponse,8,2,13,1,Alto Acoplamento Efferent
" R, V ",COMPOSITE,edu.stanford.bmir.protege.web.client.primitive.PrimitiveDataEditorImpl,setCurrentData,36,9,11,2,Metodo Longo
" A, R, V, X ",STDDESERIALIZER,edu.stanford.bmir.protege.web.server.form.FormDataValueDeserializer,deserialize,44,14,9,2,Muitos Desvios
 V ,TEST,edu.stanford.bmir.protege.web.server.chgpwd.PasswordResetMailer_IT,setUp,12,1,9,0,Alto Acoplamento Efferent
 X ,ENTITY,edu.stanford.bmir.protege.web.server.access.RoleAssignment,equals,10,3,4,1,Muitos Desvios
" A, R, D, V, X ",UNDEFINED,edu.stanford.bmir.protege.web.server.form.PropertyValueFormDataTranslator,toFormData,24,4,13,2,Alto Acoplamento Efferent
 V ,UNDEFINED,edu.stanford.bmir.protege.web.client.projectlist.AvailableProjectPresenter,addTrashAction,22,2,0,0,Metodo Longo
 V ,ABSTRACTSECTIONRENDERER,edu.stanford.bmir.protege.web.server.mansyntax.render.ObjectPropertyInverseOfSectionRenderer,getRenderablesForItem,3,1,5,3,Muitos Parametros
 V ,ABSTRACTAXIOMMATCHER,edu.stanford.bmir.protege.web.server.change.matcher.SubClassOfAxiomMatcher,getDescriptionForAddAxiomChange,22,6,11,2,Metodo Longo
 V ,[INDIVIDUALSINDEX],edu.stanford.bmir.protege.web.server.individuals.IndividualsIndexImpl,getIndividuals,6,1,10,4,Alto Acoplamento Efferent
" R, V ",[HASAPPLYCHANGES],edu.stanford.bmir.protege.web.server.project.ChangeManager,applyChanges,77,8,18,2,Muitos Desvios
 V ,PROPERTYVALUE,edu.stanford.bmir.protege.web.shared.frame.PropertyLiteralValue,get,3,1,5,3,Muitos Parametros
" R, D, V ",COMPOSITE,edu.stanford.bmir.protege.web.client.primitive.PrimitiveDataEditorImpl,handleAnchorClick,44,2,0,0,Metodo Longo
 V ,[EVENTTRANSLATOR],edu.stanford.bmir.protege.web.server.events.BrowserTextChangedEventComputer,translateOntologyChanges,11,3,10,3,Muitos Parametros
 V ,ABSTRACTAXIOMMATCHER,edu.stanford.bmir.protege.web.server.change.matcher.ClassAssertionAxiomMatcher,getDescriptionForRemoveAxiomChange,11,3,9,1,Alto Acoplamento Efferent
" A, R, V, X ",HTTPSERVLET,edu.stanford.bmir.protege.web.server.upload.FileUploadServlet,doPost,59,11,23,2,Metodo Longo
 V ,[CHANGELISTGENERATOR],edu.stanford.bmir.protege.web.server.hierarchy.MoveEntityChangeListGenerator,generateChanges,26,6,7,1,Metodo Longo
 V ,HTTPSERVLET,edu.stanford.bmir.protege.web.server.download.ProjectDownloadServlet,startProjectDownload,6,1,7,3,Muitos Parametros
" D, V ",[HASDISPOSE],edu.stanford.bmir.protege.web.client.perspective.PerspectivePresenter,installPerspective,16,1,11,3,Alto Acoplamento Efferent
 V ,ACTION,edu.stanford.bmir.protege.web.server.merge.ComputeProjectMergeActionHandler,getManchesterSyntaxObjectRenderer,17,1,0,3,Muitos Parametros
" A, R, D, V, X ",ABSTRACTWEBPROTEGEPORTLETPRESENTER,edu.stanford.bmir.protege.web.client.hierarchy.PropertyHierarchyPortletPresenter,startTree,18,1,13,5,Alto Acoplamento Efferent
" A, R, V, X ",[CHANGEMATCHER],edu.stanford.bmir.protege.web.server.change.matcher.EditedAnnotationAssertionChangeMatcher,getDescription,56,12,16,1,Alto Acoplamento Efferent
 V ,UNDEFINED,edu.stanford.bmir.protege.web.client.portlet.PortletChooserPresenter,show,24,1,0,1,Metodo Longo
 V ,ENTITY,edu.stanford.bmir.protege.web.server.crud.obo.OBOIdSuffixEntityCrudKitHandler,getLabellingLiteral,5,1,6,3,Muitos Parametros
" D, V ",ABSTRACTHIERARCHYPROVIDER,edu.stanford.bmir.protege.web.server.hierarchy.AbstractOWLPropertyHierarchyProvider,handleChanges,25,6,4,1,Metodo Longo
 V ,[FRAMETRANSLATOR],edu.stanford.bmir.protege.web.server.frame.AnnotationPropertyFrameTranslator,getFrame,19,6,11,1,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,edu.stanford.bmir.protege.web.server.match.MatcherFactory,getAnnotationValueMatcher,96,1,0,1,Metodo Longo
 V ,ACTION,edu.stanford.bmir.protege.web.server.project.CreateNewProjectActionHandler,execute,23,6,14,2,Metodo Longo
 V ,UNDEFINED,edu.stanford.bmir.protege.web.server.project.RootOntologyLoader,loadRootOntology,17,2,11,0,Alto Acoplamento Efferent
