Tecnicas,Design Role,Classe,Método,LOC,CC,Efferent,NOP,Problema de Design
" V, X ",ENTITY,de.tudarmstadt.ukp.clarin.webanno.model.SourceDocument,equals,24,8,4,1,Metodo Longo
 V ,UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.util.BratCuratorUtility,getCorrectionState,25,8,5,4,Metodo Longo
 V ,PANEL,de.tudarmstadt.ukp.clarin.webanno.webapp.page.project.AnnotationGuideLinePanel,onSubmit,23,5,15,0,Metodo Longo
 V ,UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.controller.BratAjaxCasUtil,getNextDisplayWindowSentenceBeginAddress,19,6,3,3,Muitos Desvios
" D, V, X ",ENTITY,de.tudarmstadt.ukp.clarin.webanno.model.TagSet,equals,29,10,5,1,Metodo Longo
" A, R, D, V, X ",UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.curation.component.model.CurationBuilder,updateSegment,16,2,10,7,Muitos Parametros
" R, V ",JCASRESOURCECOLLECTIONREADER_IMPLBASE,de.tudarmstadt.ukp.clarin.webanno.tsv.WebannoTsvReader,createNamedEntity,46,12,6,4,Metodo Longo
" D, V ",TEST,de.tudarmstadt.ukp.clarin.webanno.brat.dao.DaoUtilsTest,testZipFolder,36,7,18,0,Muitos Desvios
 V ,PANEL,de.tudarmstadt.ukp.clarin.webanno.brat.annotation.BratAnnotator,getSelectedText,8,2,7,3,Muitos Parametros
" A, R, D, V, X ",PANEL,de.tudarmstadt.ukp.clarin.webanno.webapp.page.project.ProjectTagSetsPanel,load,80,15,0,0,Muitos Desvios
 V ,PERSISTENCE,de.tudarmstadt.ukp.clarin.webanno.webapp.dao.RepositoryServiceDbData,getJCasFromFile,16,4,11,2,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.controller.BratAjaxCasController,createArcAnnotation,10,3,8,7,Muitos Parametros
" A, R, D, V, X ",UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.controller.BratAjaxCasController,addBratResponses,9,4,8,5,Muitos Parametros
" D, V, X ",ENTITY,de.tudarmstadt.ukp.clarin.webanno.model.Project,equals,21,7,4,1,Muitos Desvios
 V ,[USERTYPE],de.tudarmstadt.ukp.clarin.webanno.model.PersistentEnumUserType,replace,3,1,1,3,Muitos Parametros
 V ,VIEW,de.tudarmstadt.ukp.clarin.webanno.webapp.page.monitoring.MonitoringPage,getPercentageOfFinishedDocumentsPerUser,24,7,9,1,Metodo Longo
" A, R, D, V, X ",PANEL,de.tudarmstadt.ukp.clarin.webanno.webapp.page.project.ProjectTagSetsPanel,onSubmit,21,4,18,0,Alto Acoplamento Efferent
" A, D, V, X ",PANEL,de.tudarmstadt.ukp.clarin.webanno.brat.annotation.BratAnnotator,openSpanAnnotationDialog,43,1,0,4,Muitos Parametros
 V ,PANEL,de.tudarmstadt.ukp.clarin.webanno.webapp.page.project.ProjectUsersPanel,onSelectionChanged,15,3,9,1,Alto Acoplamento Efferent
 V ,UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.util.BratCuratorUtility,populateCurationSentences,44,11,21,6,Metodo Longo
 V ,ADAPTER,de.tudarmstadt.ukp.clarin.webanno.brat.controller.SpanAdapter,updateCas,23,7,8,4,Muitos Desvios
" A, R, D, V, X ",PERSISTENCE,de.tudarmstadt.ukp.clarin.webanno.webapp.dao.RepositoryServiceDbData,createAnnotationContent,77,6,0,4,Metodo Longo
 V ,UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.controller.BratAjaxCasUtil,getSentenceAddress,19,5,3,2,Muitos Desvios
" A, R, D, V, X ",UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.webapp.statistics.TwoPairedKappa,updateUserAnnotations,27,6,13,6,Alto Acoplamento Efferent
 X ,ENTITY,de.tudarmstadt.ukp.clarin.webanno.model.Project,setName,3,1,1,1,Muitos Parametros
" A, V, X ",ADAPTER,de.tudarmstadt.ukp.clarin.webanno.brat.controller.ArcAdapter,deleteBySpan,21,5,8,4,Muitos Parametros
" A, V ",ADAPTER,de.tudarmstadt.ukp.clarin.webanno.brat.controller.ArcAdapter,render,17,2,12,3,Alto Acoplamento Efferent
 X ,ENTITY,de.tudarmstadt.ukp.clarin.webanno.model.Project,equals,21,7,4,1,Metodo Longo
 V ,UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.webapp.statistics.TwoPairedKappa,getStudy,24,7,9,7,Alto Acoplamento Efferent
 X ,ENTITY,de.tudarmstadt.ukp.clarin.webanno.model.Tag,setTagSet,3,1,1,1,Muitos Parametros
 V ,VIEW,de.tudarmstadt.ukp.clarin.webanno.webapp.page.crowdsource.CrowdSourcePage,populateItem,30,2,0,3,Metodo Longo
" A, R, V, X ",JCASRESOURCECOLLECTIONREADER_IMPLBASE,de.tudarmstadt.ukp.clarin.webanno.tsv.WebannoTsvReader,createNamedEntity,46,12,6,4,Muitos Desvios
 V ,VIEW,de.tudarmstadt.ukp.clarin.webanno.webapp.page.crowdsource.CrowdSourcePage,addJCas,30,5,10,3,Muitos Parametros
 V ,UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.project.ProjectUtil,isProjectAdmin,26,7,12,3,Metodo Longo
" A, R, D, V, X ",PANEL,de.tudarmstadt.ukp.clarin.webanno.webapp.page.project.ProjectExportPanel,onSubmit,52,9,20,0,Alto Acoplamento Efferent
 V ,PANEL,de.tudarmstadt.ukp.clarin.webanno.webapp.page.project.ProjectExportPanel,exportProjectSettings,63,8,30,3,Muitos Parametros
 V ,PANEL,de.tudarmstadt.ukp.clarin.webanno.webapp.page.project.ProjectExportPanel,exportCuratedDocuments,33,9,8,2,Metodo Longo
 X ,ENTITY,de.tudarmstadt.ukp.clarin.webanno.model.TagSet,setProject,3,1,1,1,Muitos Parametros
 V ,PERSISTENCE,de.tudarmstadt.ukp.clarin.webanno.webapp.dao.RepositoryServiceDbData,createJCas,23,4,9,4,Alto Acoplamento Efferent
 V ,UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.curation.component.model.CurationBuilder,createMergeCas,31,9,17,6,Metodo Longo
" A, R, D, V, X ",ENTITY,de.tudarmstadt.ukp.clarin.webanno.crowdflower.NamedEntityTaskManager,generateTask1Data,97,14,20,4,Alto Acoplamento Efferent
 V ,JCASRESOURCECOLLECTIONREADER_IMPLBASE,de.tudarmstadt.ukp.clarin.webanno.tsv.WebannoTsvReader,createDependency,27,7,6,5,Muitos Desvios
" A, R, V, X ",PANEL,de.tudarmstadt.ukp.clarin.webanno.webapp.page.project.ProjectUsersPanel,onSubmit,28,7,12,0,Alto Acoplamento Efferent
 X ,ENTITY,de.tudarmstadt.ukp.clarin.webanno.model.CrowdJob,setUseSents,3,1,2,1,Muitos Parametros
 X ,ENTITY,de.tudarmstadt.ukp.clarin.webanno.model.CrowdJob,setProject,3,1,2,1,Muitos Parametros
 V ,CONTROLLER,de.tudarmstadt.ukp.clarin.webanno.webapp.remoteapi.RemoteApiController,createProject,48,9,19,3,Muitos Parametros
" A, D, V, X ",ENTITY,de.tudarmstadt.ukp.clarin.webanno.crowdflower.NamedEntityTaskManager,uploadNewNERTask2,97,18,22,4,Muitos Parametros
" A, R, D, V, X ",VIEW,de.tudarmstadt.ukp.clarin.webanno.webapp.page.monitoring.MonitoringPage,getJCases,31,10,16,2,Alto Acoplamento Efferent
" A, R, D, V, X ",ENTITY,de.tudarmstadt.ukp.clarin.webanno.crowdflower.NamedEntityTaskManager,uploadNewNERTask1,27,5,11,5,Muitos Parametros
 V ,JCASRESOURCECOLLECTIONREADER_IMPLBASE,de.tudarmstadt.ukp.clarin.webanno.tcf.TcfReader,convertNamedEntities,14,3,6,3,Muitos Parametros
 V ,UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.controller.BratAjaxCasUtil,getSentenceBeginAddress,24,9,6,6,Muitos Desvios
" A, V ",PANEL,de.tudarmstadt.ukp.clarin.webanno.webapp.dialog.AnnotationPreferenceModalPanel,load,13,6,12,0,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.util.correctDependencyParser,main,20,3,13,1,Alto Acoplamento Efferent
 X ,ENTITY,de.tudarmstadt.ukp.clarin.webanno.model.ProjectPermission,setProject,3,1,1,1,Muitos Parametros
 V ,UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.webapp.dao.DaoUtils,addFolderToZip,13,5,3,3,Muitos Parametros
 V ,ADAPTER,de.tudarmstadt.ukp.clarin.webanno.brat.controller.ChainAdapter,delete,33,6,10,2,Metodo Longo
" A, R, D, V, X ",CONTROLLER,de.tudarmstadt.ukp.clarin.webanno.webapp.remoteapi.RemoteApiController,uploadSourceDocument,10,1,9,5,Muitos Parametros
 V ,PANEL,de.tudarmstadt.ukp.clarin.webanno.webapp.page.project.ProjectUsersPanel,onSubmit,28,7,12,0,Muitos Desvios
 V ,PANEL,de.tudarmstadt.ukp.clarin.webanno.brat.curation.component.CurationPanel,onChange,17,5,16,1,Muitos Desvios
 V ,PANEL,de.tudarmstadt.ukp.clarin.webanno.webapp.page.project.ProjectExportPanel,exportAnnotationDocuments,25,8,9,2,Metodo Longo
 V ,UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.curation.component.model.CurationBuilder,createCorrectionCas,6,1,6,3,Muitos Parametros
" A, R, V, X ",JCASRESOURCECOLLECTIONREADER_IMPLBASE,de.tudarmstadt.ukp.clarin.webanno.tsv.WebannoTsvReader,createDependency,27,7,6,5,Muitos Parametros
" A, V, X ",UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.util.BratCuratorUtility,getRelation,9,2,7,4,Muitos Parametros
 V ,UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.controller.BratAjaxCasUtil,getNextDisplayWindowSentenceBeginAddress,19,6,3,3,Muitos Parametros
 V ,UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.controller.TypeUtil,getAdapter,24,7,7,1,Metodo Longo
" A, R, D, V, X ",ABSTRACTCOLUMN,de.tudarmstadt.ukp.clarin.webanno.webapp.page.monitoring.DocumentStatusColumnMetaData,onEvent,24,13,27,1,Muitos Desvios
" A, R, D, V, X ",UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.curation.CasDiff,doDiff,75,17,31,4,Alto Acoplamento Efferent
 V ,PANEL,de.tudarmstadt.ukp.clarin.webanno.brat.annotation.BratAnnotationDocumentVisualizer,getDocumentData,53,8,18,0,Muitos Desvios
 V ,JCASRESOURCECOLLECTIONREADER_IMPLBASE,de.tudarmstadt.ukp.clarin.webanno.tcf.TcfReader,convertSentences,12,3,5,3,Muitos Parametros
 V ,VIEW,de.tudarmstadt.ukp.clarin.webanno.webapp.page.curation.CurationPage,onChange,22,5,10,1,Metodo Longo
 V ,VIEW,de.tudarmstadt.ukp.clarin.webanno.webapp.page.correction.CorrectionPage,onClick,41,1,0,1,Metodo Longo
 V ,PANEL,de.tudarmstadt.ukp.clarin.webanno.brat.annotation.ArcAnnotationModalWindowPanel,onSubmit,48,8,21,2,Muitos Desvios
 V ,ABSTRACTCOLUMN,de.tudarmstadt.ukp.clarin.webanno.webapp.page.monitoring.DocumentStatusColumnMetaData,onEvent,24,13,27,1,Metodo Longo
 V ,VIEW,de.tudarmstadt.ukp.clarin.webanno.webapp.page.annotation.AnnotationPage,onClose,33,8,0,1,Metodo Longo
 V ,PERSISTENCE,de.tudarmstadt.ukp.clarin.webanno.webapp.dao.RepositoryServiceDbData,createAnnotationContent,77,6,0,4,Muitos Desvios
" A, R, D, V, X ",ENTITY,de.tudarmstadt.ukp.clarin.webanno.crowdflower.CrowdClient,orderJob,15,2,13,4,Alto Acoplamento Efferent
 V ,JCASFILEWRITER_IMPLBASE,de.tudarmstadt.ukp.clarin.webanno.tcf.TcfWriter,writeCoreference,41,9,14,3,Muitos Parametros
 V ,JCASRESOURCECOLLECTIONREADER_IMPLBASE,de.tudarmstadt.ukp.clarin.webanno.tcf.TcfReader,convertPos,15,3,6,3,Muitos Parametros
 V ,TEST,de.tudarmstadt.ukp.clarin.webanno.brat.curation.DoubleIteratorTest,overlapping,19,5,5,4,Muitos Desvios
" A, R, V, X ",PANEL,de.tudarmstadt.ukp.clarin.webanno.brat.curation.component.CurationPanel,onChange,17,5,16,1,Alto Acoplamento Efferent
" A, V, X ",UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.util.BratAnnotatorUtility,getDocument,6,1,6,4,Muitos Parametros
" A, R, D, V, X ",VIEW,de.tudarmstadt.ukp.clarin.webanno.webapp.page.monitoring.MonitoringPage,onSelectionChanged,90,10,0,1,Metodo Longo
" D, V, X ",ENTITY,de.tudarmstadt.ukp.clarin.webanno.model.SourceDocument,equals,24,8,4,1,Muitos Desvios
" A, R, D, V, X ",UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.util.BratCuratorUtility,populateCurationSentences,44,11,21,6,Muitos Parametros
 X ,ENTITY,de.tudarmstadt.ukp.clarin.webanno.model.User,equals,21,7,4,1,Alto Acoplamento Efferent
 V ,UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.curation.CasDiff,compareFeatureFS,69,21,10,4,Alto Acoplamento Efferent
 V ,PANEL,de.tudarmstadt.ukp.clarin.webanno.webapp.page.project.ProjectExportPanel,load,33,5,9,0,Alto Acoplamento Efferent
 V ,PANEL,de.tudarmstadt.ukp.clarin.webanno.webapp.page.project.ProjectExportPanel,run,28,7,9,0,Muitos Desvios
 V ,UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.util.BratCuratorUtility,getCorrectionState,25,8,5,4,Muitos Desvios
" A, R, V, X ",PERSISTENCE,de.tudarmstadt.ukp.clarin.webanno.webapp.dao.RepositoryServiceDbData,exportAnnotationDocument,60,10,25,5,Muitos Desvios
" R, V ",VIEW,de.tudarmstadt.ukp.clarin.webanno.webapp.page.project.ProjectPage,onSubmit,30,8,18,0,Metodo Longo
" A, V, X ",UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.controller.BratAjaxCasController,getDocumentResponse,7,1,6,4,Muitos Parametros
 X ,ENTITY,de.tudarmstadt.ukp.clarin.webanno.model.AnnotationType,equals,21,7,4,1,Alto Acoplamento Efferent
" A, V ",VIEW,de.tudarmstadt.ukp.clarin.webanno.webapp.dialog.ExportModalWindowPage,onUpdate,3,1,12,1,Alto Acoplamento Efferent
 V ,UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.util.BratCuratorUtility,fillLookupVariables,12,8,7,3,Muitos Desvios
 V ,PANEL,de.tudarmstadt.ukp.clarin.webanno.webapp.page.project.ProjectExportPanel,exportProjectSettings,63,8,30,3,Muitos Desvios
 V ,JCASRESOURCECOLLECTIONREADER_IMPLBASE,de.tudarmstadt.ukp.clarin.webanno.tsv.WebannoTsvReader,createDependency,27,7,6,5,Metodo Longo
 V ,JCASFILEWRITER_IMPLBASE,de.tudarmstadt.ukp.clarin.webanno.tcf.TcfWriter,writeNamedEntity,24,7,13,3,Muitos Parametros
 V ,ADAPTER,de.tudarmstadt.ukp.clarin.webanno.brat.controller.ChainAdapter,render,31,5,6,3,Metodo Longo
" D, V ",ENTITY,de.tudarmstadt.ukp.clarin.webanno.crowdflower.NamedEntityTaskManager,getStatusString,44,13,9,1,Alto Acoplamento Efferent
" D, V ",TEST,de.tudarmstadt.ukp.clarin.webanno.brat.dao.DaoUtilsTest,testZipFolder,36,7,18,0,Metodo Longo
 V ,ASARRAYSERIALIZERBASE,de.tudarmstadt.ukp.clarin.webanno.brat.message.BeanAsArraySerializer,serializeContents,31,7,12,3,Muitos Parametros
 V ,PANEL,de.tudarmstadt.ukp.clarin.webanno.webapp.page.project.ProjectExportPanel,exportCuratedDocuments,33,9,8,2,Muitos Desvios
 V ,ADAPTER,de.tudarmstadt.ukp.clarin.webanno.brat.controller.ChainAdapter,renderLinks,7,2,9,3,Muitos Parametros
 V ,TEST,de.tudarmstadt.ukp.clarin.webanno.brat.curation.DoubleIteratorTest,testStep9,25,1,2,0,Metodo Longo
" A, R, D, V, X ",VIEW,de.tudarmstadt.ukp.clarin.webanno.webapp.page.curation.CurationPage,onClick,46,9,21,1,Alto Acoplamento Efferent
 X ,ENTITY,de.tudarmstadt.ukp.clarin.webanno.model.User,setPassword,3,1,1,1,Muitos Parametros
 V ,ADAPTER,de.tudarmstadt.ukp.clarin.webanno.brat.controller.SpanAdapter,updateCas,23,7,8,4,Metodo Longo
" A, R, D, V, X ",VIEW,de.tudarmstadt.ukp.clarin.webanno.webapp.page.annotation.AnnotationPage,load,36,8,14,0,Alto Acoplamento Efferent
" A, R, D, V, X ",UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.crowdflower.CrowdJob,createArgumentMaps,27,10,10,0,Muitos Desvios
 X ,ENTITY,de.tudarmstadt.ukp.clarin.webanno.model.CrowdJob,setGoldDocuments,3,1,2,1,Muitos Parametros
 V ,UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.project.ProjectUtil,isProjectAdmin,26,7,12,3,Muitos Desvios
 V ,PERSISTENCE,de.tudarmstadt.ukp.clarin.webanno.webapp.dao.RepositoryServiceDbData,existsProjectPermissionLevel,9,2,6,3,Muitos Parametros
" A, R, V, X ",JCASFILEWRITER_IMPLBASE,de.tudarmstadt.ukp.clarin.webanno.tcf.TcfWriter,writeSentence,48,14,19,3,Alto Acoplamento Efferent
 X ,ENTITY,de.tudarmstadt.ukp.clarin.webanno.model.AnnotationDocument,setId,3,1,1,1,Muitos Parametros
 V ,JCASFILEWRITER_IMPLBASE,de.tudarmstadt.ukp.clarin.webanno.tcf.TcfWriter,writeDependency,24,8,12,3,Metodo Longo
" A, R, D, V, X ",UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.controller.BratAjaxCasController,getCollectionInformation,37,7,18,2,Alto Acoplamento Efferent
 X ,ENTITY,de.tudarmstadt.ukp.clarin.webanno.model.Authority,setId,3,1,1,1,Muitos Parametros
 V ,VIEW,de.tudarmstadt.ukp.clarin.webanno.webapp.security.page.ManageUsersPage,validate,12,5,16,1,Muitos Desvios
 X ,ENTITY,de.tudarmstadt.ukp.clarin.webanno.model.Project,setDescription,3,1,2,1,Muitos Parametros
 V ,PANEL,de.tudarmstadt.ukp.clarin.webanno.webapp.page.project.AnnotationGuideLinePanel,onSubmit,23,5,15,0,Muitos Desvios
 V ,PANEL,de.tudarmstadt.ukp.clarin.webanno.brat.annotation.BratAnnotator,openArcAnnotationDialog,27,2,0,2,Metodo Longo
 V ,JCASFILEWRITER_IMPLBASE,de.tudarmstadt.ukp.clarin.webanno.tsv.WebannoTsvWriter,createNEColumn,30,10,6,2,Metodo Longo
 X ,ENTITY,de.tudarmstadt.ukp.clarin.webanno.model.Tag,equals,29,10,5,1,Alto Acoplamento Efferent
" A, V ",PERSISTENCE,de.tudarmstadt.ukp.clarin.webanno.webapp.dao.RepositoryServiceDbData,saveUserSettings,21,5,12,4,Alto Acoplamento Efferent
" A, R, D, V, X ",ENTITY,de.tudarmstadt.ukp.clarin.webanno.crowdflower.CrowdClient,uploadData,29,3,15,2,Alto Acoplamento Efferent
 V ,VIEW,de.tudarmstadt.ukp.clarin.webanno.webapp.dialog.ExportModalWindowPage,load,25,6,12,0,Muitos Desvios
 X ,ENTITY,de.tudarmstadt.ukp.clarin.webanno.model.Project,setMode,3,1,2,1,Muitos Parametros
" A, R, D, V, X ",UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.project.ProjectUtil,setAnnotationPreference,44,14,20,5,Muitos Parametros
 V ,VIEW,de.tudarmstadt.ukp.clarin.webanno.webapp.page.ApplicationPageBase,accept,19,7,7,1,Muitos Desvios
 X ,ENTITY,de.tudarmstadt.ukp.clarin.webanno.model.Tag,setName,3,1,1,1,Muitos Parametros
 V ,VIEW,de.tudarmstadt.ukp.clarin.webanno.webapp.page.monitoring.MonitoringPage,createProgressChart,26,4,16,3,Metodo Longo
 X ,ENTITY,de.tudarmstadt.ukp.clarin.webanno.model.SourceDocument,setProject,3,1,1,1,Muitos Parametros
" A, R, V, X ",JCASFILEWRITER_IMPLBASE,de.tudarmstadt.ukp.clarin.webanno.tsv.WebannoTsvWriter,convertToTsv,56,18,16,3,Muitos Desvios
 V ,UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.project.ProjectUtil,createAnnotationDocumentContent,13,3,9,3,Muitos Parametros
 X ,ENTITY,de.tudarmstadt.ukp.clarin.webanno.model.TagSet,equals,29,10,5,1,Muitos Parametros
" A, D, V ",TEST,de.tudarmstadt.ukp.clarin.webanno.webapp.statistics.TwoPairedKappaTest,testTwoUserDiffSpanAnnotation,15,1,12,0,Alto Acoplamento Efferent
 V ,UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.controller.BratAjaxCasUtil,getPreviousDisplayWindowSentenceBeginAddress,16,7,3,3,Muitos Desvios
" A, R, D, V, X ",PERSISTENCE,de.tudarmstadt.ukp.clarin.webanno.webapp.dao.RepositoryServiceDbData,accept,3,11,10,1,Muitos Desvios
 V ,UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.project.ProjectUtil,isCurator,26,7,12,3,Muitos Parametros
 V ,ADAPTER,de.tudarmstadt.ukp.clarin.webanno.brat.controller.ChainAdapter,render,31,5,6,3,Muitos Parametros
 V ,PANEL,de.tudarmstadt.ukp.clarin.webanno.webapp.page.project.ProjectExportPanel,isVisible,3,1,9,0,Alto Acoplamento Efferent
" A, V ",UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.webapp.statistics.TwoPairedKappa,getAnnotationPositions,22,5,12,3,Alto Acoplamento Efferent
 V ,ADAPTER,de.tudarmstadt.ukp.clarin.webanno.brat.controller.ArcAdapter,updateCas,48,9,11,6,Alto Acoplamento Efferent
 V ,VIEW,de.tudarmstadt.ukp.clarin.webanno.webapp.page.annotation.AnnotationPage,onClick,41,8,19,1,Muitos Desvios
" A, R, V, X ",WEBMARKUPCONTAINER,de.tudarmstadt.ukp.clarin.webanno.brat.curation.component.CurationViewPanel,createSpan,17,2,11,7,Muitos Parametros
 V ,UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.project.ProjectUtil,createProjectGuideline,10,3,7,3,Muitos Parametros
" A, R, D, V, X ",UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.util.BratCuratorUtility,getEntityTypes,55,15,19,6,Muitos Parametros
 X ,ENTITY,de.tudarmstadt.ukp.clarin.webanno.model.Project,setId,3,1,1,1,Muitos Parametros
" A, R, V, X ",PANEL,de.tudarmstadt.ukp.clarin.webanno.brat.curation.component.CurationPanel,populateItem,58,1,0,1,Metodo Longo
" A, R, V, X ",JCASRESOURCECOLLECTIONREADER_IMPLBASE,de.tudarmstadt.ukp.clarin.webanno.tsv.WebannoTsvReader,setAnnotations,54,11,15,11,Muitos Desvios
 V ,JCASRESOURCECOLLECTIONREADER_IMPLBASE,de.tudarmstadt.ukp.clarin.webanno.tcf.TcfReader,storeReferencesAndTargetsInMap,21,5,12,5,Muitos Desvios
 V ,ABSTRACTCOLUMN,de.tudarmstadt.ukp.clarin.webanno.webapp.page.monitoring.DocumentStatusColumnMetaData,changeSourceDocumentState,4,1,4,3,Muitos Parametros
 V ,UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.project.ProjectUtil,createCurationDocumentContent,13,3,9,3,Muitos Parametros
 V ,UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.project.ProjectUtil,isProjectAdmin,26,7,12,3,Muitos Parametros
 V ,ADAPTER,de.tudarmstadt.ukp.clarin.webanno.brat.controller.ChainAdapter,delete,33,6,10,2,Alto Acoplamento Efferent
 V ,VIEW,de.tudarmstadt.ukp.clarin.webanno.webapp.security.page.ManageUsersPage,onSubmit,14,5,5,0,Muitos Desvios
" A, V, X ",UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.util.BratCuratorUtility,getCases,10,4,8,4,Muitos Parametros
" A, D, V ",TEST,de.tudarmstadt.ukp.clarin.webanno.webapp.statistics.TwoPairedKappaTest,testThreeUserDiffArcAndSpanAnnotation,19,1,12,0,Alto Acoplamento Efferent
 V ,TEST,de.tudarmstadt.ukp.clarin.webanno.brat.page.curation.TestCasDiff,hasPos,15,5,5,2,Muitos Desvios
 V ,VIEW,de.tudarmstadt.ukp.clarin.webanno.webapp.page.annotation.AnnotationPage,getJCas,18,4,11,2,Alto Acoplamento Efferent
 V ,UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.webapp.statistics.TwoPairedKappa,getAnnotationPositions,22,5,12,3,Metodo Longo
" A, R, D, V, X ",UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.curation.component.model.CurationBuilder,createMergeCas,31,9,17,6,Muitos Parametros
" A, R, D, V, X ",PERSISTENCE,de.tudarmstadt.ukp.clarin.webanno.webapp.dao.RepositoryServiceDbData,exportAnnotationDocument,60,10,25,5,Metodo Longo
 V ,JCASFILEWRITER_IMPLBASE,de.tudarmstadt.ukp.clarin.webanno.tcf.TcfWriter,writeNamedEntity,24,7,13,3,Muitos Desvios
 V ,VIEW,de.tudarmstadt.ukp.clarin.webanno.webapp.page.crowdsource.CrowdSourcePage,populateItem,30,2,0,3,Muitos Parametros
 V ,JCASFILEWRITER_IMPLBASE,de.tudarmstadt.ukp.clarin.webanno.tcf.TcfWriter,getListOfTokens,7,2,6,3,Muitos Parametros
" A, R, D, V, X ",VIEW,de.tudarmstadt.ukp.clarin.webanno.webapp.page.correction.CorrectionPage,load,38,8,17,0,Alto Acoplamento Efferent
 X ,ENTITY,de.tudarmstadt.ukp.clarin.webanno.model.ProjectPermission,setId,3,1,1,1,Muitos Parametros
" A, R, D, V, X ",UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.curation.component.model.CurationBuilder,createMergeCas,31,9,17,6,Alto Acoplamento Efferent
" A, V ",PERSISTENCE,de.tudarmstadt.ukp.clarin.webanno.webapp.dao.RepositoryServiceDbData,removeProject,24,6,12,2,Alto Acoplamento Efferent
 X ,ENTITY,de.tudarmstadt.ukp.clarin.webanno.model.TagSet,setDescription,3,1,1,1,Muitos Parametros
 V ,PERSISTENCE,de.tudarmstadt.ukp.clarin.webanno.webapp.dao.RepositoryServiceDbData,createJCas,23,4,9,4,Metodo Longo
" A, V, X ",UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.util.BratCuratorUtility,setBratAnnotatorModel,15,1,8,4,Muitos Parametros
 V ,PANEL,de.tudarmstadt.ukp.clarin.webanno.brat.annotation.BratAnnotator,onCloseButtonClicked,4,1,9,1,Alto Acoplamento Efferent
 V ,UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.project.ProjectUtil,createCurationDocumentContent,13,3,9,3,Alto Acoplamento Efferent
 V ,ADAPTER,de.tudarmstadt.ukp.clarin.webanno.brat.controller.ChainAdapter,createLink,5,1,5,3,Muitos Parametros
" A, R, D, V, X ",VIEW,de.tudarmstadt.ukp.clarin.webanno.webapp.page.crowdsource.CrowdSourcePage,onSubmit,37,8,17,0,Alto Acoplamento Efferent
 X ,ENTITY,de.tudarmstadt.ukp.clarin.webanno.model.User,setRoles,3,1,2,1,Muitos Parametros
 V ,UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.crowdflower.CrowdJob,createArgumentMaps,27,10,10,0,Metodo Longo
" A, V ",UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.project.ProjectUtil,isProjectAdmin,26,7,12,3,Alto Acoplamento Efferent
" A, V, X ",UNDEFINED,de.tudarmstadt.ukp.clarin.webanno.brat.util.BratAnnotatorUtility,clearJcasAnnotations,12,6,7,4,Muitos Parametros
