Class,Method,Smell,LOC,CC,EC,NOP,Tecnicas,Commit,Refactoring,Left Side,Right Side,Full Message
br.com.webbudget.infrastructure.jsf.exception.CustomExceptionHandler,handle,null,5,1,1,0,null,a6d79ed5c770c418bf84b9bc1e0a4a7804db4506,PUSH_DOWN_OPERATION,"private handleBusinessException(context FacesContext, ex BusinessLogicException) : void","public handle(context FacesContext, exception Throwable) : void",
br.com.webbudget.infrastructure.jsf.exception.CustomExceptionHandler,handle,null,5,1,1,0,null,a6d79ed5c770c418bf84b9bc1e0a4a7804db4506,PUSH_DOWN_OPERATION,"private handleRollbackExceptionException(context FacesContext, ex RollbackException) : void","public handle(context FacesContext, exception Throwable) : void",
br.com.webbudget.application.controller.entries.CardBean,clearFilters,null,4,1,1,0,null,166385d94679c7baa41dfefb3c95f0b97d03dd50,PULL_UP_OPERATION,public clearFilters() : void,public clearFilters() : void,
br.com.webbudget.application.controller.FormBean,clearFilters,null,3,1,1,0,null,a977ca6f60ed4f618e8ec8ce719d595289e91966,PUSH_DOWN_OPERATION,public clearFilters() : void,public clearFilters() : void,
br.com.webbudget.application.controller.DashboardBean,initializeData,null,6,1,3,0,null,cd348bf5edefa7e665e0911966c371d997e46db7,RENAME_METHOD,public initializeData() : void,public initialize() : void,
br.com.webbudget.infrastructure.jsf.exception.CustomExceptionHandler,handleBusinessException,null,10,2,6,2,null,a6d79ed5c770c418bf84b9bc1e0a4a7804db4506,PUSH_DOWN_OPERATION,"private handleBusinessException(context FacesContext, ex BusinessLogicException) : void","public handle(context FacesContext, exception BusinessLogicException) : void",
br.com.webbudget.infrastructure.jsf.exception.CustomExceptionHandler,handleBusinessException,null,10,2,6,2,null,a6d79ed5c770c418bf84b9bc1e0a4a7804db4506,PUSH_DOWN_OPERATION,"private handleBusinessException(context FacesContext, ex BusinessLogicException) : void","public handle(context FacesContext, exception Throwable) : void",
br.com.webbudget.application.controller.logbook.EntryBean,entriesByInclusion,null,3,1,4,1,null,ec86896ced678a7f2050eb2761d320d1797ee600,RENAME_METHOD,public entriesByInclusion(inclusion LocalDate) : List<Entry>,public entriesByEventDate(eventDate LocalDate) : List<Entry>,
br.com.webbudget.application.components.table.LazyFilter,value,null,3,1,2,0,null,166385d94679c7baa41dfefb3c95f0b97d03dd50,REPLACE_ATTRIBUTE,private card : Card,public value : String,
br.com.webbudget.application.components.table.LazyFilter,value,null,3,1,2,0,null,166385d94679c7baa41dfefb3c95f0b97d03dd50,REPLACE_ATTRIBUTE,private user : User,public value : String,
br.com.webbudget.application.components.filter.Filter,createInstance,null,8,2,4,0,null,5510f1d0082c08cfdf0dbcb938668b360c167ea2,INLINE_OPERATION,private createInstance() : T,public Filter(),
br.com.webbudget.infrastructure.jsf.exception.CustomExceptionHandler,goToErrorPage,null,14,2,5,2,null,a6d79ed5c770c418bf84b9bc1e0a4a7804db4506,PUSH_DOWN_OPERATION,"private goToErrorPage(context FacesContext, ex Throwable) : void","public handle(context FacesContext, exception Throwable) : void",
br.com.webbudget.domain.service.WalletService,listBalancesByWallet,null,3,1,3,1,null,b982fe2d98f8cfa7733ace76f66d5dcd4f3dc748,RENAME_METHOD,public listBalancesByWallet(wallet Wallet) : List<WalletBalance>,public listBalances(wallet Wallet) : List<WalletBalance>,
br.com.webbudget.domain.misc.MovementBuilder,withDueDate,null,4,1,2,1,null,cfd815042b34275b8d704f301cc860bd8c876e35,RENAME_METHOD,public withDueDate(dueDate LocalDate) : MovementBuilder,public onDueDate(dueDate LocalDate) : MovementBuilder,
br.com.webbudget.application.controller.logbook.EntryBean,changeToAdd,null,3,1,2,0,null,23362694402b68d03b733b69e8f0f7154b24fac2,RENAME_METHOD,public changeToAdd() : String,public changeToAddEntry() : String,
br.com.webbudget.domain.misc.MovementBuilder,andDividedAmong,null,7,1,3,1,null,cfd815042b34275b8d704f301cc860bd8c876e35,RENAME_METHOD,public andDividedAmong(apportionments List<Apportionment>) : MovementBuilder,public dividedAmong(apportionments List<Apportionment>) : MovementBuilder,
br.com.webbudget.domain.services.misc.BalanceBuilder,referencingMovement,null,4,1,2,1,null,9aa17dc91e48c3f33a3ffafdb662fb50f030f755,RENAME_METHOD,public referencingMovement(code String) : BalanceBuilder,public forMovement(movementCode String) : WalletBalanceBuilder,
br.com.webbudget.domain.entities.journal.Refueling,calculateAverageComsumption,null,3,1,1,0,null,b66a5cbe23869154248d25a5881f3b6388796682,RENAME_METHOD,public calculateAverageComsumption() : void,public calculateAverageConsumption() : void,
