Commit,NumberOfClasses,NumberOfMethods,SystemLOC
13cfee5bcce45dcab53f26bfdd9288bfc0929848,616,3286,60988
322ada934aa096bf91ae99156fae055a36d6833a,994,5869,92781
b640d047a5d2da55a2a1b972d979844c76d74e6c,864,5304,81912
104bd4ed3391ea6bbf29e3843e15f6a041fa4fc5,870,5309,82188
