DesignRole,Classe,NOM,DIT,CBO,LCom,NOC,NOM,RFC,WMC,File,Type,IsArchitecturalRole,LOC
ENTITY,org.optaweb.vehiclerouting.plugin.persistence.DistanceEntity,6,1,4,0,0,6,6,10,D:\Projetos\_Web\optaweb-vehicle-routing\optaweb-vehicle-routing-backend\src\main\java\org\optaweb\vehiclerouting\plugin\persistence\DistanceEntity.java,class,true,69
[MAP],org.optaweb.vehiclerouting.plugin.planner.DistanceMap,13,1,3,58,0,13,7,15,D:\Projetos\_Web\optaweb-vehicle-routing\optaweb-vehicle-routing-backend\src\main\java\org\optaweb\vehiclerouting\plugin\planner\DistanceMap.java,class,false,108
[WEBSOCKETMESSAGEBROKERCONFIGURER],org.optaweb.vehiclerouting.plugin.websocket.WebSocketConfig,3,1,6,3,0,3,6,3,D:\Projetos\_Web\optaweb-vehicle-routing\optaweb-vehicle-routing-backend\src\main\java\org\optaweb\vehiclerouting\plugin\websocket\WebSocketConfig.java,class,false,67
LOCATIONDATA,org.optaweb.vehiclerouting.domain.Location,6,2,3,0,0,6,2,10,D:\Projetos\_Web\optaweb-vehicle-routing\optaweb-vehicle-routing-backend\src\main\java\org\optaweb\vehiclerouting\domain\Location.java,class,false,65
UNDEFINED,org.optaweb.vehiclerouting.plugin.websocket.PortableRoute,4,1,3,0,0,4,3,4,D:\Projetos\_Web\optaweb-vehicle-routing\optaweb-vehicle-routing-backend\src\main\java\org\optaweb\vehiclerouting\plugin\websocket\PortableRoute.java,class,false,52
SERVICE,org.optaweb.vehiclerouting.service.demo.DemoService,5,1,9,0,0,5,14,9,D:\Projetos\_Web\optaweb-vehicle-routing\optaweb-vehicle-routing-backend\src\main\java\org\optaweb\vehiclerouting\service\demo\DemoService.java,class,true,88
UNDEFINED,org.optaweb.vehiclerouting.domain.Route,4,1,1,0,1,4,12,8,D:\Projetos\_Web\optaweb-vehicle-routing\optaweb-vehicle-routing-backend\src\main\java\org\optaweb\vehiclerouting\domain\Route.java,class,false,77
TEST,org.optaweb.vehiclerouting.plugin.planner.SolutionUtilTest,9,1,10,36,0,9,31,11,D:\Projetos\_Web\optaweb-vehicle-routing\optaweb-vehicle-routing-backend\src\test\java\org\optaweb\vehiclerouting\plugin\planner\SolutionUtilTest.java,class,false,140
[PROBLEMFACTCHANGE],org.optaweb.vehiclerouting.plugin.planner.change.RemoveLocation,2,1,7,0,0,2,9,6,D:\Projetos\_Web\optaweb-vehicle-routing\optaweb-vehicle-routing-backend\src\main\java\org\optaweb\vehiclerouting\plugin\planner\change\RemoveLocation.java,class,false,54
ENTITY,org.optaweb.vehiclerouting.TestConfig,1,1,4,0,0,1,1,1,D:\Projetos\_Web\optaweb-vehicle-routing\optaweb-vehicle-routing-backend\src\test\java\org\optaweb\vehiclerouting\TestConfig.java,class,false,37
