DesignRole,Classe,NOM,DIT,CBO,LCom,NOC,NOM,RFC,WMC,File,Type,IsArchitecturalRole
REPORT,org.archive.crawler.reporting.ToeThreadsReport,2,2,2,1,0,2,2,2,D:\Projetos\_Web\heritrix3\engine\src\main\java\org\archive\crawler\reporting\ToeThreadsReport.java,class,false
SIMPLEHTTPCONNECTIONMANAGER,org.archive.httpclient.SingleHttpConnectionManager,4,2,4,6,0,4,9,7,D:\Projetos\_Web\heritrix3\commons\src\main\java\org\archive\httpclient\SingleHttpConnectionManager.java,class,false
BASERULE,org.archive.modules.canonicalize.StripUserinfoRule,2,2,1,1,0,2,3,2,D:\Projetos\_Web\heritrix3\modules\src\main\java\org\archive\modules\canonicalize\StripUserinfoRule.java,class,false
LINEITERATOR,org.archive.util.IterableLineIterator,2,2,2,1,0,2,0,2,D:\Projetos\_Web\heritrix3\commons\src\main\java\org\archive\util\IterableLineIterator.java,class,false
TEST,org.archive.util.InterruptibleCharSequenceTest,5,2,2,9,0,5,14,10,D:\Projetos\_Web\heritrix3\commons\src\main\java\org\archive\util\InterruptibleCharSequenceTest.java,class,false
UNDEFINED,org.archive.crawler.framework.Engine,19,1,2,112,0,19,65,71,D:\Projetos\_Web\heritrix3\engine\src\main\java\org\archive\crawler\framework\Engine.java,class,false
PROCESSOR,org.archive.modules.extractor.ExtractorURI,5,3,6,10,0,5,23,22,D:\Projetos\_Web\heritrix3\modules\src\main\java\org\archive\modules\extractor\ExtractorURI.java,class,false
UNDEFINED,org.archive.crawler.reporting.CrawlStatSnapshot,5,1,3,0,0,5,26,11,D:\Projetos\_Web\heritrix3\engine\src\main\java\org\archive\crawler\reporting\CrawlStatSnapshot.java,class,false
APPLICATIONEVENT,org.archive.crawler.framework.CheckpointSuccessEvent,2,2,3,0,0,2,0,2,D:\Projetos\_Web\heritrix3\engine\src\main\java\org\archive\crawler\framework\CheckpointSuccessEvent.java,class,false
FORMATTER,org.archive.crawler.io.UriErrorFormatter,1,2,2,0,0,1,4,2,D:\Projetos\_Web\heritrix3\engine\src\main\java\org\archive\crawler\io\UriErrorFormatter.java,class,false
TEST,org.archive.surt.SURTTokenizerTest,11,2,2,0,0,11,7,12,D:\Projetos\_Web\heritrix3\commons\src\test\java\org\archive\surt\SURTTokenizerTest.java,class,false
PERSISTENCE,org.archive.io.ObjectPlusFilesOutputStream,6,2,0,3,0,6,18,11,D:\Projetos\_Web\heritrix3\commons\src\main\java\org\archive\io\ObjectPlusFilesOutputStream.java,class,false
UNDEFINED,org.archive.util.MimetypeUtils,1,1,0,0,0,1,4,5,D:\Projetos\_Web\heritrix3\commons\src\main\java\org\archive\util\MimetypeUtils.java,class,false
UNDEFINED,org.archive.io.Endian,6,1,0,15,0,6,3,14,D:\Projetos\_Web\heritrix3\commons\src\main\java\org\archive\io\Endian.java,class,false
[SECUREPROTOCOLSOCKETFACTORY],org.archive.modules.fetcher.HeritrixSSLProtocolSocketFactory,7,1,3,1,0,7,20,16,D:\Projetos\_Web\heritrix3\modules\src\main\java\org\archive\modules\fetcher\HeritrixSSLProtocolSocketFactory.java,class,false
ROBOTSPOLICY,org.archive.modules.net.CustomRobotsPolicy,6,2,4,0,0,6,3,6,D:\Projetos\_Web\heritrix3\modules\src\main\java\org\archive\modules\net\CustomRobotsPolicy.java,class,false
UNDEFINED,org.archive.util.ms.Cp1252,3,1,2,3,0,3,2,5,D:\Projetos\_Web\heritrix3\commons\src\main\java\org\archive\util\ms\Cp1252.java,class,false
RESOURCE,org.archive.crawler.restlet.ScriptResource,9,4,10,39,0,9,53,42,D:\Projetos\_Web\heritrix3\engine\src\main\java\org\archive\crawler\restlet\ScriptResource.java,class,false
TEST,org.archive.io.arc.ARCWriterTest,42,3,13,827,0,42,83,75,D:\Projetos\_Web\heritrix3\commons\src\test\java\org\archive\io\arc\ARCWriterTest.java,class,false
ABSTRACTFRONTIER,org.archive.crawler.frontier.BdbFrontier,26,3,22,280,0,26,71,59,D:\Projetos\_Web\heritrix3\engine\src\main\java\org\archive\crawler\frontier\BdbFrontier.java,class,false
EXCEPTION,org.archive.io.RecorderIOException,2,2,0,1,3,2,0,2,D:\Projetos\_Web\heritrix3\commons\src\main\java\org\archive\io\RecorderIOException.java,class,false
TEST,org.archive.modules.recrawl.PersistLogProcessorTest,1,3,1,0,0,1,0,1,D:\Projetos\_Web\heritrix3\modules\src\test\java\org\archive\modules\recrawl\PersistLogProcessorTest.java,class,false
URIPRECEDENCEPOLICY,org.archive.crawler.frontier.precedence.PreloadedUriPrecedencePolicy,9,3,11,16,0,9,16,21,D:\Projetos\_Web\heritrix3\engine\src\main\java\org\archive\crawler\frontier\precedence\PreloadedUriPrecedencePolicy.java,class,false
DECIDERULE,org.archive.modules.deciderules.DecideRuleSequence,12,2,7,34,0,12,19,24,D:\Projetos\_Web\heritrix3\modules\src\main\java\org\archive\modules\deciderules\DecideRuleSequence.java,class,false
DECIDERULE,org.archive.modules.deciderules.SeedAcceptDecideRule,2,2,3,1,0,2,1,4,D:\Projetos\_Web\heritrix3\modules\src\main\java\org\archive\modules\deciderules\SeedAcceptDecideRule.java,class,false
UNDEFINED,org.archive.util.anvl.SubElement,7,1,0,19,1,7,11,14,D:\Projetos\_Web\heritrix3\commons\src\main\java\org\archive\util\anvl\SubElement.java,class,false
TEST,org.archive.modules.net.FirstNamedRobotsPolicyTest,2,2,4,1,0,2,10,2,D:\Projetos\_Web\heritrix3\modules\src\test\java\org\archive\modules\net\FirstNamedRobotsPolicyTest.java,class,false
RESOURCE,org.archive.crawler.restlet.EngineResource,8,3,12,45,0,8,70,59,D:\Projetos\_Web\heritrix3\engine\src\main\java\org\archive\crawler\restlet\EngineResource.java,class,false
TEST,org.archive.crawler.processor.HashCrawlMapperTest,0,5,1,0,0,0,0,0,D:\Projetos\_Web\heritrix3\engine\src\test\java\org\archive\crawler\processor\HashCrawlMapperTest.java,class,false
ENTITY,org.archive.modules.CrawlMetadata,27,1,8,227,0,27,15,31,D:\Projetos\_Web\heritrix3\modules\src\main\java\org\archive\modules\CrawlMetadata.java,class,false
TEST,org.archive.modules.fetcher.FetchHTTPTest,1,4,4,0,0,1,2,1,D:\Projetos\_Web\heritrix3\modules\src\test\java\org\archive\modules\fetcher\FetchHTTPTest.java,class,false
REPORT,org.archive.crawler.reporting.CrawlSummaryReport,2,2,3,1,0,2,16,10,D:\Projetos\_Web\heritrix3\engine\src\main\java\org\archive\crawler\reporting\CrawlSummaryReport.java,class,false
EXCEPTION,org.archive.io.RecoverableIOException,12,2,0,0,0,12,10,12,D:\Projetos\_Web\heritrix3\commons\src\main\java\org\archive\io\RecoverableIOException.java,class,false
RESOURCE,org.archive.crawler.restlet.ReportGenResource,2,4,9,0,0,2,12,6,D:\Projetos\_Web\heritrix3\engine\src\main\java\org\archive\crawler\restlet\ReportGenResource.java,class,false
PERSISTENCE,org.archive.io.RepositionableInputStream,10,2,2,0,0,10,1,25,D:\Projetos\_Web\heritrix3\commons\src\main\java\org\archive\io\RepositionableInputStream.java,class,false
ENTITY,org.archive.crawler.frontier.CostAssignmentPolicy,1,1,1,0,3,1,0,1,D:\Projetos\_Web\heritrix3\engine\src\main\java\org\archive\crawler\frontier\CostAssignmentPolicy.java,class,false
TEST,org.archive.util.TransformTest,5,2,4,10,0,5,21,18,D:\Projetos\_Web\heritrix3\commons\src\test\java\org\archive\util\TransformTest.java,class,false
UNDEFINED,org.apache.commons.httpclient.HttpConnection,68,1,10,2278,0,68,69,174,D:\Projetos\_Web\heritrix3\commons\src\main\java\org\apache\commons\httpclient\HttpConnection.java,class,false
TEST,org.archive.io.ArchiveReaderFactoryTest,3,3,3,3,0,3,15,12,D:\Projetos\_Web\heritrix3\commons\src\test\java\org\archive\io\ArchiveReaderFactoryTest.java,class,false
DECIDERULE,org.archive.modules.deciderules.TransclusionDecideRule,6,3,2,15,0,6,10,21,D:\Projetos\_Web\heritrix3\modules\src\main\java\org\archive\modules\deciderules\TransclusionDecideRule.java,class,false
TEST,org.archive.util.BloomFilter64bitTest,1,3,3,0,0,1,0,1,D:\Projetos\_Web\heritrix3\commons\src\test\java\org\archive\util\BloomFilter64bitTest.java,class,false
TEST,org.archive.crawler.frontier.precedence.SuccessCountsQueuePrecedencePolicyTest,0,3,1,0,0,0,0,0,D:\Projetos\_Web\heritrix3\engine\src\test\java\org\archive\crawler\frontier\precedence\SuccessCountsQueuePrecedencePolicyTest.java,class,false
PERSISTENCE,org.archive.modules.fetcher.SimpleCookieStorage,3,2,2,0,0,3,0,3,D:\Projetos\_Web\heritrix3\modules\src\main\java\org\archive\modules\fetcher\SimpleCookieStorage.java,class,false
ABSTRACTLONGFPSET,org.archive.util.fingerprint.MemLongFPSet,10,2,4,5,0,10,6,15,D:\Projetos\_Web\heritrix3\commons\src\main\java\org\archive\util\fingerprint\MemLongFPSet.java,class,false
UNDEFINED,org.archive.util.PrefixFinder,6,1,3,15,0,6,18,28,D:\Projetos\_Web\heritrix3\commons\src\main\java\org\archive\util\PrefixFinder.java,class,false
PROCESSOR,org.archive.modules.extractor.HTTPContentDigest,7,2,4,19,0,7,32,17,D:\Projetos\_Web\heritrix3\modules\src\main\java\org\archive\modules\extractor\HTTPContentDigest.java,class,false
SETBASEDURIUNIQFILTER,org.archive.crawler.util.MemUriUniqFilter,4,2,1,0,0,4,3,4,D:\Projetos\_Web\heritrix3\engine\src\main\java\org\archive\crawler\util\MemUriUniqFilter.java,class,false
[TEMPDIRPROVIDER],org.archive.modules.net.DefaultTempDirProvider,2,1,1,1,0,2,4,3,D:\Projetos\_Web\heritrix3\modules\src\main\java\org\archive\modules\net\DefaultTempDirProvider.java,class,false
[PROPERTYEDITOR],org.archive.io.ReadSourceEditor,12,1,2,64,0,12,3,12,D:\Projetos\_Web\heritrix3\commons\src\main\java\org\archive\io\ReadSourceEditor.java,class,false
TEST,org.archive.crawler.selftest.CharsetSelfTest,1,4,1,0,0,1,5,1,D:\Projetos\_Web\heritrix3\engine\src\test\java\org\archive\crawler\selftest\CharsetSelfTest.java,class,false
TEST,org.archive.util.MimetypeUtilsTest,3,2,1,3,0,3,3,3,D:\Projetos\_Web\heritrix3\commons\src\test\java\org\archive\util\MimetypeUtilsTest.java,class,false
TEST,org.archive.modules.extractor.HTTPContentDigestTest,0,4,1,0,0,0,0,0,D:\Projetos\_Web\heritrix3\modules\src\test\java\org\archive\modules\extractor\HTTPContentDigestTest.java,class,false
TEST,org.archive.crawler.selftest.BadURIsStopPageParsingSelfTest,2,4,1,1,0,2,7,6,D:\Projetos\_Web\heritrix3\engine\src\test\java\org\archive\crawler\selftest\BadURIsStopPageParsingSelfTest.java,class,false
ASYNCTASK,org.archive.crawler.reporting.AlertThreadGroup,8,2,2,18,0,8,18,18,D:\Projetos\_Web\heritrix3\engine\src\main\java\org\archive\crawler\reporting\AlertThreadGroup.java,class,false
TEST,org.archive.crawler.frontier.BdbMultipleWorkQueuesTest,1,2,3,0,0,1,13,3,D:\Projetos\_Web\heritrix3\engine\src\test\java\org\archive\crawler\frontier\BdbMultipleWorkQueuesTest.java,class,false
EXCEPTION,org.archive.io.NoGzipMagicException,1,2,0,0,0,1,0,1,D:\Projetos\_Web\heritrix3\commons\src\main\java\org\archive\io\NoGzipMagicException.java,class,false
ENTITY,org.archive.util.ObjectIdentityMemCache,10,1,4,15,0,10,7,16,D:\Projetos\_Web\heritrix3\commons\src\main\java\org\archive\util\ObjectIdentityMemCache.java,class,false
UNDEFINED,org.archive.modules.fetcher.FetchErrors,0,1,0,0,0,0,0,0,D:\Projetos\_Web\heritrix3\modules\src\main\java\org\archive\modules\fetcher\FetchErrors.java,class,false
TEST,org.archive.util.PropertyUtilsTest,1,2,1,0,0,1,3,1,D:\Projetos\_Web\heritrix3\commons\src\test\java\org\archive\util\PropertyUtilsTest.java,class,false
PROCESSOR,org.archive.modules.extractor.ContentExtractor,4,3,2,6,9,4,9,14,D:\Projetos\_Web\heritrix3\modules\src\main\java\org\archive\modules\extractor\ContentExtractor.java,class,false
[CLOSEABLE],org.archive.io.CrawlerJournal,10,1,2,1,1,10,20,23,D:\Projetos\_Web\heritrix3\commons\src\main\java\org\archive\io\CrawlerJournal.java,class,false
UNDEFINED,org.archive.util.JavaLiterals,2,1,0,1,0,2,11,33,D:\Projetos\_Web\heritrix3\commons\src\main\java\org\archive\util\JavaLiterals.java,class,false
DECIDERULE,org.archive.modules.deciderules.HopsPathMatchesRegexDecideRule,2,4,2,1,0,2,1,2,D:\Projetos\_Web\heritrix3\modules\src\main\java\org\archive\modules\deciderules\HopsPathMatchesRegexDecideRule.java,class,false
REPORT,org.archive.crawler.reporting.HostsReport,4,2,4,6,0,4,23,9,D:\Projetos\_Web\heritrix3\engine\src\main\java\org\archive\crawler\reporting\HostsReport.java,class,false
[ARCHIVERECORDHEADER| ARCCONSTANTS],org.archive.io.arc.ARCRecordMetaData,24,1,2,128,0,24,13,29,D:\Projetos\_Web\heritrix3\commons\src\main\java\org\archive\io\arc\ARCRecordMetaData.java,class,false
TEST,org.archive.util.TmpDirTestCase,7,2,1,15,22,7,9,13,D:\Projetos\_Web\heritrix3\commons\src\main\java\org\archive\util\TmpDirTestCase.java,class,false
TEST,org.archive.crawler.frontier.precedence.BaseUriPrecedencePolicyTest,0,3,1,0,0,0,0,0,D:\Projetos\_Web\heritrix3\engine\src\test\java\org\archive\crawler\frontier\precedence\BaseUriPrecedencePolicyTest.java,class,false
ARCHIVEREADERFACTORY,org.archive.io.warc.WARCReaderFactory,20,2,10,183,0,20,31,33,D:\Projetos\_Web\heritrix3\commons\src\main\java\org\archive\io\warc\WARCReaderFactory.java,class,false
COSTASSIGNMENTPOLICY,org.archive.crawler.frontier.UnitCostAssignmentPolicy,1,2,2,0,0,1,0,1,D:\Projetos\_Web\heritrix3\engine\src\main\java\org\archive\crawler\frontier\UnitCostAssignmentPolicy.java,class,false
FORMATTER,org.archive.crawler.io.StatisticsLogFormatter,2,2,0,1,0,2,1,2,D:\Projetos\_Web\heritrix3\engine\src\main\java\org\archive\crawler\io\StatisticsLogFormatter.java,class,false
PROCESSOR,org.archive.modules.extractor.ExtractorXML,5,4,9,8,0,5,38,23,D:\Projetos\_Web\heritrix3\modules\src\main\java\org\archive\modules\extractor\ExtractorXML.java,class,false
