DesignRole,Classe,NOM,DIT,CBO,LCom,NOC,NOM,RFC,WMC,File,Type,IsArchitecturalRole,LOC
DIALOG,org.weasis.acquire.explorer.gui.dialog.AcquireImportDialog,5,2,6,8,0,5,41,33,D:\Projetos\_Web\Weasis\weasis-acquire\weasis-acquire-explorer\src\main\java\org\weasis\acquire\explorer\gui\dialog\AcquireImportDialog.java,class,false,249
VIEW,org.weasis.base.ui.gui.WeasisWinPropertyChangeListener,3,1,18,0,0,3,48,58,D:\Projetos\_Web\Weasis\weasis-base\weasis-base-ui\src\main\java\org\weasis\base\ui\gui\WeasisWinPropertyChangeListener.java,class,false,174
JPANEL,org.weasis.acquire.explorer.gui.control.BrowsePanel,7,2,12,1,0,7,49,18,D:\Projetos\_Web\Weasis\weasis-acquire\weasis-acquire-explorer\src\main\java\org\weasis\acquire\explorer\gui\control\BrowsePanel.java,class,false,169
MODULE,org.weasis.dicom.codec.macro.SOPInstanceReferenceAndMAC,7,4,8,21,0,7,7,10,D:\Projetos\_Web\Weasis\weasis-dicom\weasis-dicom-codec\src\main\java\org\weasis\dicom\codec\macro\SOPInstanceReferenceAndMAC.java,class,false,60
DIALOG,org.weasis.acquire.explorer.gui.dialog.AcquireNewSerieDialog,4,2,3,0,0,4,19,14,D:\Projetos\_Web\Weasis\weasis-acquire\weasis-acquire-explorer\src\main\java\org\weasis\acquire\explorer\gui\dialog\AcquireNewSerieDialog.java,class,false,90
MEDIAELEMENT,org.weasis.dicom.codec.DicomEncapDocElement,4,2,4,4,0,4,4,5,D:\Projetos\_Web\Weasis\weasis-dicom\weasis-dicom-codec\src\main\java\org\weasis\dicom\codec\DicomEncapDocElement.java,class,false,43
JCOMPONENT,org.weasis.dicom.viewer2d.rendering.RenderingService,5,5,7,10,0,5,11,7,D:\Projetos\_Web\Weasis\weasis-dicom\weasis-dicom-viewer2d\src\main\java\org\weasis\dicom\viewer2d\rendering\RenderingService.java,class,false,101
UNDEFINED,org.weasis.core.api.explorer.model.Tree,14,1,3,0,0,14,15,26,D:\Projetos\_Web\Weasis\weasis-core\weasis-core-api\src\main\java\org\weasis\core\api\explorer\model\Tree.java,class,false,128
JPANEL,org.weasis.core.ui.docking.PluginTool,16,2,10,78,5,16,36,37,D:\Projetos\_Web\Weasis\weasis-core\weasis-core-ui\src\main\java\org\weasis\core\ui\docking\PluginTool.java,class,false,176
SYNCHEVENT,org.weasis.core.ui.editor.image.SynchCineEvent,6,2,3,0,0,6,0,6,D:\Projetos\_Web\Weasis\weasis-core\weasis-core-ui\src\main\java\org\weasis\core\ui\editor\image\SynchCineEvent.java,class,false,53
UNDEFINED,org.weasis.dicom.viewer2d.RawImage,4,1,0,0,0,4,1,10,D:\Projetos\_Web\Weasis\weasis-dicom\weasis-dicom-viewer2d\src\main\java\org\weasis\dicom\viewer2d\RawImage.java,class,false,46
JPANEL,org.weasis.acquire.explorer.gui.central.AcquireTabPanel,17,2,6,0,0,17,65,64,D:\Projetos\_Web\Weasis\weasis-acquire\weasis-acquire-explorer\src\main\java\org\weasis\acquire\explorer\gui\central\AcquireTabPanel.java,class,false,257
ENTITY,org.weasis.core.api.explorer.ObservableEvent,4,2,1,0,0,4,1,6,D:\Projetos\_Web\Weasis\weasis-core\weasis-core-api\src\main\java\org\weasis\core\api\explorer\ObservableEvent.java,class,false,48
JLABEL,org.weasis.core.api.media.data.Thumbnail,15,2,8,116,1,15,73,95,D:\Projetos\_Web\Weasis\weasis-core\weasis-core-api\src\main\java\org\weasis\core\api\media\data\Thumbnail.java,class,false,388
UNDEFINED,org.weasis.core.ui.util.TableColumnAdjuster,3,1,1,3,0,3,23,13,D:\Projetos\_Web\Weasis\weasis-core\weasis-core-ui\src\main\java\org\weasis\core\ui\util\TableColumnAdjuster.java,class,false,81
UNDEFINED,org.weasis.core.ui.pref.ViewSetting,24,1,7,172,0,24,42,59,D:\Projetos\_Web\Weasis\weasis-core\weasis-core-ui\src\main\java\org\weasis\core\ui\pref\ViewSetting.java,class,false,269
UNDEFINED,org.weasis.dicom.codec.geometry.LocalizerPoster,17,1,9,122,0,17,28,39,D:\Projetos\_Web\Weasis\weasis-dicom\weasis-dicom-codec\src\main\java\org\weasis\dicom\codec\geometry\LocalizerPoster.java,class,false,430
ENTITY,org.weasis.acquire.explorer.core.bean.SeriesGroup,15,2,5,27,0,15,24,67,D:\Projetos\_Web\Weasis\weasis-acquire\weasis-acquire-explorer\src\main\java\org\weasis\acquire\explorer\core\bean\SeriesGroup.java,class,false,211
JPANEL,org.weasis.dicom.viewer2d.CineToolBar,1,3,5,0,0,1,15,17,D:\Projetos\_Web\Weasis\weasis-dicom\weasis-dicom-viewer2d\src\main\java\org\weasis\dicom\viewer2d\CineToolBar.java,class,false,111
[TAGABLE],org.weasis.core.api.media.data.SimpleTagable,7,1,2,0,0,7,5,12,D:\Projetos\_Web\Weasis\weasis-core\weasis-core-api\src\main\java\org\weasis\core\api\media\data\SimpleTagable.java,class,false,58
[BUNDLEACTIVATOR],org.weasis.dicom.explorer.internal.Activator,2,1,6,0,0,2,11,4,D:\Projetos\_Web\Weasis\weasis-dicom\weasis-dicom-explorer\src\main\java\org\weasis\dicom\explorer\internal\Activator.java,class,false,51
[MEDIASERIESGROUP],org.weasis.core.api.media.data.MediaSeriesGroupNode,14,1,5,0,1,14,20,37,D:\Projetos\_Web\Weasis\weasis-core\weasis-core-api\src\main\java\org\weasis\core\api\media\data\MediaSeriesGroupNode.java,class,false,129
COLORMAPOPIMAGE,org.weasis.core.api.image.op.RectifySignedShortDataOpImage,4,2,8,4,0,4,19,14,D:\Projetos\_Web\Weasis\weasis-core\weasis-core-api\src\main\java\org\weasis\core\api\image\op\RectifySignedShortDataOpImage.java,class,false,149
[UUIDABLE],org.weasis.core.ui.model.utils.imp.DefaultUUID,7,1,2,0,1,7,9,14,D:\Projetos\_Web\Weasis\weasis-core\weasis-core-ui\src\main\java\org\weasis\core\ui\model\utils\imp\DefaultUUID.java,class,false,70
UNDEFINED,org.weasis.acquire.explorer.gui.model.publish.PublishTreeModel,8,1,3,8,0,8,13,8,D:\Projetos\_Web\Weasis\weasis-acquire\weasis-acquire-explorer\src\main\java\org\weasis\acquire\explorer\gui\model\publish\PublishTreeModel.java,class,false,85
JPANEL,org.weasis.core.ui.editor.image.ImageViewerPlugin,47,3,24,636,4,47,159,285,D:\Projetos\_Web\Weasis\weasis-core\weasis-core-ui\src\main\java\org\weasis\core\ui\editor\image\ImageViewerPlugin.java,class,false,961
MEDIAELEMENT,org.weasis.dicom.sr.SRSpecialElement,2,3,4,1,0,2,6,4,D:\Projetos\_Web\Weasis\weasis-dicom\weasis-dicom-sr\src\main\java\org\weasis\dicom\sr\SRSpecialElement.java,class,false,42
UNDEFINED,org.weasis.core.ui.model.utils.algo.ConvexHull,10,1,0,27,0,10,20,35,D:\Projetos\_Web\Weasis\weasis-core\weasis-core-ui\src\main\java\org\weasis\core\ui\model\utils\algo\ConvexHull.java,class,false,168
JPANEL,org.weasis.dicom.explorer.print.DicomPrintOptionPane,4,2,3,0,0,4,55,6,D:\Projetos\_Web\Weasis\weasis-dicom\weasis-dicom-explorer\src\main\java\org\weasis\dicom\explorer\print\DicomPrintOptionPane.java,class,false,451
LOCALIZERPOSTER,org.weasis.dicom.codec.geometry.IntersectSlice,7,2,8,21,0,7,9,19,D:\Projetos\_Web\Weasis\weasis-dicom\weasis-dicom-codec\src\main\java\org\weasis\dicom\codec\geometry\IntersectSlice.java,class,false,88
MODULE,org.weasis.dicom.codec.macro.SeriesAndInstanceReference,13,2,6,78,0,13,8,16,D:\Projetos\_Web\Weasis\weasis-dicom\weasis-dicom-codec\src\main\java\org\weasis\dicom\codec\macro\SeriesAndInstanceReference.java,class,false,86
SERVICE,org.weasis.base.viewer2d.internal.Activator,11,1,21,43,0,11,55,56,D:\Projetos\_Web\Weasis\weasis-base\weasis-base-viewer2d\src\main\java\org\weasis\base\viewer2d\internal\Activator.java,class,false,195
UNDEFINED,org.weasis.core.api.util.LocalUtil,16,1,0,118,0,16,22,33,D:\Projetos\_Web\Weasis\weasis-core\weasis-core-api\src\main\java\org\weasis\core\api\util\LocalUtil.java,class,false,128
ADAPTER,org.weasis.core.ui.editor.image.CrosshairListener,21,2,8,78,0,21,28,44,D:\Projetos\_Web\Weasis\weasis-core\weasis-core-ui\src\main\java\org\weasis\core\ui\editor\image\CrosshairListener.java,class,false,166
MODEL,org.weasis.core.ui.model.graphic.imp.angle.CobbAngleToolGraphic,9,5,6,30,0,9,40,41,D:\Projetos\_Web\Weasis\weasis-core\weasis-core-ui\src\main\java\org\weasis\core\ui\model\graphic\imp\angle\CobbAngleToolGraphic.java,class,false,240
PRINTOPTIONS,org.weasis.dicom.explorer.print.DicomPrintOptions,31,2,3,375,0,31,3,32,D:\Projetos\_Web\Weasis\weasis-dicom\weasis-dicom-explorer\src\main\java\org\weasis\dicom\explorer\print\DicomPrintOptions.java,class,false,197
DIALOG,org.weasis.base.ui.gui.WeasisAboutBox,6,2,0,11,0,6,55,11,D:\Projetos\_Web\Weasis\weasis-base\weasis-base-ui\src\main\java\org\weasis\base\ui\gui\WeasisAboutBox.java,class,false,182
LOCALIZERPOSTER,org.weasis.dicom.codec.geometry.IntersectVolume,3,2,7,3,0,3,7,7,D:\Projetos\_Web\Weasis\weasis-dicom\weasis-dicom-codec\src\main\java\org\weasis\dicom\codec\geometry\IntersectVolume.java,class,false,56
[ICON],org.weasis.core.api.gui.util.DropButtonIcon,4,1,2,0,0,4,9,8,D:\Projetos\_Web\Weasis\weasis-core\weasis-core-api\src\main\java\org\weasis\core\api\gui\util\DropButtonIcon.java,class,false,58
UNDEFINED,org.weasis.dicom.codec.TagManager,4,1,4,0,0,4,7,13,D:\Projetos\_Web\Weasis\weasis-dicom\weasis-dicom-codec\src\main\java\org\weasis\dicom\codec\TagManager.java,class,false,61
