DesignRole,Classe,NOM,DIT,CBO,LCom,NOC,NOM,RFC,WMC,File,Type,IsArchitecturalRole
[IMESSAGE],org.bigbluebutton.api.messaging.messages.MeetingStarted,1,1,1,0,0,1,0,1,D:\Projetos\_Web\bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\MeetingStarted.java,class,false
UNDEFINED,org.bigbluebutton.app.videobroadcast.EventRecordingService,2,1,1,0,0,2,4,2,D:\Projetos\_Web\bigbluebutton\video-broadcast\src\main\java\org\bigbluebutton\app\videobroadcast\EventRecordingService.java,class,false
UNDEFINED,org.bigbluebutton.voiceconf.red5.ClientConnection,5,1,2,0,0,5,4,11,D:\Projetos\_Web\bigbluebutton\bbb-voice\src\main\java\org\bigbluebutton\voiceconf\red5\ClientConnection.java,class,false
SDPFIELD,org.zoolu.sdp.AttributeField,5,2,2,10,0,5,3,9,D:\Projetos\_Web\bigbluebutton\bbb-voice\src\main\java\org\zoolu\sdp\AttributeField.java,class,false
SERVICE,org.bigbluebutton.red5.client.messaging.ConnectionInvokerService,20,1,23,0,0,20,73,144,D:\Projetos\_Web\bigbluebutton\bigbluebutton-apps\src\main\java\org\bigbluebutton\red5\client\messaging\ConnectionInvokerService.java,class,false
UNDEFINED,org.bytedeco.javacpp.tools.Attribute,0,1,0,0,0,0,0,0,D:\Projetos\_Web\bigbluebutton\bbb-screenshare\jws\webstart\src\main\java\org\bytedeco\javacpp\tools\Attribute.java,class,false
ENTITY,jnlp.sample.util.VersionID,13,1,1,28,0,13,28,75,D:\Projetos\_Web\bigbluebutton\bbb-screenshare\app\src\main\java\jnlp\sample\util\VersionID.java,class,false
UNDEFINED,org.red5.app.sip.codecs.g729.DecAcelp,1,1,2,0,0,1,0,5,D:\Projetos\_Web\bigbluebutton\bbb-voice\src\main\java\org\red5\app\sip\codecs\g729\DecAcelp.java,class,false
UNDEFINED,org.bigbluebutton.app.screenshare.red5.Red5AppService,12,1,5,0,0,12,33,31,D:\Projetos\_Web\bigbluebutton\bbb-screenshare\app\src\main\java\org\bigbluebutton\app\screenshare\red5\Red5AppService.java,class,false
UNDEFINED,org.bigbluebutton.screenshare.client.DeskshareClient,30,1,5,281,0,30,12,42,D:\Projetos\_Web\bigbluebutton\bbb-screenshare\jws\webstart\src\main\java\org\bigbluebutton\screenshare\client\DeskshareClient.java,class,false
UNDEFINED,org.red5.app.sip.trancoders.TranscodedPcmAudioBuffer,3,1,2,0,0,3,2,5,D:\Projetos\_Web\bigbluebutton\bbb-voice\src\main\java\org\red5\app\sip\trancoders\TranscodedPcmAudioBuffer.java,class,false
PERSISTENCE,org.bigbluebutton.app.screenshare.ScreenshareStreamListener,3,1,7,1,0,3,16,13,D:\Projetos\_Web\bigbluebutton\bbb-screenshare\app\src\main\java\org\bigbluebutton\app\screenshare\ScreenshareStreamListener.java,class,false
UNDEFINED,org.bigbluebutton.screenshare.client.frame.CaptureRegionFrame,11,1,3,18,0,11,38,16,D:\Projetos\_Web\bigbluebutton\bbb-screenshare\jws\webstart\src\main\java\org\bigbluebutton\screenshare\client\frame\CaptureRegionFrame.java,class,false
