"Tecnicas;Design Role;Classe;Método;LOC;CC;Efferent;NOP;Problema de Design;Deveria ser REFATORADO por conta desse problema?; Se DISCORDAR, quais os motivos? "
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.MontarCabecalhoEmissaoDAE;process;44;8;11;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;GNRE;br.gov.se.sefaz.sae.concBanc.ng.GerenciadorGNRE;validarDadosIncluirGNRE;45;14;9;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.vencimentoIcms.VencimentoIcmsBase;montarComboSubGrupo;38;5;2;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.contribuinteInscrito.ExcluirItemDAE;process;38;6;11;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.antecipacaoMensal.AtualizarDAEMensalLiminarCassada;run;27;4;10;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.isencaoTributos.to.IPVA.EfetuarSolicitacaoIsencaoIPVAInicioBase;verificarDadosVeiculo;38;14;7;4;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAOOPERACIONAL;br.gov.se.sefaz.sae.consultas.to.relatorio.SolicitarRelatorio;process;30;9;7;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;calcularValoresEncargos;52;9;7;2;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;ocultarCamposDAE;56;1;1;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.isencaoTributos.to.listar.ConsultarDocumentos;montarDocDocumentosSolicitacao;19;4;8;4;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqChequeDevolvido;processarArquivo;58;8;19;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovConsolidadoGNREOnLine;validarSituacaoDocumento;31;16;13;3;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovConsolidadoDAE;registrarRecolhimentoDocumento;203;44;17;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.tipoDesconto.IncluirTipoDesconto;process;25;4;10;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.regularizarDAEDuplicado.ConsultarDAEDuplicado;process;45;21;9;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;gerarDae;42;18;8;1;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirItemTaxa;39;10;8;3;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.conciliacaoBancaria.to.consultaArquivo.ConsultarArquivosEnviadosBanco;process;56;13;12;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.documento.IdentificacaoDoc;setDadosItensDocCons;25;6;10;3;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.receita.ListarReceita;process;35;9;9;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.TransacaoCustodiais;montarCampoLookUp;25;5;9;6;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorCheqDev;registraCamposHistoricoCheque;38;12;6;3;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.GerarArqRepasseBB;gravarArquivo;122;22;14;1;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.ExcluirItem;process;67;17;11;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.ipva.ConsultarPrevisaoArrecIPVA;process;82;18;12;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.desmembramento.das.IncluirItemDocDesmembram;process;35;10;13;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.documento.ConsultaAvancadaFiscalizacao;initialize;23;1;3;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.dae.AlterarDAE;process;96;28;23;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovConsolidadoGNREOnLine;validarDocumentoMovimentoConsolidado;114;24;24;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.concBanc.ng.GerenciadorConcBancBase;registrarMovConsolidado;23;3;8;8;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovOnLineGNREOnLine;validarSituacaoDocumento;34;13;9;3;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.dadosConcBanc.ConfirmarAlteracaoDadosConciliacaoBancaria;initialize;45;7;8;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.contribuinte.ConsultaArrecadacaoARecolher;getOcorrenciasNavegacao;26;4;9;5;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorCheqDev;gerarNotificacaoCadastroChequeDev;41;3;14;5;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorOperacional;verificarContaRepetida;10;2;6;5;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorOperacional;existeValorRepasse;10;2;9;3;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirPropiedadesItemDaeICMSContribuiteInscrito;160;29;10;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.talonario.to.devolverTalao.ConfirmarDevolucaoTalao;setValoresDAE;29;6;6;3;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.unidadeTalao.IncluirUnidadeTalao;process;24;2;11;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.EmitirDAEContribuinteNaoInscrito;validarSituacaoContrib;19;7;3;2;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.concBanc.ng.GerenciadorRepasse;consultarRepasseFunprevporPeriodoEntidades;26;10;6;5;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.documento.ItemDetalheDAE;getDsParcelaApuracao;46;9;2;1;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.talonario.ConsultarDAEManual;getOcorrenciasNavegacao;20;3;9;3;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.contribuinte.ConsultaArrecadacaoRecolhidos;process;26;2;5;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;UNDEFINED;br.gov.se.sefaz.sae.ng.GerenciadorMantab;navegacaoMantabUtil;34;7;9;6;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovConsolidadoGNRE;validar;64;13;16;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.vencimento.ConsultarVencimentoICMS;validarMesAnoReferencia;10;6;4;2;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.conciliacaoBancaria.to.fechamento.ExcluirDataFechamentoMensal;process;37;3;8;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirItemDAEImpExp;42;15;11;3;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.isencaoTributos.to.InserirTpSolicitanteIsencaoPorData;process;89;11;15;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorCheqDev;baixarChequeDevolvido;29;3;12;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.arquivo.ProcessarArquivoRecebidoBase;DocumentoArrecadacao;16;1;5;14;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovOnLineGNREOnLine;processarArquivo;55;22;12;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.isencaoTributos.to.ICMS.AtenderSolicitacaoAguardFiscalizacaoFinal;doProcess;46;6;18;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorIsencaoTributos;obterDetalheIsencao;11;3;7;4;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;GNRE;br.gov.se.sefaz.sae.concBanc.ng.GerenciadorGNRE;setGNRE;186;57;23;3;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.documento.ConsultaAvancadaFiscalizacao;valoresModoExibicao;26;6;5;3;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.contribuinteNaoInscrito.EmitirDAEContribuinteNaoInscrito;process;42;6;13;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.correcao.CorrigirDadosGNRE;gravarHistoricoGNRE;27;6;11;8;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.GerarItemReceitaOutrosOrgaos;process;40;7;10;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;[CONSTANTESEMISSAODAE];br.gov.se.sefaz.sae.util.data.DatasSAE;obterMesAntecedente;25;13;1;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqChequeDevolvido;getChdChequeDevolvidoAtual;23;2;9;4;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirPropriedadesItemReceitaNaoTributaria;109;10;10;2;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.GerarItemMultaFiscal;process;28;4;7;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.cadastro.conta.InserirContaBancaria;montarComboAgenciaAtiva;30;7;9;1;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.cancelamento.dae.ConsultarDAECancelamento;process;90;27;16;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.inscricaoEstadual.ConfirmarAlteracaoDadosInscricaoEstadual;initialize;82;11;7;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;obterDAEPorNumeroDAE;47;14;9;1;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorTalonario;gerarSequenciaDAEManual;55;9;8;4;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;obterDAESIT;70;14;17;2;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.isencaoTributos.to.listar.ConsultarDocumentos;process;14;6;4;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.desmembramento.das.ConcluirDesmembramDoc;process;19;2;9;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.conciliacaoBancaria.to.consulta.ConsultarDocsAlteradosRepassados;getOcorrenciasNavegacao;24;4;10;2;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.repasse.ConsultaRepasseFUNPREV;setItensDocumento;138;25;10;4;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorIntegracao;obterValorArrecadado;15;4;10;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorCheqDev;getChequeDevolvido_;23;1;7;4;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorConsulta;obterDAENaoRepassado;23;7;5;5;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.formaRecolhimento.AlterarFormaRecolhimento;process;41;7;11;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GNRE;br.gov.se.sefaz.sae.concBanc.ng.GerenciadorGNRE;setGNRE;186;57;23;3;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.contribuinteInscrito.EmitirDAEContribuinteInscrito;process;127;27;16;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.EmitirDAEEspecialContribuinte;process;135;28;17;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovOnLineDAE;processarArquivo;66;21;13;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.GerarItemReceitaExtraOrc;process;17;1;9;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.contribuinte.ConsultaArrecadacaoARecolher;getOcorrenciasNavegacao;26;4;9;5;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;[CONSTANTES];br.gov.se.sefaz.sae.ng.GerenciadorCustodiais;registrarHistoricoCustodialCmdSQL;167;15;9;5;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovConsolidadoDAE;processarArquivo;43;15;11;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.talonario.to.repasse.RepassarTalao;process;38;9;14;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.arquivo.ProcessarArquivoRecebidoBase;getPendenciaArquivo;7;6;4;4;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.cheqDev.to.baixa.BaixarCheqPago;process;80;15;12;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorIntegracao;obterVencimentoReceita;44;16;10;13;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.concBanc.ng.GerenciadorConcBancBase;cadastrarContribuinteDAS;43;5;13;1;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.cheqDev.ListarDocumentoCheque;setItensDocumento;35;6;9;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.AlterarItem;process;125;52;14;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.itcmd.ConsultarContribuinteITCMD;process;72;21;14;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.talonario.to.repassarTalao.ConfirmarRepasseTalaoSupervisor;process;39;7;16;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.GerarItemICMSContribuinteNaoInscrito;initialize;84;27;8;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.percentCalculoReceita.IncluirPercentCalculoReceita;process;77;33;12;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovOnLineGNRE;registrar;37;6;16;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirPropiedadesItemDaePSDI;94;13;10;2;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.combSituacaoChequeDev.IncluirCombSituacaoChequeDev;process;23;2;8;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.GerarItemMultaFiscalConfirmar;initialize;29;2;2;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovConsolidadoDAE;validarSituacaoDocumento;37;15;14;3;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.motivoDAEManual.IncluirMotivoDAEManual;process;24;2;10;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
 D ;ENTITY;br.gov.se.sefaz.sae.ne.ValorCampoLayout;getValorCampoLayout;12;3;6;3;Alto Acoplamento Efferent;(1) Discordo Fortemente;;
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirItemDAEPSDI;93;27;14;3;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.receita.AlterarReceita;montarComboReceitaPai;26;5;8;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.contribuinteNaoInscrito.EmitirDaeEspecialContribuinte;process;77;23;14;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.cancelamento.dar.ConsultarDARCancelamento;process;35;8;10;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.contribuinte.ConsultaArrecadacaoRecolhidos;setItensDocumento;43;10;10;4;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.motivoTalao.AlterarMotivoTalao;process;24;2;9;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;[CONSTANTES, CONSTANTESEMISSAODAE];br.gov.se.sefaz.sae.util.campo.CamposSAE;montarComboGrupoMotivo;26;4;8;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.talonario.to.distribuirTalao.ConfimacaoDistribuicaoTalao;process;44;5;17;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.viaEletronicaDAEManual.ConsultarContribuinteDAEManual;process;118;40;19;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.isencaoTributos.to.ICMS.AtenderSolicitacaoAguardRegularizacaoFinal;doProcess;50;6;17;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorOperacional;exibirCamposGNRE;205;84;17;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.concBanc.ConsultaConcBanc;getCamposExibicao;28;8;6;1;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.GerarItemImportacaoConfirmar;process;21;7;9;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.contribuinteNaoInscrito.AlterarItemDAE;initialize;114;49;14;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.dar.AlterarDAR;initialize;31;8;3;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.talonario.to.baixarDAEManual.RegistrarBaixaDAEManual;process;61;19;10;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.documento.ConsultaAvancadaSAE;montaQuery;173;26;14;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorTalonario;registrarRecebimentoDoTalao;17;6;7;7;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovConsolidadoDAE;registrarRecolhimentoDocumento;203;44;17;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;registrarAlteracaoHistoricoDAE;36;14;8;8;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.desmembramento.itemDae.AlterarItemDesmembramentoDAE;initialize;112;18;10;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.gnre.AlterarGNREConfirmar;initialize;43;9;8;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.conciliacaoBancaria.to.repasse.RegistrarConfirmacaoRepasseFinanceiro;process;76;14;21;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;DBADOCUMENTOBASE;br.gov.se.sefaz.sae.ne.DalDocArrecLegado;setDAL;38;1;1;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovConsolidadoGNREOnLine;registrarDadosConcBanc;137;22;18;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.cheqDev.ConsultarCheqDev;montaCamposModoExibicaoData;20;13;3;2;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.talonario.to.emitirTermoEntregaTalao.ConfirmarEmissaoTermoRegiao;initialize;16;2;10;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.cheqDev.to.baixa.BaixarChequeDev;process;41;7;9;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.vencimento.ConsultarVencimentoICMS;comparaDataInicialFinal;10;8;2;6;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorOperacional;validarDadosDASDesmembramento;32;14;10;3;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.isencaoTributos.to.consulta.ConsultaAvancadaIsencaoTributos;montaQuery;23;2;4;2;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovOnLineGNRE;registrarRecolhimentoDocumento;189;55;24;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;getParcelaApuracao;46;9;2;1;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirItemITD;59;26;11;3;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;registrarDAE;24;9;8;1;Metodo Longo;(1) Discordo Fortemente;;"
