Commmit-name,Refactring-name,Refactoring-Type,Code Element Left,Code Element Right,Class After,Class Before,Short Message,Full Message
6d3de292dfc637d1b9ffb1aee0e812dd32d20b28,Change Parameter Type,CHANGE_PARAMETER_TYPE,[com.zegoggles.smssync.contacts.ContactAccessorPre20],[com.zegoggles.smssync.contacts.ContactAccessorPre20]
6d3de292dfc637d1b9ffb1aee0e812dd32d20b28,Rename Parameter,RENAME_PARAMETER,[com.zegoggles.smssync.mail.MessageConverter],[com.zegoggles.smssync.mail.MessageConverter]
6d3de292dfc637d1b9ffb1aee0e812dd32d20b28,Rename Parameter,RENAME_PARAMETER,[com.zegoggles.smssync.contacts.ContactAccessor],[com.zegoggles.smssync.contacts.ContactAccessor]
6d3de292dfc637d1b9ffb1aee0e812dd32d20b28,Change Parameter Type,CHANGE_PARAMETER_TYPE,[com.zegoggles.smssync.contacts.ContactAccessor],[com.zegoggles.smssync.contacts.ContactAccessor]
d02af2e6ab8a3ef9ea5e18c578c6862d299ab96f,Rename Method,RENAME_METHOD,[com.zegoggles.smssync.mail.HeaderGeneratorTest],[com.zegoggles.smssync.mail.HeaderGeneratorTest]
7b01ea66ea455db5967ea2b5e1ac64a379864798,Extract And Move Method,EXTRACT_AND_MOVE_OPERATION,[com.zegoggles.smssync.mail.MessageGenerator],[com.zegoggles.smssync.mail.MessageGenerator]
ecaba6edda278d71f60f449d716f5d5b6745a1b4,Change Variable Type,CHANGE_VARIABLE_TYPE,[com.zegoggles.smssync.mail.MessageGenerator],[com.zegoggles.smssync.mail.MessageGenerator]
ecaba6edda278d71f60f449d716f5d5b6745a1b4,Rename Variable,RENAME_VARIABLE,[com.zegoggles.smssync.mail.MessageGenerator],[com.zegoggles.smssync.mail.MessageGenerator]
ecaba6edda278d71f60f449d716f5d5b6745a1b4,Rename Variable,RENAME_VARIABLE,[com.zegoggles.smssync.mail.MessageGenerator],[com.zegoggles.smssync.mail.MessageGenerator]
ecaba6edda278d71f60f449d716f5d5b6745a1b4,Replace Variable With Attribute,REPLACE_VARIABLE_WITH_ATTRIBUTE,[com.zegoggles.smssync.service.Alarms],[com.zegoggles.smssync.service.Alarms]
ecaba6edda278d71f60f449d716f5d5b6745a1b4,Replace Variable With Attribute,REPLACE_VARIABLE_WITH_ATTRIBUTE,[com.zegoggles.smssync.service.Alarms],[com.zegoggles.smssync.service.Alarms]
ecaba6edda278d71f60f449d716f5d5b6745a1b4,Replace Variable With Attribute,REPLACE_VARIABLE_WITH_ATTRIBUTE,[com.zegoggles.smssync.service.Alarms],[com.zegoggles.smssync.service.Alarms]
ecaba6edda278d71f60f449d716f5d5b6745a1b4,Replace Variable With Attribute,REPLACE_VARIABLE_WITH_ATTRIBUTE,[com.zegoggles.smssync.service.Alarms],[com.zegoggles.smssync.service.Alarms]
ecaba6edda278d71f60f449d716f5d5b6745a1b4,Extract Method,EXTRACT_OPERATION,[com.zegoggles.smssync.service.SmsBackupService],[com.zegoggles.smssync.service.SmsBackupService]
ecaba6edda278d71f60f449d716f5d5b6745a1b4,Rename Method,RENAME_METHOD,[com.zegoggles.smssync.service.AlarmsTest],[com.zegoggles.smssync.service.AlarmsTest]
aba252df2f47c3b9e5cc9c0a1d74b1becc00c87a,Rename Method,RENAME_METHOD,[com.zegoggles.smssync.mail.MessageGeneratorTest],[com.zegoggles.smssync.mail.MessageGeneratorTest]
aba252df2f47c3b9e5cc9c0a1d74b1becc00c87a,Rename Method,RENAME_METHOD,[com.zegoggles.smssync.mail.MessageGeneratorTest],[com.zegoggles.smssync.mail.MessageGeneratorTest]
80e87b3a96cce35b5b509a2d9e28dd94f0486361,Change Parameter Type,CHANGE_PARAMETER_TYPE,[com.zegoggles.smssync.auth.XOAuthConsumer],[com.zegoggles.smssync.auth.XOAuthConsumer]
80e87b3a96cce35b5b509a2d9e28dd94f0486361,Rename Parameter,RENAME_PARAMETER,[com.zegoggles.smssync.calendar.CalendarAccessorPost40],[com.zegoggles.smssync.calendar.CalendarAccessorPost40]
80e87b3a96cce35b5b509a2d9e28dd94f0486361,Change Parameter Type,CHANGE_PARAMETER_TYPE,[com.zegoggles.smssync.calendar.CalendarAccessorPost40],[com.zegoggles.smssync.calendar.CalendarAccessorPost40]
80e87b3a96cce35b5b509a2d9e28dd94f0486361,Rename Parameter,RENAME_PARAMETER,[com.zegoggles.smssync.calendar.CalendarAccessorPost40],[com.zegoggles.smssync.calendar.CalendarAccessorPost40]
80e87b3a96cce35b5b509a2d9e28dd94f0486361,Change Parameter Type,CHANGE_PARAMETER_TYPE,[com.zegoggles.smssync.calendar.CalendarAccessorPost40],[com.zegoggles.smssync.calendar.CalendarAccessorPost40]
80e87b3a96cce35b5b509a2d9e28dd94f0486361,Rename Parameter,RENAME_PARAMETER,[com.zegoggles.smssync.calendar.CalendarAccessorPre40],[com.zegoggles.smssync.calendar.CalendarAccessorPre40]
80e87b3a96cce35b5b509a2d9e28dd94f0486361,Change Parameter Type,CHANGE_PARAMETER_TYPE,[com.zegoggles.smssync.calendar.CalendarAccessorPre40],[com.zegoggles.smssync.calendar.CalendarAccessorPre40]
80e87b3a96cce35b5b509a2d9e28dd94f0486361,Rename Parameter,RENAME_PARAMETER,[com.zegoggles.smssync.calendar.CalendarAccessorPre40],[com.zegoggles.smssync.calendar.CalendarAccessorPre40]
80e87b3a96cce35b5b509a2d9e28dd94f0486361,Change Parameter Type,CHANGE_PARAMETER_TYPE,[com.zegoggles.smssync.calendar.CalendarAccessorPre40],[com.zegoggles.smssync.calendar.CalendarAccessorPre40]
80e87b3a96cce35b5b509a2d9e28dd94f0486361,Rename Parameter,RENAME_PARAMETER,[com.zegoggles.smssync.calendar.CalendarAccessor],[com.zegoggles.smssync.calendar.CalendarAccessor]
80e87b3a96cce35b5b509a2d9e28dd94f0486361,Change Parameter Type,CHANGE_PARAMETER_TYPE,[com.zegoggles.smssync.calendar.CalendarAccessor],[com.zegoggles.smssync.calendar.CalendarAccessor]
80e87b3a96cce35b5b509a2d9e28dd94f0486361,Rename Parameter,RENAME_PARAMETER,[com.zegoggles.smssync.calendar.CalendarAccessor],[com.zegoggles.smssync.calendar.CalendarAccessor]
80e87b3a96cce35b5b509a2d9e28dd94f0486361,Change Parameter Type,CHANGE_PARAMETER_TYPE,[com.zegoggles.smssync.calendar.CalendarAccessor],[com.zegoggles.smssync.calendar.CalendarAccessor]
3e1035238d03ded0d221494a88be0fd797d45e6b,Rename Attribute,RENAME_ATTRIBUTE,[com.zegoggles.smssync.mail.MessageGenerator],[com.zegoggles.smssync.mail.MessageGenerator]
3e1035238d03ded0d221494a88be0fd797d45e6b,Extract And Move Method,EXTRACT_AND_MOVE_OPERATION,[com.zegoggles.smssync.service.BackupQueryBuilder],[com.zegoggles.smssync.service.BackupQueryBuilder]
3e1035238d03ded0d221494a88be0fd797d45e6b,Extract And Move Method,EXTRACT_AND_MOVE_OPERATION,[com.zegoggles.smssync.contacts.ContactAccessorPost20],[com.zegoggles.smssync.contacts.ContactAccessorPost20]
b955f8cbe970f589338f553e22771bcec281984a,Rename Method,RENAME_METHOD,[com.zegoggles.smssync.mail.PersonRecord],[com.zegoggles.smssync.mail.PersonRecord]
b955f8cbe970f589338f553e22771bcec281984a,Rename Method,RENAME_METHOD,[com.zegoggles.smssync.mail.PersonRecordTest],[com.zegoggles.smssync.mail.PersonRecordTest]
4e8bf27ea3931bf3f9d895696d822348b04d7a07,Rename Parameter,RENAME_PARAMETER,[com.zegoggles.smssync.activity.auth.AccountManagerAuthActivity],[com.zegoggles.smssync.activity.auth.AccountManagerAuthActivity]
4e8bf27ea3931bf3f9d895696d822348b04d7a07,Replace Variable With Attribute,REPLACE_VARIABLE_WITH_ATTRIBUTE,[com.zegoggles.smssync.preferences.AuthPreferences],[com.zegoggles.smssync.preferences.AuthPreferences]
4e8bf27ea3931bf3f9d895696d822348b04d7a07,Replace Variable With Attribute,REPLACE_VARIABLE_WITH_ATTRIBUTE,[com.zegoggles.smssync.preferences.AuthPreferences],[com.zegoggles.smssync.preferences.AuthPreferences]
4e8bf27ea3931bf3f9d895696d822348b04d7a07,Replace Variable With Attribute,REPLACE_VARIABLE_WITH_ATTRIBUTE,[com.zegoggles.smssync.preferences.AuthPreferences],[com.zegoggles.smssync.preferences.AuthPreferences]
4e8bf27ea3931bf3f9d895696d822348b04d7a07,Replace Variable With Attribute,REPLACE_VARIABLE_WITH_ATTRIBUTE,[com.zegoggles.smssync.preferences.AuthPreferences],[com.zegoggles.smssync.preferences.AuthPreferences]
4e8bf27ea3931bf3f9d895696d822348b04d7a07,Replace Variable With Attribute,REPLACE_VARIABLE_WITH_ATTRIBUTE,[com.zegoggles.smssync.preferences.AuthPreferences],[com.zegoggles.smssync.preferences.AuthPreferences]
4e8bf27ea3931bf3f9d895696d822348b04d7a07,Replace Variable With Attribute,REPLACE_VARIABLE_WITH_ATTRIBUTE,[com.zegoggles.smssync.preferences.AuthPreferences],[com.zegoggles.smssync.preferences.AuthPreferences]
4e8bf27ea3931bf3f9d895696d822348b04d7a07,Replace Variable With Attribute,REPLACE_VARIABLE_WITH_ATTRIBUTE,[com.zegoggles.smssync.preferences.AuthPreferences],[com.zegoggles.smssync.preferences.AuthPreferences]
4e8bf27ea3931bf3f9d895696d822348b04d7a07,Replace Variable With Attribute,REPLACE_VARIABLE_WITH_ATTRIBUTE,[com.zegoggles.smssync.preferences.AuthPreferences],[com.zegoggles.smssync.preferences.AuthPreferences]
4e8bf27ea3931bf3f9d895696d822348b04d7a07,Replace Variable With Attribute,REPLACE_VARIABLE_WITH_ATTRIBUTE,[com.zegoggles.smssync.preferences.AuthPreferences],[com.zegoggles.smssync.preferences.AuthPreferences]
4e8bf27ea3931bf3f9d895696d822348b04d7a07,Replace Variable With Attribute,REPLACE_VARIABLE_WITH_ATTRIBUTE,[com.zegoggles.smssync.preferences.AuthPreferences],[com.zegoggles.smssync.preferences.AuthPreferences]
4e8bf27ea3931bf3f9d895696d822348b04d7a07,Replace Variable With Attribute,REPLACE_VARIABLE_WITH_ATTRIBUTE,[com.zegoggles.smssync.preferences.AuthPreferences],[com.zegoggles.smssync.preferences.AuthPreferences]
4e8bf27ea3931bf3f9d895696d822348b04d7a07,Rename Parameter,RENAME_PARAMETER,[com.zegoggles.smssync.tasks.RequestTokenTask],[com.zegoggles.smssync.tasks.RequestTokenTask]
4e8bf27ea3931bf3f9d895696d822348b04d7a07,Move Attribute,MOVE_ATTRIBUTE,[com.zegoggles.smssync.mail.PersonRecord],[com.zegoggles.smssync.mail.PersonLookup]
4e8bf27ea3931bf3f9d895696d822348b04d7a07,Move Attribute,MOVE_ATTRIBUTE,[com.zegoggles.smssync.mail.PersonRecord],[com.zegoggles.smssync.mail.PersonLookup]
4e8bf27ea3931bf3f9d895696d822348b04d7a07,Move Method,MOVE_OPERATION,[com.zegoggles.smssync.mail.PersonRecord],[com.zegoggles.smssync.mail.PersonLookup]
