DesignRole,Classe,NOM,DIT,CBO,LCom,NOC,NOM,RFC,WMC,File,Type,IsArchitecturalRole
UNDEFINED,org.owasp.esapi.reference.accesscontrol.policyloader.ACRParameterLoaderHelper,1,1,1,0,0,1,14,25,D:\Projetos\_Benchmark2018\esapi-java-legacy\src\main\java\org\owasp\esapi\reference\accesscontrol\policyloader\ACRParameterLoaderHelper.java,class,false
TEST,org.owasp.esapi.waf.GoodRequestTest,2,3,5,1,0,2,3,2,D:\Projetos\_Benchmark2018\esapi-java-legacy\src\test\java\org\owasp\esapi\waf\GoodRequestTest.java,class,false
UNDEFINED,org.owasp.esapi.reference.accesscontrol.policyloader.ACRPolicyFileLoader,2,1,8,0,0,2,16,17,D:\Projetos\_Benchmark2018\esapi-java-legacy\src\main\java\org\owasp\esapi\reference\accesscontrol\policyloader\ACRPolicyFileLoader.java,class,false
TEST,org.owasp.esapi.reference.IntrusionDetectorTest,6,2,11,15,0,6,18,8,D:\Projetos\_Benchmark2018\esapi-java-legacy\src\test\java\org\owasp\esapi\reference\IntrusionDetectorTest.java,class,false
TEST,org.owasp.esapi.codecs.HTMLEntityCodecTest,5,1,4,0,0,5,4,5,D:\Projetos\_Benchmark2018\esapi-java-legacy\src\test\java\org\owasp\esapi\codecs\HTMLEntityCodecTest.java,class,false
HTTPSERVLETREQUESTWRAPPER,org.owasp.esapi.waf.internal.InterceptingHTTPServletRequest,8,2,10,10,0,8,28,24,D:\Projetos\_Benchmark2018\esapi-java-legacy\src\main\java\org\owasp\esapi\waf\internal\InterceptingHTTPServletRequest.java,class,false
UNDEFINED,DisplayEncryptedProperties,4,1,2,6,0,4,12,8,D:\Projetos\_Benchmark2018\esapi-java-legacy\src\examples\java\DisplayEncryptedProperties.java,class,false
ABSTRACTCODEC,org.owasp.esapi.codecs.CSSCodec,2,3,4,1,0,2,13,26,D:\Projetos\_Benchmark2018\esapi-java-legacy\src\main\java\org\owasp\esapi\codecs\CSSCodec.java,class,false
UNDEFINED,org.owasp.esapi.waf.rules.Rule,4,1,6,4,1,4,7,6,D:\Projetos\_Benchmark2018\esapi-java-legacy\src\main\java\org\owasp\esapi\waf\rules\Rule.java,class,false
TEST,org.owasp.esapi.reference.TestWarning,1,2,1,0,0,1,0,1,D:\Projetos\_Benchmark2018\esapi-java-legacy\src\test\java\org\owasp\esapi\reference\TestWarning.java,class,false
ABSTRACTACCESSREFERENCEMAP,org.owasp.esapi.reference.RandomAccessReferenceMap,5,2,2,10,0,5,6,6,D:\Projetos\_Benchmark2018\esapi-java-legacy\src\main\java\org\owasp\esapi\reference\RandomAccessReferenceMap.java,class,false
UNDEFINED,org.owasp.esapi.StringUtilities,8,1,2,26,0,8,16,31,D:\Projetos\_Benchmark2018\esapi-java-legacy\src\main\java\org\owasp\esapi\StringUtilities.java,class,false
EXCEPTION,org.owasp.esapi.errors.EncryptionRuntimeException,3,3,1,3,0,3,0,3,D:\Projetos\_Benchmark2018\esapi-java-legacy\src\main\java\org\owasp\esapi\errors\EncryptionRuntimeException.java,class,false
DEFAULTSECURITYCONFIGURATION,org.owasp.esapi.reference.UnitTestSecurityConfiguration,12,2,1,66,0,12,2,12,D:\Projetos\_Benchmark2018\esapi-java-legacy\src\test\java\org\owasp\esapi\reference\UnitTestSecurityConfiguration.java,class,false
RULE,org.owasp.esapi.waf.rules.AddSecureFlagRule,3,2,6,1,0,3,5,6,D:\Projetos\_Benchmark2018\esapi-java-legacy\src\main\java\org\owasp\esapi\waf\rules\AddSecureFlagRule.java,class,false
TEST,org.owasp.esapi.codecs.percent.PercentCodecKnownIssuesTest,1,1,3,0,0,1,4,1,D:\Projetos\_Benchmark2018\esapi-java-legacy\src\test\java\org\owasp\esapi\codecs\percent\PercentCodecKnownIssuesTest.java,class,false
PERSISTENCE,org.owasp.esapi.waf.internal.InterceptingServletOutputStream,10,2,2,0,0,10,14,27,D:\Projetos\_Benchmark2018\esapi-java-legacy\src\main\java\org\owasp\esapi\waf\internal\InterceptingServletOutputStream.java,class,false
ABSTRACTCODEC,org.owasp.esapi.codecs.DB2Codec,2,3,4,1,0,2,5,14,D:\Projetos\_Benchmark2018\esapi-java-legacy\src\main\java\org\owasp\esapi\codecs\DB2Codec.java,class,false
UNDEFINED,ESAPILogging,1,1,2,0,0,1,7,2,D:\Projetos\_Benchmark2018\esapi-java-legacy\src\examples\java\ESAPILogging.java,class,false
[ORG.OWASP.ESAPI.AUTHENTICATOR],org.owasp.esapi.reference.AbstractAuthenticator,14,1,18,81,1,14,52,55,D:\Projetos\_Benchmark2018\esapi-java-legacy\src\main\java\org\owasp\esapi\reference\AbstractAuthenticator.java,class,false
TEST,org.owasp.esapi.codecs.AbstractCodecTest,79,2,16,1069,0,79,31,79,D:\Projetos\_Benchmark2018\esapi-java-legacy\src\test\java\org\owasp\esapi\codecs\AbstractCodecTest.java,class,false
[SERVLETCONTEXT],org.owasp.esapi.http.MockServletContext,51,1,14,1275,1,51,6,51,D:\Projetos\_Benchmark2018\esapi-java-legacy\src\test\java\org\owasp\esapi\http\MockServletContext.java,class,false
[ORG.OWASP.ESAPI.EXECUTOR],org.owasp.esapi.reference.DefaultExecutor,7,1,7,3,0,7,41,42,D:\Projetos\_Benchmark2018\esapi-java-legacy\src\main\java\org\owasp\esapi\reference\DefaultExecutor.java,class,false
RULE,org.owasp.esapi.waf.rules.PathExtensionRule,2,2,7,0,0,2,6,6,D:\Projetos\_Benchmark2018\esapi-java-legacy\src\main\java\org\owasp\esapi\waf\rules\PathExtensionRule.java,class,false
