DesignRole,Classe,NOM,DIT,CBO,LCom,NOC,NOM,RFC,WMC,File,Type,IsArchitecturalRole
DIALOG,org.geowe.client.local.layermanager.tool.export.GitHubRepositoryListDialog,10,2,23,54,0,10,54,14,D:\Projetos\_Web\geowe-core\src\main\java\org\geowe\client\local\layermanager\tool\export\GitHubRepositoryListDialog.java,class,false
VIEW,org.geowe.client.local.layermanager.tool.create.GitHubImportTab,11,2,27,63,0,11,53,20,D:\Projetos\_Web\geowe-core\src\main\java\org\geowe\client\local\layermanager\tool\create\GitHubImportTab.java,class,false
TOGGLEBUTTON,org.geowe.client.local.main.tool.edition.RotateTool,3,3,12,1,0,3,10,3,D:\Projetos\_Web\geowe-core\src\main\java\org\geowe\client\local\main\tool\edition\RotateTool.java,class,false
DIALOG,org.geowe.client.local.main.tool.project.OpenProjectDialog,14,2,18,88,0,14,53,16,D:\Projetos\_Web\geowe-core\src\main\java\org\geowe\client\local\main\tool\project\OpenProjectDialog.java,class,false
UNDEFINED,org.geowe.client.local.style.VertexStyles,3,1,2,1,0,3,13,6,D:\Projetos\_Web\geowe-core\src\main\java\org\geowe\client\local\style\VertexStyles.java,class,false
UNDEFINED,org.geowe.client.local.App,2,1,13,1,0,2,15,2,D:\Projetos\_Web\geowe-core\src\main\java\org\geowe\client\local\App.java,class,false
ENTITY,org.geowe.client.local.style.VertexStyleDef,6,1,1,9,0,6,0,6,D:\Projetos\_Web\geowe-core\src\main\java\org\geowe\client\local\style\VertexStyleDef.java,class,false
UNDEFINED,org.geowe.client.local.github.request.GitHubGetFileRequest,5,1,13,13,0,5,22,10,D:\Projetos\_Web\geowe-core\src\main\java\org\geowe\client\local\github\request\GitHubGetFileRequest.java,class,false
UNDEFINED,org.geowe.client.local.main.tool.project.ProjectVectorLayer,11,1,3,29,0,11,6,11,D:\Projetos\_Web\geowe-core\src\main\java\org\geowe\client\local\main\tool\project\ProjectVectorLayer.java,class,false
DIALOG,org.geowe.client.local.main.tool.info.JoinDataDialog,24,2,16,212,0,24,67,25,D:\Projetos\_Web\geowe-core\src\main\java\org\geowe\client\local\main\tool\info\JoinDataDialog.java,class,false
UNDEFINED,org.geowe.server.DivideLineStringTool,6,1,6,15,0,6,18,11,D:\Projetos\_Web\geowe-core\src\main\java\org\geowe\server\DivideLineStringTool.java,class,false
TOGGLEBUTTON,org.geowe.client.local.main.tool.extent.LockCurrentExtentTool,7,3,24,51,0,7,43,15,D:\Projetos\_Web\geowe-core\src\main\java\org\geowe\client\local\main\tool\extent\LockCurrentExtentTool.java,class,false
VIEW,org.geowe.client.local.main.map.SimpleMapVerticalLegend,5,3,8,8,0,5,21,8,D:\Projetos\_Web\geowe-core\src\main\java\org\geowe\client\local\main\map\SimpleMapVerticalLegend.java,class,false
UNDEFINED,org.geowe.client.local.model.style.FillStyle,9,1,1,12,0,9,3,13,D:\Projetos\_Web\geowe-core\src\main\java\org\geowe\client\local\model\style\FillStyle.java,class,false
MODEL,org.geowe.client.local.main.tool.map.catalog.model.BingLayerDef,4,2,6,0,0,4,4,4,D:\Projetos\_Web\geowe-core\src\main\java\org\geowe\client\local\main\tool\map\catalog\model\BingLayerDef.java,class,false
HTTPSERVLET,org.geowe.server.upload.FileUploadZipServlet,3,2,9,0,0,3,33,19,D:\Projetos\_Web\geowe-core\src\main\java\org\geowe\server\upload\FileUploadZipServlet.java,class,false
