DesignRole,Classe,NOM,DIT,CBO,LCom,NOC,NOM,RFC,WMC,File,Type,IsArchitecturalRole,LOC
RESIZABLEWINDOW,org.jumpmind.metl.ui.views.design.TableColumnSelectWindow,12,2,26,24,0,12,73,64,D:\Projetos\_Web\metl\metl-ui\src\main\java\org\jumpmind\metl\ui\views\design\TableColumnSelectWindow.java,class,false,391
ABSTRACTSELECTEDVALUEMENUMANAGER,org.jumpmind.metl.ui.views.design.menu.ProjectVersionMenuManager,3,3,3,3,0,3,8,9,D:\Projetos\_Web\metl\metl-ui\src\main\java\org\jumpmind\metl\ui\views\design\menu\ProjectVersionMenuManager.java,class,false,80
EXECUTIONTRACKERLOGGER,org.jumpmind.metl.core.runtime.ExecutionTrackerRecorder,13,2,13,0,0,13,81,63,D:\Projetos\_Web\metl\metl-core\src\main\java\org\jumpmind\metl\core\runtime\ExecutionTrackerRecorder.java,class,false,282
ABSTRACTSELECTEDVALUEMENUMANAGER,org.jumpmind.metl.ui.views.design.menu.ProjectMenuManager,2,3,2,1,0,2,1,2,D:\Projetos\_Web\metl\metl-ui\src\main\java\org\jumpmind\metl\ui\views\design\menu\ProjectMenuManager.java,class,false,42
HASHMAP,org.jumpmind.metl.core.util.NameValue,3,2,0,0,0,3,1,3,D:\Projetos\_Web\metl\metl-core\src\main\java\org\jumpmind\metl\core\util\NameValue.java,class,false,47
TEST,org.jumpmind.metl.core.runtime.component.TextFileReaderTest,10,1,19,25,0,10,41,12,D:\Projetos\_Web\metl\comp-file\src\test\java\org\jumpmind\metl\core\runtime\component\TextFileReaderTest.java,class,false,191
MODEL,org.jumpmind.metl.core.model.AbstractNamedObject,3,2,1,3,22,3,1,3,D:\Projetos\_Web\metl\metl-core\src\main\java\org\jumpmind\metl\core\model\AbstractNamedObject.java,class,false,35
TEST,org.jumpmind.metl.core.runtime.flow.JMSFlowTest,3,1,5,3,0,3,1,3,D:\Projetos\_Web\metl\metl-develop\src\test\java\org\jumpmind\metl\core\runtime\flow\JMSFlowTest.java,class,false,54
EXCEPTION,org.jumpmind.metl.core.util.ModelAttributeException,5,3,1,10,0,5,0,5,D:\Projetos\_Web\metl\metl-core\src\main\java\org\jumpmind\metl\core\util\ModelAttributeException.java,class,false,49
UNDEFINED,org.jumpmind.metl.core.util.DatabaseScriptContainer,7,1,13,14,0,7,37,28,D:\Projetos\_Web\metl\metl-core\src\main\java\org\jumpmind\metl\core\util\DatabaseScriptContainer.java,class,false,168
