DesignRole,Classe,NOM,DIT,CBO,LCom,NOC,NOM,RFC,WMC,File,Type,IsArchitecturalRole
TEST,won.cryptography.rdfsign.ModelConverterTest,2,1,10,0,0,2,28,7,D:\Projetos\_Web\webofneeds\webofneeds\won-cryptography\src\test\java\won\cryptography\rdfsign\ModelConverterTest.java,class,false
SERVICE,won.bot.integration.BotMatcherProtocolMatcherServiceCallback,8,1,6,0,0,8,23,33,D:\Projetos\_Web\webofneeds\webofneeds\won-bot\src\main\java\won\bot\integration\BotMatcherProtocolMatcherServiceCallback.java,class,false
TEXTMESSAGECOMMAND,won.bot.framework.extensions.textmessagecommand.command.EqualsTextMessageCommand,4,2,2,0,0,4,3,7,D:\Projetos\_Web\webofneeds\webofneeds\won-bot\src\main\java\won\bot\framework\extensions\textmessagecommand\command\EqualsTextMessageCommand.java,class,false
UNDEFINED,won.protocol.vocabulary.WXBUDDY,0,1,2,0,0,0,2,0,D:\Projetos\_Web\webofneeds\webofneeds\won-core\src\main\java\won\protocol\vocabulary\WXBUDDY.java,class,false
SERVICE,won.protocol.jms.MatcherActiveMQServiceImpl,2,2,8,0,0,2,6,6,D:\Projetos\_Web\webofneeds\webofneeds\won-core\src\main\java\won\protocol\jms\MatcherActiveMQServiceImpl.java,class,false
ABSTRACTCOMPOSITEATOMPRODUCER,won.bot.framework.component.atomproducer.impl.SimpleCompositeAtomProducer,1,2,3,0,0,1,4,3,D:\Projetos\_Web\webofneeds\webofneeds\won-bot\src\main\java\won\bot\framework\component\atomproducer\impl\SimpleCompositeAtomProducer.java,class,false
UNDEFINED,won.bot.BotTests,0,1,0,0,0,0,0,0,D:\Projetos\_Web\webofneeds\webofneeds\won-bot\src\test\java\won\bot\BotTests.java,class,false
ENTITY,won.owner.pojo.TextMessagePojo,2,1,0,0,0,2,0,2,D:\Projetos\_Web\webofneeds\webofneeds\won-owner-webapp\src\main\java\won\owner\pojo\TextMessagePojo.java,class,false
JMSCONFIGURATION,won.protocol.jms.WonJmsConfiguration,4,2,3,6,0,4,13,4,D:\Projetos\_Web\webofneeds\webofneeds\won-core\src\main\java\won\protocol\jms\WonJmsConfiguration.java,class,false
BASEEVENT,won.bot.framework.eventbot.event.impl.command.close.CloseCommandFailureEvent,5,4,5,10,0,5,0,5,D:\Projetos\_Web\webofneeds\webofneeds\won-bot\src\main\java\won\bot\framework\eventbot\event\impl\command\close\CloseCommandFailureEvent.java,class,false
BASEEVENT,won.bot.framework.eventbot.behaviour.BotBehaviourFailedEvent,3,3,2,0,0,3,0,3,D:\Projetos\_Web\webofneeds\webofneeds\won-bot\src\main\java\won\bot\framework\eventbot\behaviour\BotBehaviourFailedEvent.java,class,false
CONTROLLER,won.owner.web.rest.BridgeForLinkedDataController,11,1,26,74,0,11,63,38,D:\Projetos\_Web\webofneeds\webofneeds\won-owner-webapp\src\main\java\won\owner\web\rest\BridgeForLinkedDataController.java,class,true
EXCEPTION,won.protocol.message.processor.exception.MessageAlreadyProcessedException,4,3,1,6,0,4,0,4,D:\Projetos\_Web\webofneeds\webofneeds\won-core\src\main\java\won\protocol\message\processor\exception\MessageAlreadyProcessedException.java,class,false
VIEW,won.owner.web.listener.RecoveryKeyGeneratedEMailListener,1,1,8,0,0,1,3,1,D:\Projetos\_Web\webofneeds\webofneeds\won-owner-webapp\src\main\java\won\owner\web\listener\RecoveryKeyGeneratedEMailListener.java,class,false
[NODEURISOURCE],won.bot.framework.component.nodeurisource.impl.RandomMultiNodeUriSource,3,1,3,0,0,3,11,7,D:\Projetos\_Web\webofneeds\webofneeds\won-bot\src\main\java\won\bot\framework\component\nodeurisource\impl\RandomMultiNodeUriSource.java,class,false
ABSTRACTHTTPMESSAGECONVERTER,won.protocol.rest.RdfDatasetAttachmentConverter,9,2,15,28,0,9,17,19,D:\Projetos\_Web\webofneeds\webofneeds\won-core\src\main\java\won\protocol\rest\RdfDatasetAttachmentConverter.java,class,false
UNDEFINED,won.matcher.solr.SolrEvaluation,1,1,2,0,0,1,5,1,D:\Projetos\_Web\webofneeds\webofneeds\won-matcher-solr\src\test\java\won\matcher\solr\SolrEvaluation.java,class,false
ACTION,won.bot.framework.eventbot.action.impl.atomlifecycle.AbstractDeactivateAtomAction,3,2,5,3,0,3,10,5,D:\Projetos\_Web\webofneeds\webofneeds\won-bot\src\main\java\won\bot\framework\eventbot\action\impl\atomlifecycle\AbstractDeactivateAtomAction.java,class,false
BOTBEHAVIOUR,won.bot.framework.eventbot.behaviour.CloseBehaviour,3,2,3,3,0,3,1,3,D:\Projetos\_Web\webofneeds\webofneeds\won-bot\src\main\java\won\bot\framework\eventbot\behaviour\CloseBehaviour.java,class,false
ENTITY,won.protocol.model.AtomMessageContainer,5,2,7,4,0,5,2,7,D:\Projetos\_Web\webofneeds\webofneeds\won-core\src\main\java\won\protocol\model\AtomMessageContainer.java,class,true
[WONMESSAGEPROCESSOR],won.protocol.message.processor.impl.KeyForNewAtomAddingProcessor,4,1,11,2,0,4,18,13,D:\Projetos\_Web\webofneeds\webofneeds\won-cryptography\src\main\java\won\protocol\message\processor\impl\KeyForNewAtomAddingProcessor.java,class,false
[MONITORINGRESETTER],won.monitoring.simon.SimonResetter,1,1,2,0,0,1,6,1,D:\Projetos\_Web\webofneeds\webofneeds\won-core\src\main\java\won\monitoring\simon\SimonResetter.java,class,false
MODEL,won.protocol.model.ConnectionModelMapper,2,1,12,1,0,2,35,18,D:\Projetos\_Web\webofneeds\webofneeds\won-core\src\main\java\won\protocol\model\ConnectionModelMapper.java,class,false
TEST,won.cryptography.rdfsign.WonVerifierTest,4,1,9,0,0,4,17,4,D:\Projetos\_Web\webofneeds\webofneeds\won-cryptography\src\test\java\won\cryptography\rdfsign\WonVerifierTest.java,class,false
UNDEFINED,won.protocol.vocabulary.WONMATCH,1,1,3,0,0,1,3,1,D:\Projetos\_Web\webofneeds\webofneeds\won-core\src\main\java\won\protocol\vocabulary\WONMATCH.java,class,false
SPARQLFUNCTION,won.protocol.util.DatasetToUriListBySparqlFunction,2,2,7,1,0,2,15,9,D:\Projetos\_Web\webofneeds\webofneeds\won-core\src\main\java\won\protocol\util\DatasetToUriListBySparqlFunction.java,class,false
BASEEVENT,won.bot.framework.eventbot.event.impl.command.create.AtomCreationAbortedEvent,2,4,2,1,0,2,0,2,D:\Projetos\_Web\webofneeds\webofneeds\won-bot\src\main\java\won\bot\framework\eventbot\event\impl\command\create\AtomCreationAbortedEvent.java,class,false
ABSTRACTCAMELPROCESSOR,won.node.camel.processor.fixed.DeleteAtomMessageFromOwnerReactionProcessor,2,2,12,1,0,2,21,8,D:\Projetos\_Web\webofneeds\webofneeds\won-node\src\main\java\won\node\camel\processor\fixed\DeleteAtomMessageFromOwnerReactionProcessor.java,class,false
BOTBEHAVIOUR,won.bot.framework.eventbot.behaviour.FactoryBotInitBehaviour,3,2,5,6,0,3,3,4,D:\Projetos\_Web\webofneeds\webofneeds\won-bot\src\main\java\won\bot\framework\eventbot\behaviour\FactoryBotInitBehaviour.java,class,false
