Tecnicas,Design Role,Classe,Método,LOC,CC,Efferent,NOP,Problema de Design,Deveria ser REFATORADO por conta desse problema?,"Se DISCORDAR, quais os motivos? "
 V ,FRAGMENT,com.zegoggles.smssync.activity.fragments.AdvancedSettings,onRequestPermissionsResult,7,2,6,3,Muitos Parametros,(1) Discordo Fortemente;
 V ,UNDEFINED,com.zegoggles.smssync.mail.MessageGenerator,messageFromMapCallLog,40,11,15,1,Metodo Longo,(1) Discordo Fortemente;
 V ,UNDEFINED,com.zegoggles.smssync.mail.HeaderGenerator,createMessageId,21,5,11,3,Muitos Parametros,(1) Discordo Fortemente;
 V ,PREFERENCE,com.zegoggles.smssync.activity.StatusPreference,stateChanged,29,8,5,1,Muitos Desvios,(1) Discordo Fortemente;
 V ,BROADCASTRECEIVER,com.zegoggles.smssync.compat.SmsReceiver,storeMessage,33,6,11,2,Muitos Desvios,(1) Discordo Fortemente;
 V ,TEST,com.zegoggles.smssync.service.SmsBackupServiceTest,checkPermission,3,1,2,3,Muitos Parametros,(1) Discordo Fortemente;
 V ,UNDEFINED,com.zegoggles.smssync.utils.ThreadHelper,getThreadId,30,11,12,2,Muitos Desvios,(1) Discordo Fortemente;
 V ,UNDEFINED,com.zegoggles.smssync.compat.GooglePlayServices,isAvailable,33,6,7,1,Metodo Longo,(1) Discordo Fortemente;
 V ,FRAGMENT,com.zegoggles.smssync.activity.fragments.AdvancedSettings,updateMaxItems,7,3,3,3,Muitos Parametros,(1) Discordo Fortemente;
 V ,UNDEFINED,com.zegoggles.smssync.service.state.State,getDetailedErrorMessage,14,5,5,1,Muitos Desvios,(1) Discordo Fortemente;
 V ,UNDEFINED,com.zegoggles.smssync.utils.ThreadHelper,getThreadId,30,11,12,2,Alto Acoplamento Efferent,(1) Discordo Fortemente;
" A, V ",ASYNCTASK,com.zegoggles.smssync.service.BackupTask,backupCursors,35,7,13,4,Alto Acoplamento Efferent,(1) Discordo Fortemente;
 V ,ASYNCTASK,com.zegoggles.smssync.service.RestoreTask,doInBackground,16,5,4,1,Muitos Desvios,(1) Discordo Fortemente;
 V ,UNDEFINED,com.zegoggles.smssync.mail.Attachment,createPart,13,3,4,3,Muitos Parametros,(1) Discordo Fortemente;
 V ,ACTIVITY,com.zegoggles.smssync.activity.MainActivity,startRestore,27,5,7,0,Metodo Longo,(1) Discordo Fortemente;
 V ,TEST,com.zegoggles.smssync.service.AlarmManagerDriverTest,assertAlarmScheduled,16,1,9,1,Alto Acoplamento Efferent,(1) Discordo Fortemente;
 V ,UNDEFINED,com.zegoggles.smssync.service.BackupQueryBuilder,buildQueryForDataType,12,4,4,3,Muitos Parametros,(1) Discordo Fortemente;
 V ,UNDEFINED,com.zegoggles.smssync.auth.OAuth2Client,getUsernameFromContacts,28,5,9,1,Alto Acoplamento Efferent,(1) Discordo Fortemente;
 V ,FRAGMENT,com.zegoggles.smssync.activity.fragments.MainSettings,userDonationState,10,5,2,1,Muitos Desvios,(1) Discordo Fortemente;
 V ,PREFERENCE,com.zegoggles.smssync.activity.StatusPreference,restoreStateChanged,26,6,5,1,Metodo Longo,(1) Discordo Fortemente;
 V ,ACTIVITY,com.zegoggles.smssync.activity.donation.DonationActivity,onSkuDetailsResponse,18,6,5,2,Muitos Desvios,(1) Discordo Fortemente;
 V ,SERVICE,com.zegoggles.smssync.service.SmsRestoreService,handleIntent,18,5,12,1,Alto Acoplamento Efferent,(1) Discordo Fortemente;
 V ,SERVICE,com.zegoggles.smssync.service.SmsBackupService,legacyCheckConnectivity,9,6,3,0,Muitos Desvios,(1) Discordo Fortemente;
