DesignRole,Classe,NOM,DIT,CBO,LCom,NOC,NOM,RFC,WMC,File,Type,IsArchitecturalRole
ENTITY,com.dream.po.Selectquery,6,1,0,9,0,6,0,6,D:\Projetos\_Web\Movie_Recommend\Movie\src\main\java\com\dream\po\Selectquery.java,class,false
ENTITY,com.dream.po.Top5result,4,1,0,2,0,4,1,5,D:\Projetos\_Web\Movie_Recommend\Movie\src\main\java\com\dream\po\Top5result.java,class,false
ENTITY,com.dream.po.Rectab,4,1,0,2,0,4,1,5,D:\Projetos\_Web\Movie_Recommend\Movie\src\main\java\com\dream\po\Rectab.java,class,false
ENTITY,com.dream.po.User,12,1,0,54,0,12,1,14,D:\Projetos\_Web\Movie_Recommend\Movie\src\main\java\com\dream\po\User.java,class,false
ENTITY,com.dream.po.QueryUser,8,1,0,20,0,8,0,8,D:\Projetos\_Web\Movie_Recommend\MovieManager\src\main\java\com\dream\po\QueryUser.java,class,false
CONTROLLER,com.dream.controller.MovieController,8,1,13,8,0,8,10,8,D:\Projetos\_Web\Movie_Recommend\MovieManager\src\main\java\com\dream\controller\MovieController.java,class,true
SERVICE,com.dream.service.impl.UserServiceImpl,2,1,5,0,0,2,7,2,D:\Projetos\_Web\Movie_Recommend\Movie\src\main\java\com\dream\service\impl\UserServiceImpl.java,class,true
ENTITY,com.dream.po.Browse,8,1,0,20,0,8,0,8,D:\Projetos\_Web\Movie_Recommend\Movie\src\main\java\com\dream\po\Browse.java,class,false
SERVICE,com.dream.service.impl.MovieServiceImpl,6,1,16,0,0,6,57,18,D:\Projetos\_Web\Movie_Recommend\MovieManager\src\main\java\com\dream\service\impl\MovieServiceImpl.java,class,true
SERVICE,com.dream.service.impl.AlsServiceImpl,1,1,8,0,0,1,5,4,D:\Projetos\_Web\Movie_Recommend\Movie\src\main\java\com\dream\service\impl\AlsServiceImpl.java,class,true
ENTITY,com.dream.po.Review,14,1,0,77,0,14,1,15,D:\Projetos\_Web\Movie_Recommend\Movie\src\main\java\com\dream\po\Review.java,class,false
CONTROLLER,com.dream.controller.PictureController,1,1,7,0,0,1,9,2,D:\Projetos\_Web\Movie_Recommend\MovieManager\src\main\java\com\dream\controller\PictureController.java,class,true
CONTROLLER,com.dream.controller.CustomerController,10,1,16,31,0,10,21,18,D:\Projetos\_Web\Movie_Recommend\Movie\src\main\java\com\dream\controller\CustomerController.java,class,true
UNDEFINED,com.dream.po.RectabExample,58,1,3,1473,0,58,9,68,D:\Projetos\_Web\Movie_Recommend\Movie\src\main\java\com\dream\po\RectabExample.java,class,false
SERVICE,com.dream.service.SystemLogoutFilter,1,2,5,0,0,1,5,2,D:\Projetos\_Web\Movie_Recommend\MovieManager\src\main\java\com\dream\service\SystemLogoutFilter.java,class,true
UNDEFINED,com.dream.po.SimilartabExample,68,1,3,2098,0,68,9,78,D:\Projetos\_Web\Movie_Recommend\Movie\src\main\java\com\dream\po\SimilartabExample.java,class,false
UNDEFINED,com.dream.po.AlstabExample,68,1,3,2098,0,68,9,78,D:\Projetos\_Web\Movie_Recommend\Movie\src\main\java\com\dream\po\AlstabExample.java,class,false
UNDEFINED,com.dream.common.JsonUtils,3,1,4,0,0,3,6,6,D:\Projetos\_Web\Movie_Recommend\Movie\src\main\java\com\dream\common\JsonUtils.java,class,false
UNDEFINED,com.dream.po.Top5resultExample,58,1,3,1473,0,58,9,68,D:\Projetos\_Web\Movie_Recommend\Movie\src\main\java\com\dream\po\Top5resultExample.java,class,false
SERVICE,com.dream.service.impl.TopDefaultMoviesServiceImpl,1,1,5,0,0,1,1,1,D:\Projetos\_Web\Movie_Recommend\Movie\src\main\java\com\dream\service\impl\TopDefaultMoviesServiceImpl.java,class,true
SERVICE,com.dream.service.impl.RectabServiceImpl,3,1,8,0,0,3,7,5,D:\Projetos\_Web\Movie_Recommend\Movie\src\main\java\com\dream\service\impl\RectabServiceImpl.java,class,true
