DesignRole,Classe,NOM,DIT,CBO,LCom,NOC,NOM,RFC,WMC,File,Type,IsArchitecturalRole
UNDEFINED,cn.edu.xtu.qchat.common.RDU,14,1,0,15,0,14,13,19,D:\Projetos\_Web\Qchat\src\main\java\cn\edu\xtu\qchat\common\RDU.java,class,false
ENTITY,cn.edu.xtu.qchat.common.view.PagesView,9,1,4,12,0,9,8,11,D:\Projetos\_Web\Qchat\src\main\java\cn\edu\xtu\qchat\common\view\PagesView.java,class,false
UNDEFINED,cn.edu.xtu.qchat.core.MessageHandler,5,1,7,9,0,5,27,28,D:\Projetos\_Web\Qchat\src\main\java\cn\edu\xtu\qchat\core\MessageHandler.java,class,false
VIEW,cn.edu.xtu.qchat.user.view.UserView,22,2,13,141,0,22,36,42,D:\Projetos\_Web\Qchat\src\main\java\cn\edu\xtu\qchat\user\view\UserView.java,class,false
UNDEFINED,cn.edu.xtu.qchat.common.util.FileManagementUtils,3,1,1,3,0,3,8,4,D:\Projetos\_Web\Qchat\src\main\java\cn\edu\xtu\qchat\common\util\FileManagementUtils.java,class,false
VIEW,cn.edu.xtu.qchat.common.view.EntranceView,10,2,8,27,0,10,10,20,D:\Projetos\_Web\Qchat\src\main\java\cn\edu\xtu\qchat\common\view\EntranceView.java,class,false
UNDEFINED,cn.edu.xtu.qchat.common.util.DateUtils,6,1,1,13,0,6,9,16,D:\Projetos\_Web\Qchat\src\main\java\cn\edu\xtu\qchat\common\util\DateUtils.java,class,false
VIEW,cn.edu.xtu.qchat.message.view.MultipleChatMessageView,10,3,9,5,0,10,22,20,D:\Projetos\_Web\Qchat\src\main\java\cn\edu\xtu\qchat\message\view\MultipleChatMessageView.java,class,false
ENTITY,cn.edu.xtu.qchat.message.entity.SingleChatMessage,7,2,2,0,0,7,0,7,D:\Projetos\_Web\Qchat\src\main\java\cn\edu\xtu\qchat\message\entity\SingleChatMessage.java,class,false
VIEW,cn.edu.xtu.qchat.message.view.MessageView,5,2,6,6,2,5,3,9,D:\Projetos\_Web\Qchat\src\main\java\cn\edu\xtu\qchat\message\view\MessageView.java,class,false
PERSISTENCE,cn.edu.xtu.qchat.common.dao.jpa.JpaDaoTemplate,50,1,7,0,0,50,31,64,D:\Projetos\_Web\Qchat\src\main\java\cn\edu\xtu\qchat\common\dao\jpa\JpaDaoTemplate.java,class,false
UNDEFINED,cn.edu.xtu.qchat.AbstractSpringTest,4,1,10,4,3,4,5,7,D:\Projetos\_Web\Qchat\src\test\java\cn\edu\xtu\qchat\AbstractSpringTest.java,class,false
TEST,cn.edu.xtu.qchat.user.service.GroupServiceTest,2,2,5,1,0,2,4,2,D:\Projetos\_Web\Qchat\src\test\java\cn\edu\xtu\qchat\user\service\GroupServiceTest.java,class,false
PERSISTENCE,cn.edu.xtu.qchat.user.dao.impl.UserDao,8,2,4,28,0,8,9,8,D:\Projetos\_Web\Qchat\src\main\java\cn\edu\xtu\qchat\user\dao\impl\UserDao.java,class,true
SERVICE,cn.edu.xtu.qchat.group.service.impl.GroupService,6,1,4,0,0,6,7,6,D:\Projetos\_Web\Qchat\src\main\java\cn\edu\xtu\qchat\group\service\impl\GroupService.java,class,true
VIEW,cn.edu.xtu.qchat.message.view.SingleChatMessageView,15,3,10,61,0,15,21,25,D:\Projetos\_Web\Qchat\src\main\java\cn\edu\xtu\qchat\message\view\SingleChatMessageView.java,class,false
SERVICE,cn.edu.xtu.qchat.user.service.impl.UserService,9,1,6,0,0,9,9,12,D:\Projetos\_Web\Qchat\src\main\java\cn\edu\xtu\qchat\user\service\impl\UserService.java,class,true
UNDEFINED,cn.edu.xtu.qchat.common.view.BasicView,3,1,2,3,6,3,6,11,D:\Projetos\_Web\Qchat\src\main\java\cn\edu\xtu\qchat\common\view\BasicView.java,class,false
ENTITY,cn.edu.xtu.qchat.message.entity.MultipleChatMessage,7,2,3,0,0,7,0,7,D:\Projetos\_Web\Qchat\src\main\java\cn\edu\xtu\qchat\message\entity\MultipleChatMessage.java,class,false
VIEW,cn.edu.xtu.qchat.group.view.GroupView,25,2,14,106,0,25,43,52,D:\Projetos\_Web\Qchat\src\main\java\cn\edu\xtu\qchat\group\view\GroupView.java,class,false
PERSISTENCE,cn.edu.xtu.qchat.common.dao.jpa.DaoSupport,13,1,3,76,2,13,12,13,D:\Projetos\_Web\Qchat\src\main\java\cn\edu\xtu\qchat\common\dao\jpa\DaoSupport.java,class,false
